title,id,date_added,artists,artist_id,artist_genre,album,album_id,album_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
16,2wGfZBcArmMVrd4iUEDuF3,2020-06-19T14:34:42Z,Highly Suspect,2pqd3HsfsvcBGtHvPOg6eg,modern alternative rock,16,2fyUUI6qFR57zGMRX84EB0,2019-08-16,0.00102,0.644,278693,0.627,1.18e-05,2,0.0638,-5.226,1,0.0409,91.971,4,https://api.spotify.com/v1/tracks/2wGfZBcArmMVrd4iUEDuF3,audio_features,spotify:track:2wGfZBcArmMVrd4iUEDuF3,0.188
The Way It Was,5Fs9DJEuCAJxPePDJ0qmRS,2020-06-19T14:33:08Z,The Killers,0C0XlULifJtAgn6ZNCW2eu,modern rock,Direct Hits,3T5bbO2BOnnjun6jKhJdjV,2013-01-01,0.0102,0.666,232307,0.809,2.23e-05,1,0.0717,-4.969,0,0.025,105.993,4,https://api.spotify.com/v1/tracks/5Fs9DJEuCAJxPePDJ0qmRS,audio_features,spotify:track:5Fs9DJEuCAJxPePDJ0qmRS,0.508
You Know Me Too Well,1BpmL4NBhX2P7GxuoVtojI,2020-06-19T13:38:53Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,What Did You Think When You Made Me This Way?,6qP4UnWRNlBMdsqanPhFuJ,2018-10-19,0.00122,0.605,233485,0.688,0.0036,11,0.277,-5.042,0,0.0325,135.936,4,https://api.spotify.com/v1/tracks/1BpmL4NBhX2P7GxuoVtojI,audio_features,spotify:track:1BpmL4NBhX2P7GxuoVtojI,0.773
The Way It Was,2ST5UpeYPp2EAgGLbQsXvl,2020-06-19T13:22:58Z,The Killers,0C0XlULifJtAgn6ZNCW2eu,modern rock,Battle Born (Deluxe Edition),7cuwIlQNnnwVlfosv2Zm6U,2012-09-17,0.0104,0.661,231160,0.8,1.73e-05,1,0.0738,-4.998,0,0.0246,105.993,4,https://api.spotify.com/v1/tracks/2ST5UpeYPp2EAgGLbQsXvl,audio_features,spotify:track:2ST5UpeYPp2EAgGLbQsXvl,0.51
Oh Devil,1kcfGBb6kSrGqNIMW7rAlB,2020-06-14T22:43:18Z,Electric Guest,7sgWBYtJpblXpJl2lU5WVs,alternative dance,Plural,4ncZdrGiO459vrUU1yYCCA,2017-02-17,0.122,0.903,217587,0.532,0.0345,7,0.176,-7.188,0,0.0593,96.991,4,https://api.spotify.com/v1/tracks/1kcfGBb6kSrGqNIMW7rAlB,audio_features,spotify:track:1kcfGBb6kSrGqNIMW7rAlB,0.701
Come with Me Now,2kWowW0k4oFymhkr7LmvzO,2020-06-12T03:37:46Z,KONGOS,58R5LHkK3vkmEyGUPOR5kS,modern alternative rock,Lunatic,71C65HI7THrlkpHHa24YJX,2014-01-27,0.0311,0.654,211960,0.726,6.35e-05,10,0.0618,-3.803,0,0.0401,103.987,4,https://api.spotify.com/v1/tracks/2kWowW0k4oFymhkr7LmvzO,audio_features,spotify:track:2kWowW0k4oFymhkr7LmvzO,0.728
Rearrange Us,6M7VWjQnVsSCTifhHJGKpG,2020-06-10T19:22:55Z,Mt. Joy,69tiO1fG8VWduDl3ji2qhI,indie folk,Rearrange Us,6l6ThHfDJ8Ja5uunao40so,2019-10-16,0.657,0.794,187335,0.5,0.0292,9,0.106,-7.215,1,0.0274,98.969,4,https://api.spotify.com/v1/tracks/6M7VWjQnVsSCTifhHJGKpG,audio_features,spotify:track:6M7VWjQnVsSCTifhHJGKpG,0.455
Holy Ghost,5ho74ZlMvEbyhFutCd8SGg,2020-06-05T14:15:07Z,BØRNS,1KP6TWI40m7p3QBTU6u2xo,electropop,Dopamine,17l7MIu0Jh0tdgK7or9ovw,2015-10-16,0.00153,0.591,256653,0.874,1.45e-05,6,0.0602,-4.224,0,0.0562,89.998,4,https://api.spotify.com/v1/tracks/5ho74ZlMvEbyhFutCd8SGg,audio_features,spotify:track:5ho74ZlMvEbyhFutCd8SGg,0.775
I Don't Want U Back,33KdjUuILigAedfZLLvyQQ,2020-06-05T14:12:54Z,BØRNS,1KP6TWI40m7p3QBTU6u2xo,electropop,Blue Madonna,0mzh0tCNFhxE2mSWxB4ufh,2018-01-12,0.133,0.62,230943,0.652,0.11,8,0.0462,-5.404,1,0.0438,86.003,4,https://api.spotify.com/v1/tracks/33KdjUuILigAedfZLLvyQQ,audio_features,spotify:track:33KdjUuILigAedfZLLvyQQ,0.54
Sweet Dreams,0lgScP4Sc9teQbV8TBJac6,2020-06-01T16:01:22Z,BØRNS,1KP6TWI40m7p3QBTU6u2xo,electropop,Blue Madonna,0mzh0tCNFhxE2mSWxB4ufh,2018-01-12,0.0427,0.623,199767,0.534,8.24e-05,11,0.119,-6.678,1,0.0315,91.997,4,https://api.spotify.com/v1/tracks/0lgScP4Sc9teQbV8TBJac6,audio_features,spotify:track:0lgScP4Sc9teQbV8TBJac6,0.387
Things You Can't Change,4PBz2XQqKs9KICMO69iaiH,2020-05-27T00:13:29Z,Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,indie cafe pop,In Between Minds,5tsh7OJm1nTJeWpkbTA0sC,2019-04-26,0.578,0.757,199537,0.381,0,1,0.104,-7.573,1,0.0381,84.989,4,https://api.spotify.com/v1/tracks/4PBz2XQqKs9KICMO69iaiH,audio_features,spotify:track:4PBz2XQqKs9KICMO69iaiH,0.527
Fine - Acoustic,0HM1gX6sQdhuBFKg41WTZK,2020-05-26T23:12:07Z,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,neo mellow,Fine (Acoustic),3Ml5ORcqAUeUX2fBYq8Mxw,2017-08-18,0.604,0.652,204773,0.611,0,9,0.13,-3.747,0,0.031,117.137,4,https://api.spotify.com/v1/tracks/0HM1gX6sQdhuBFKg41WTZK,audio_features,spotify:track:0HM1gX6sQdhuBFKg41WTZK,0.685
Many Words,5AbEYl6Ij4pyF6YGZ3wi38,2020-05-26T19:07:24Z,DROELOE,0u18Cq5stIQLUoIaULzDmA,bass trap,Many Words,4Mif3F4Je3out3hDnAGiBO,2018-03-09,0.133,0.661,220000,0.764,0.223,11,0.121,-6.857,1,0.0412,149.971,4,https://api.spotify.com/v1/tracks/5AbEYl6Ij4pyF6YGZ3wi38,audio_features,spotify:track:5AbEYl6Ij4pyF6YGZ3wi38,0.39
Yesterday,61OMCRdMORzZKZ5ury05iG,2020-05-18T15:13:23Z,Atmosphere,1GAS0rb4L8VTPvizAx2O9J,alternative hip hop,"When Life Gives You Lemons, You Paint That Shit Gold [Standard Edition]",1HT8zTMIromrZOA4wnbGdV,2008-04-22,0.524,0.849,203720,0.531,0,7,0.0693,-5.534,1,0.258,91.927,4,https://api.spotify.com/v1/tracks/61OMCRdMORzZKZ5ury05iG,audio_features,spotify:track:61OMCRdMORzZKZ5ury05iG,0.77
Maria,5OvctxXBGFTYyavluv0AB9,2020-05-17T22:19:21Z,Fripps & Fripps,3iLRpnoRyZtks4MAu3PTqM,australian indie rock,Feeler on the Roof,2poW3QCsA6L5pLqAFrdSwo,2017-02-20,0.00654,0.661,229545,0.637,0.000247,11,0.102,-6.882,0,0.0435,109.938,4,https://api.spotify.com/v1/tracks/5OvctxXBGFTYyavluv0AB9,audio_features,spotify:track:5OvctxXBGFTYyavluv0AB9,0.682
Beloved - Single Version,4GoukDZOCKEVc4xDLzolXE,2020-05-16T00:21:13Z,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,modern folk rock,Beloved,37Jey4rIuCoJ3dRlOCNOu4,2019-02-22,0.00256,0.494,223411,0.84,6.07e-05,2,0.441,-6.441,1,0.0481,96.039,4,https://api.spotify.com/v1/tracks/4GoukDZOCKEVc4xDLzolXE,audio_features,spotify:track:4GoukDZOCKEVc4xDLzolXE,0.425
Dance Inside,6IdgXRPQS1EL6TOBdnaiIi,2020-05-14T20:38:21Z,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,modern rock,Move Along (Deluxe Edition),4xexD9Z8Puz4p433t4crLg,2006-01-01,0.000496,0.549,240253,0.86,0,4,0.278,-4.868,1,0.0332,121.796,4,https://api.spotify.com/v1/tracks/6IdgXRPQS1EL6TOBdnaiIi,audio_features,spotify:track:6IdgXRPQS1EL6TOBdnaiIi,0.403
Honeybee,5CalS8Gn69OOrR9aiw0ZO9,2020-05-14T16:01:49Z,The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,folk-pop,Living Mirage,27LNgTSAGxE2fitrsCukmT,2019-05-17,0.118,0.642,196055,0.52,0.000512,9,0.552,-7.886,1,0.0387,136.014,4,https://api.spotify.com/v1/tracks/5CalS8Gn69OOrR9aiw0ZO9,audio_features,spotify:track:5CalS8Gn69OOrR9aiw0ZO9,0.488
1 x 1 (feat. Wesley Schultz),7rEOT10A7KBrm1Fs3l0s9T,2020-05-12T03:15:58Z,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,indie pop,1 x 1 (feat. Wesley Schultz),6Op13g8qTCDFmMNDbFOqgx,2020-05-06,0.518,0.326,207107,0.457,0,5,0.168,-5.186,1,0.0288,90.823,5,https://api.spotify.com/v1/tracks/7rEOT10A7KBrm1Fs3l0s9T,audio_features,spotify:track:7rEOT10A7KBrm1Fs3l0s9T,0.347
Summertime,7cQjIIjLOhbRVCXyIepF2U,2020-05-11T20:25:08Z,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,emo,Danger Days: The True Lives of the Fabulous Killjoys,2wPnKggTK3QhYAKL7Q0vvr,2010-11-05,0.000252,0.6,246720,0.799,0.0121,2,0.0932,-3.51,1,0.0332,130.031,4,https://api.spotify.com/v1/tracks/7cQjIIjLOhbRVCXyIepF2U,audio_features,spotify:track:7cQjIIjLOhbRVCXyIepF2U,0.647
Poundshop Kardashians,0qWgm1JTDWdfJX9Lsj8mdR,2020-05-11T16:12:17Z,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,english indie rock,Poundshop Kardashians,3786cITcKTrcxtezOgZKME,2018-11-19,0.0419,0.557,159295,0.875,0,2,0.371,-1.596,0,0.0346,138.023,4,https://api.spotify.com/v1/tracks/0qWgm1JTDWdfJX9Lsj8mdR,audio_features,spotify:track:0qWgm1JTDWdfJX9Lsj8mdR,0.77
You Change with the Seasons,4UcFMbg4zJh3cRwJ8c3Ap0,2020-05-11T14:17:49Z,The Night Café,1ShwUjKIwQRaUJij7jgRhp,english indie rock,Get Away from the Feeling,40BL5XqBDwmCnNujtpCFhx,2017-03-10,0.0225,0.536,230995,0.672,0.00023,7,0.104,-6.342,0,0.0342,104.279,4,https://api.spotify.com/v1/tracks/4UcFMbg4zJh3cRwJ8c3Ap0,audio_features,spotify:track:4UcFMbg4zJh3cRwJ8c3Ap0,0.447
Connection,3T4UodGkfZObJ43RtA5KFU,2020-05-11T00:07:53Z,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,dance pop,Connection,6rVOUFV4qi8MgqF7na73rX,2018-06-26,0.000837,0.611,148460,0.602,0,5,0.112,-4.89,1,0.0437,168.154,4,https://api.spotify.com/v1/tracks/3T4UodGkfZObJ43RtA5KFU,audio_features,spotify:track:3T4UodGkfZObJ43RtA5KFU,0.624
Complainer,6ikOGMtTgDxzZLrNuemotc,2020-05-10T23:35:26Z,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,indie pop,New Age Norms 1,5DNTeZkF2jQFW6Kfgt2Jki,2019-11-01,0.335,0.709,219573,0.462,1.48e-05,6,0.116,-6.379,1,0.0338,99.994,4,https://api.spotify.com/v1/tracks/6ikOGMtTgDxzZLrNuemotc,audio_features,spotify:track:6ikOGMtTgDxzZLrNuemotc,0.496
Complainer - DJDS Remix,7ImtO50KjScOgKpiuBFX23,2020-05-10T23:35:16Z,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,indie pop,Complainer (Remixes),4FGlpEOfSkCCEOtEj9fjiV,2019-12-06,0.00661,0.64,203453,0.658,0.665,6,0.0975,-8.424,1,0.0353,117.976,4,https://api.spotify.com/v1/tracks/7ImtO50KjScOgKpiuBFX23,audio_features,spotify:track:7ImtO50KjScOgKpiuBFX23,0.63
Jerk It Out,5XMjXjwCkJVmk0AHm7z8IV,2020-05-09T21:06:12Z,Caesars,4rGrN4XDYhP6dUAZMvcuHr,swedish alternative rock,Love For The Streets,2ucS4apziMY7gaBIQc2tal,2002,0.0171,0.58,195667,0.981,1.07e-05,8,0.386,-2.603,0,0.06,134.007,4,https://api.spotify.com/v1/tracks/5XMjXjwCkJVmk0AHm7z8IV,audio_features,spotify:track:5XMjXjwCkJVmk0AHm7z8IV,0.861
back again,1J5rHMEvQFpM07iLULi48A,2020-05-09T20:45:50Z,flor,0szWPxzzE8DVEfXFRCLBUb,electropop,come out. you're hiding (deluxe),3GIL4DPTpx8qXKmCVavrjD,2018-02-02,0.118,0.636,201398,0.597,0.00283,8,0.124,-6.884,0,0.0279,84.979,4,https://api.spotify.com/v1/tracks/1J5rHMEvQFpM07iLULi48A,audio_features,spotify:track:1J5rHMEvQFpM07iLULi48A,0.639
Give,02HZgK5YSCALhTkEw2x1va,2020-05-05T22:50:46Z,You Me At Six,1kNQXvepPjaPgUfeDAF2h6,modern alternative rock,Night People,48weSvWTs8IQAaUUl3Db8r,2017-01-06,0.0366,0.575,196240,0.819,1.7e-06,5,0.121,-4.723,1,0.0342,92.067,4,https://api.spotify.com/v1/tracks/02HZgK5YSCALhTkEw2x1va,audio_features,spotify:track:02HZgK5YSCALhTkEw2x1va,0.381
Is Kesha Fire,4e5kjeo9hHeOV7yXSXMafI,2020-05-05T22:02:57Z,Jerry Folk,356FCJoyYWyzONni54Dgrv,indie soul,Purple Evenings,4tBfdEYYHlWWKmteCfLIGl,2017-06-22,0.29,0.602,191333,0.438,0.0478,2,0.185,-8.605,0,0.0319,143.002,4,https://api.spotify.com/v1/tracks/4e5kjeo9hHeOV7yXSXMafI,audio_features,spotify:track:4e5kjeo9hHeOV7yXSXMafI,0.229
STFU,2p4p9YGwmJIdf5IA9sSWhm,2020-05-05T19:42:27Z,mansionz,2o8lOQRjzsSC8UdbNN88HN,pop rap,Mansionz,5WS1g0cKtjfK6eDoSLdv7d,2017-03-24,0.186,0.822,230878,0.471,0,1,0.215,-7.303,0,0.193,135.07,4,https://api.spotify.com/v1/tracks/2p4p9YGwmJIdf5IA9sSWhm,audio_features,spotify:track:2p4p9YGwmJIdf5IA9sSWhm,0.512
San Francisco,2eQOMQkStoRUQyq6HGh1iG,2020-05-03T22:28:34Z,The Mowgli's,6AGUQK1EWK6nvN4pLIDQDQ,indie pop,Waiting For The Dawn,4pmOIOmY4QXH1rMSqHMOGH,2013-01-01,0.0215,0.307,173093,0.847,0,11,0.0783,-4.215,1,0.0551,93.072,4,https://api.spotify.com/v1/tracks/2eQOMQkStoRUQyq6HGh1iG,audio_features,spotify:track:2eQOMQkStoRUQyq6HGh1iG,0.34
The Youth,34VxehtpB6VaZ7s0rHOOXb,2020-04-26T18:00:06Z,George Taylor,0nuq0P5rPEpF6oFM4PTia5,,The Youth,0wV6CrEjOUWw8XOUNyjOaM,2017-05-26,0.0153,0.547,210944,0.437,7.43e-05,9,0.0732,-9.977,1,0.0287,79.969,4,https://api.spotify.com/v1/tracks/34VxehtpB6VaZ7s0rHOOXb,audio_features,spotify:track:34VxehtpB6VaZ7s0rHOOXb,0.315
Angel,4oGoAGsNrgYwfIpIpX9OXe,2020-04-26T17:46:40Z,Sticky Fingers,3ZGr7nQBXDU2WhyXgRVbt0,australian reggae fusion,Westway (The Glitter & The Slums),3rsvczvuONiZWnN6SJla1I,2016-09-30,0.00235,0.546,237337,0.713,0.00445,0,0.224,-4.389,1,0.0255,102.044,4,https://api.spotify.com/v1/tracks/4oGoAGsNrgYwfIpIpX9OXe,audio_features,spotify:track:4oGoAGsNrgYwfIpIpX9OXe,0.458
Inside Your Mind,4PMndmJvJHvzUzJEKViuI8,2020-04-26T17:43:35Z,Gypsy & The Cat,54xBWCXYw0pydXBknIdiC6,alternative dance,Virtual Islands,7J4KknB0UtEZp1HCf7eE6T,2016-08-05,0.00078,0.583,225231,0.847,0.0262,9,0.294,-3.213,1,0.0501,99.924,4,https://api.spotify.com/v1/tracks/4PMndmJvJHvzUzJEKViuI8,audio_features,spotify:track:4PMndmJvJHvzUzJEKViuI8,0.278
Loneliness,28v3vbUQtcRCP5kxHkOcNq,2020-04-26T17:39:05Z,Aaron Taos,3AcBSoCVhxILXJnfLcJb66,brooklyn indie,Birthday Boy,7sF981dmDpo9bQZhbkDwZi,2019-03-06,0.242,0.613,244000,0.488,0.000287,4,0.0944,-5.918,1,0.0253,90.043,3,https://api.spotify.com/v1/tracks/28v3vbUQtcRCP5kxHkOcNq,audio_features,spotify:track:28v3vbUQtcRCP5kxHkOcNq,0.0939
Bathroom Floor,6BPREIryc1ApaCv5H93b9g,2020-04-26T17:31:19Z,Brother Moses,6PPQbW6B4qlgQbuvjbdQ4V,arkansas indie,Desperation Pop,6JGHOptsm4vtpd705pNmON,2020-03-06,0.181,0.579,251861,0.385,0.00137,4,0.0995,-12.743,1,0.0431,77.502,4,https://api.spotify.com/v1/tracks/6BPREIryc1ApaCv5H93b9g,audio_features,spotify:track:6BPREIryc1ApaCv5H93b9g,0.451
The Lake (with Wrabel),0gmgCD6OoJMcoK5af0exA2,2020-04-26T16:26:30Z,Galantis,4sTQVOfp9vEMCemLw50sbu,big room,The Lake (with Wrabel),4N9N4ceWgEzBABI0kSMw5H,2020-04-24,0.582,0.466,167979,0.489,0,10,0.123,-6.151,1,0.0354,112.641,4,https://api.spotify.com/v1/tracks/0gmgCD6OoJMcoK5af0exA2,audio_features,spotify:track:0gmgCD6OoJMcoK5af0exA2,0.401
Cosmic Angel - Acoustic From Capitol Studios,5RVuBrXVLptAEbGJdSDzL5,2020-04-25T17:39:18Z,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,hopebeat,Cosmic Angel (Acoustic From Capitol Studios),7D6Y19tjm4DQNch39FeWpO,2016-03-18,0.357,0.639,257195,0.461,5.66e-05,6,0.112,-8.26,0,0.0493,117.583,4,https://api.spotify.com/v1/tracks/5RVuBrXVLptAEbGJdSDzL5,audio_features,spotify:track:5RVuBrXVLptAEbGJdSDzL5,0.264
It's Only Life,4UXSYJDEgOlMX3MXVkaiyH,2020-04-19T21:10:53Z,The Shins,4LG4Bs1Gadht7TCrMytQUO,albuquerque indie,Port Of Morrow,4ZTcGoOrNro2aCAStXEjZi,2012-03-16,0.0476,0.627,241613,0.623,1.09e-06,0,0.149,-6.613,1,0.0267,147.983,4,https://api.spotify.com/v1/tracks/4UXSYJDEgOlMX3MXVkaiyH,audio_features,spotify:track:4UXSYJDEgOlMX3MXVkaiyH,0.454
Unwell - 2007 Remaster,0PXWpNBYg52gABrn1qL1bD,2020-04-18T04:49:10Z,Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,neo mellow,Exile on Mainstream,0oFlNGmGpsFvvhBgnNPirh,2007-10-02,0.0456,0.442,237267,0.793,0,9,0.328,-5.152,1,0.0347,80.985,4,https://api.spotify.com/v1/tracks/0PXWpNBYg52gABrn1qL1bD,audio_features,spotify:track:0PXWpNBYg52gABrn1qL1bD,0.437
OK OK,0UCSqy0XuSN3FUITKjtljZ,2020-04-16T17:04:50Z,HOKO,7DBibsUWd2RMKmXbple4xZ,,OK OK,17htbKcPmAWkYatIbrwSla,2020-02-26,0.00197,0.585,137933,0.955,0,7,0.0638,-3.181,1,0.055,88.076,4,https://api.spotify.com/v1/tracks/0UCSqy0XuSN3FUITKjtljZ,audio_features,spotify:track:0UCSqy0XuSN3FUITKjtljZ,0.92
Girls @ (feat. Chance the Rapper),5p7sELomeqtq9ypH3VeVH1,2020-04-15T22:47:47Z,Joey Purp,1ewyVtTZBqFYWIcepopRhp,chicago rap,iiiDrops,6McWou8VeXcVNGQVOiqhZd,2017-05-12,0.00776,0.937,212950,0.539,7.87e-05,7,0.089,-7.316,1,0.26,110.021,4,https://api.spotify.com/v1/tracks/5p7sELomeqtq9ypH3VeVH1,audio_features,spotify:track:5p7sELomeqtq9ypH3VeVH1,0.621
Heartbeat Slowing Down,32oFba5vpMfiuxOQimTrmr,2020-04-14T20:05:36Z,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,modern rock,Kids In The Street (Deluxe Version),4ZVGzgkGH2X8n63OrP7MiX,2012-01-01,0.00744,0.326,284280,0.813,6.54e-06,3,0.19,-6.227,1,0.0797,187.936,3,https://api.spotify.com/v1/tracks/32oFba5vpMfiuxOQimTrmr,audio_features,spotify:track:32oFba5vpMfiuxOQimTrmr,0.393
Live Like Animals,3GSC9EXY0Csb8C6xccHv2V,2020-04-13T21:02:50Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Broken Machine (Deluxe),0r7wrRVD77lNrD9t2QgZrq,2017-09-08,0.00095,0.473,250733,0.649,0.000104,0,0.0971,-5.468,1,0.107,134.189,4,https://api.spotify.com/v1/tracks/3GSC9EXY0Csb8C6xccHv2V,audio_features,spotify:track:3GSC9EXY0Csb8C6xccHv2V,0.62
Neon Brother,3onvqHzdPZXZrPo5GfLqGE,2020-04-13T01:54:27Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Nothing But Thieves (Deluxe),3q4BkDV5B7sczFcfrIl2a2,2015-10-16,0.00661,0.426,235827,0.601,0.343,11,0.101,-5.434,1,0.0377,76.957,3,https://api.spotify.com/v1/tracks/3onvqHzdPZXZrPo5GfLqGE,audio_features,spotify:track:3onvqHzdPZXZrPo5GfLqGE,0.151
Twenty Something - Stripped Sessions,0qxRmtTovuLU4VBz5y4DsJ,2020-04-12T03:07:54Z,Nightly,3qDMrpZHtZEtVl5i1l7hP3,electropop,"Twenty Something/No Call, No Reply (Stripped Sessions)",7tbaldzJvtMfCDrLZ6wMmq,2019-05-24,0.107,0.598,261527,0.429,0.00936,8,0.0849,-11.145,1,0.0368,99.933,4,https://api.spotify.com/v1/tracks/0qxRmtTovuLU4VBz5y4DsJ,audio_features,spotify:track:0qxRmtTovuLU4VBz5y4DsJ,0.0568
Reckless Lover - Acoustic,3cmcy7BwekXhIzysIdhLng,2020-04-12T03:07:54Z,Handsome Ghost,3IaqL9bsZtYJkqNLiovVho,hopebeat,Reckless Lover (Acoustic),20cMOMSw2TBjDcY1QYJmqX,2018-03-09,0.855,0.633,240579,0.222,0,10,0.107,-10.381,1,0.0301,111.411,4,https://api.spotify.com/v1/tracks/3cmcy7BwekXhIzysIdhLng,audio_features,spotify:track:3cmcy7BwekXhIzysIdhLng,0.61
"10,000 Emerald Pools",2pA4ip3VIEVcIa3qE02oAX,2020-04-12T03:07:46Z,BØRNS,1KP6TWI40m7p3QBTU6u2xo,electropop,Dopamine,17l7MIu0Jh0tdgK7or9ovw,2015-10-16,0.00694,0.568,174693,0.578,0.000353,6,0.099,-5.589,1,0.0404,139.951,4,https://api.spotify.com/v1/tracks/2pA4ip3VIEVcIa3qE02oAX,audio_features,spotify:track:2pA4ip3VIEVcIa3qE02oAX,0.555
Worthy Of You,0UkZ0epPTahsPgLXacC5EG,2020-04-12T03:07:36Z,Plested,2nJYGgfTf2846LtVB3AES8,indie anthem-folk,Worthy Of You,4ktlj5Wi33cc36TwB959cA,2018-03-30,0.439,0.451,190619,0.452,0,1,0.478,-9.363,0,0.0574,57.523,4,https://api.spotify.com/v1/tracks/0UkZ0epPTahsPgLXacC5EG,audio_features,spotify:track:0UkZ0epPTahsPgLXacC5EG,0.386
Cherish You,1CAPV0aC8EGXl1Rpq34rQA,2020-04-12T03:01:51Z,Mikky Ekko,1buzCmyYZE4kcdLRudsb8V,nashville indie,FAME,3pF80DknR77Qb9gyd1CXM9,2018-11-02,0.0208,0.641,264308,0.573,3.59e-06,0,0.305,-7.413,1,0.041,102.694,4,https://api.spotify.com/v1/tracks/1CAPV0aC8EGXl1Rpq34rQA,audio_features,spotify:track:1CAPV0aC8EGXl1Rpq34rQA,0.12
25 in Barcelona,09NbeoxDKBzxRT3dtqPRaW,2020-04-12T03:00:12Z,JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,canadian contemporary r&b,Both Can Be True: Part 1,0K6WBxIAb8xu0t4CKTDEtq,2018-11-08,0.888,0.574,191586,0.458,0.000282,7,0.108,-7.499,1,0.0577,81.416,4,https://api.spotify.com/v1/tracks/09NbeoxDKBzxRT3dtqPRaW,audio_features,spotify:track:09NbeoxDKBzxRT3dtqPRaW,0.544
Shine A Little Light,365TSrFPqM66giaxJuafR3,2020-04-11T01:44:08Z,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,alternative rock,"""Let's Rock""",0aA9rYw8PEv9G7tVIJ9dKg,2019-06-28,0.0217,0.44,196777,0.719,5.09e-06,8,0.0663,-6.645,0,0.0445,111.398,4,https://api.spotify.com/v1/tracks/365TSrFPqM66giaxJuafR3,audio_features,spotify:track:365TSrFPqM66giaxJuafR3,0.523
Indigo Puff,3pJQY7UuX0DcE8pgLZhCjf,2020-04-10T13:31:01Z,Sundara Karma,4fgXfJCQnK6c44u4KzAtQP,english indie rock,Indigo Puff,3U87oNqyChE7Akx3b52x2w,2014,0.000686,0.585,231722,0.556,0.000132,2,0.151,-5.075,1,0.0274,142.144,4,https://api.spotify.com/v1/tracks/3pJQY7UuX0DcE8pgLZhCjf,audio_features,spotify:track:3pJQY7UuX0DcE8pgLZhCjf,0.414
Royal Blue,6nUjHZ93o0bNcyTa6Cr674,2020-04-09T18:15:41Z,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,indie pop,Mine Is Yours,4X80EZOYjrG9OM0AXxBiNc,2011,0.0649,0.649,213893,0.671,0.00129,11,0.0768,-8.073,1,0.0455,107.943,4,https://api.spotify.com/v1/tracks/6nUjHZ93o0bNcyTa6Cr674,audio_features,spotify:track:6nUjHZ93o0bNcyTa6Cr674,0.447
We Got A Love,2kIrTLjfIMwfGenn2YLBvz,2020-04-09T17:47:30Z,Rusty Clanton,1llFhhYvVi6kC2bfKoPw2k,cleveland indie,We Got A Love,0XvLyAn2bjUiwrpNQm7zbP,2015-05-15,0.815,0.461,214013,0.0542,0,10,0.0789,-18.413,1,0.0447,73.31,4,https://api.spotify.com/v1/tracks/2kIrTLjfIMwfGenn2YLBvz,audio_features,spotify:track:2kIrTLjfIMwfGenn2YLBvz,0.25
Little Things,5WJS73wsTb0IbQtXEccCXX,2020-04-09T16:35:58Z,Vasser,50TDoTqqIUsgQyPRSBg3S3,vapor soul,A Telling End,7KzrJm0DHFJZCjBbGHyGnV,2017-09-01,0.0931,0.723,244823,0.416,0.000861,1,0.215,-11.172,0,0.0623,140.017,4,https://api.spotify.com/v1/tracks/5WJS73wsTb0IbQtXEccCXX,audio_features,spotify:track:5WJS73wsTb0IbQtXEccCXX,0.557
Take My Hand,5mi7RZUIG5kxPAL0PFFtTE,2020-04-03T02:03:45Z,Picture This,7jLSEPYCYQ5ssWU3BICqrW,indie anthem-folk,Picture This,5RvSeWeeZHU1blLJqcOgnu,2017-08-25,0.0466,0.582,210067,0.821,0,11,0.184,-4.881,1,0.0542,129.95,4,https://api.spotify.com/v1/tracks/5mi7RZUIG5kxPAL0PFFtTE,audio_features,spotify:track:5mi7RZUIG5kxPAL0PFFtTE,0.608
Dream Song,3jP7o7kYZleQaVbMmCTkRG,2020-04-01T17:01:14Z,Finish Ticket,3RthMq3xfDQZl80cMEg1JQ,bay area indie,Dream Song,2dlT3ciP5lT09JQA6ToAhI,2019-07-12,0.0284,0.579,218000,0.851,1.78e-06,11,0.218,-4.453,0,0.0601,103.903,4,https://api.spotify.com/v1/tracks/3jP7o7kYZleQaVbMmCTkRG,audio_features,spotify:track:3jP7o7kYZleQaVbMmCTkRG,0.452
