title,id,date_added,artists,artist_id,artist_genre,album,album_id,album_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Sober,5NhlpQ6BOIz3S5welptk1W,2019-11-15T12:44:13Z,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,atl hip hop,Kauai,1gN7MUuz99VAKnB58U1aZy,2014-10-03,0.124,0.707,252026,0.562,1.58e-05,0,0.561,-7.621,1,0.0305,98.094,4,https://api.spotify.com/v1/tracks/5NhlpQ6BOIz3S5welptk1W,audio_features,spotify:track:5NhlpQ6BOIz3S5welptk1W,0.418
Particles - Piano Version,38aJAzjCVhi2znvtg1zQZA,2019-11-14T21:28:19Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Broken Machine (Deluxe),0r7wrRVD77lNrD9t2QgZrq,2017-09-08,0.872,0.443,219760,0.295,1.97e-06,11,0.105,-6.433,0,0.0446,114.558,4,https://api.spotify.com/v1/tracks/38aJAzjCVhi2znvtg1zQZA,audio_features,spotify:track:38aJAzjCVhi2znvtg1zQZA,0.303
Beer With Jesus,38qDc4DgEnnkr9UaRI5owP,2019-11-14T21:24:31Z,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,contemporary country,It Goes Like This,2ZHYOFW5giX6a4n5eqTnUB,2013-01-01,0.133,0.523,255387,0.382,0,8,0.11,-8.386,1,0.0274,77.925,4,https://api.spotify.com/v1/tracks/38qDc4DgEnnkr9UaRI5owP,audio_features,spotify:track:38qDc4DgEnnkr9UaRI5owP,0.274
Coming Home,5EA06TsQmqmQXZiEhr1AaM,2019-11-12T12:39:41Z,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,modern blues,Coming Home,4svLfrPPk2npPVuI4kXPYg,2015-06-15,0.461,0.427,206387,0.465,5.52e-05,6,0.154,-6.595,1,0.0291,112.137,3,https://api.spotify.com/v1/tracks/5EA06TsQmqmQXZiEhr1AaM,audio_features,spotify:track:5EA06TsQmqmQXZiEhr1AaM,0.458
Just What I Am,4LoMziEaxdkrSMXtavIJqL,2019-11-12T11:29:12Z,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,hip hop,Indicud,5svfcB1dHyUWTWlhb4TihU,2013-01-01,0.00223,0.654,228027,0.95,0,1,0.406,-3.163,1,0.137,140.009,4,https://api.spotify.com/v1/tracks/4LoMziEaxdkrSMXtavIJqL,audio_features,spotify:track:4LoMziEaxdkrSMXtavIJqL,0.351
Ashin’ Kusher,6GSMozgAebBmuM2hCV15H3,2019-11-12T11:19:27Z,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,hip hop,Man On The Moon II: The Legend Of Mr. Rager,08eM9GRdr5BCCHNqS3Wwud,2010-01-01,0.734,0.86,228493,0.638,0.000708,10,0.105,-5.773,1,0.201,92.997,4,https://api.spotify.com/v1/tracks/6GSMozgAebBmuM2hCV15H3,audio_features,spotify:track:6GSMozgAebBmuM2hCV15H3,0.584
Scott Mescudi Vs. The World,5QemHQxj7PRkrw8lJl2W7C,2019-11-12T11:06:07Z,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,hip hop,Man On The Moon II: The Legend Of Mr. Rager,08eM9GRdr5BCCHNqS3Wwud,2010-01-01,0.28,0.78,235293,0.72,0.591,11,0.132,-5.914,0,0.0278,108.685,4,https://api.spotify.com/v1/tracks/5QemHQxj7PRkrw8lJl2W7C,audio_features,spotify:track:5QemHQxj7PRkrw8lJl2W7C,0.583
Mojo So Dope,6hPSal3ragmfUt1I5mKZjn,2019-11-12T11:00:25Z,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,hip hop,Man On The Moon II: The Legend Of Mr. Rager,08eM9GRdr5BCCHNqS3Wwud,2010-01-01,0.547,0.614,210587,0.785,0.844,6,0.348,-8.224,0,0.0673,180.036,4,https://api.spotify.com/v1/tracks/6hPSal3ragmfUt1I5mKZjn,audio_features,spotify:track:6hPSal3ragmfUt1I5mKZjn,0.853
My Gun,6MQGNPNpnOcBrC7yflwzQq,2019-11-12T09:49:23Z,The Rubens,2hrWpLNoJcs1EnWSXvB6JI,australian hip hop,The Rubens,5Q05MwdwrDGTdDVGPfFBE9,2012,0.00432,0.507,190307,0.881,0.00466,5,0.0608,-3.668,0,0.0418,200.045,4,https://api.spotify.com/v1/tracks/6MQGNPNpnOcBrC7yflwzQq,audio_features,spotify:track:6MQGNPNpnOcBrC7yflwzQq,0.678
Smoke Break (feat. Future),1Uq3IOIy1CUlHUgP6vWpum,2019-11-12T09:39:09Z,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,chicago rap,Coloring Book,71QyofYesSsRMwFOTafnhB,2016-05-27,0.257,0.705,226494,0.453,0,3,0.143,-8.174,1,0.196,124.942,4,https://api.spotify.com/v1/tracks/1Uq3IOIy1CUlHUgP6vWpum,audio_features,spotify:track:1Uq3IOIy1CUlHUgP6vWpum,0.283
Cherry,35C76Xzk58NOyKIiYPoz5r,2019-11-11T19:46:34Z,Moose Blood,5fEKZRCUa0JApec5Xy095q,alternative emo,"I'll Keep You In Mind, From Time to Time",60yQI53jD4s57Xa9vAg6n7,2014-10-07,0.896,0.372,159711,0.247,0.00162,4,0.082,-12.633,1,0.0336,181.763,4,https://api.spotify.com/v1/tracks/35C76Xzk58NOyKIiYPoz5r,audio_features,spotify:track:35C76Xzk58NOyKIiYPoz5r,0.241
2all,0ZfEeIu7CNHQhbCTiVv3cx,2019-11-11T19:41:15Z,Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,modern alternative rock,The Balance,0eELSmJrZpzOKfdO80nJ9r,2019-04-26,0.00246,0.396,188440,0.778,0.00291,7,0.0952,-3.99,0,0.0718,166.846,4,https://api.spotify.com/v1/tracks/0ZfEeIu7CNHQhbCTiVv3cx,audio_features,spotify:track:0ZfEeIu7CNHQhbCTiVv3cx,0.362
Say Goodbye,2OV1oB6LQWNw7kTOHU7Bua,2019-11-08T11:37:40Z,Green Day,7oPftvlwr6VrsViSDV7fJY,permanent wave,Revolution Radio,5a3LqvNt2nv1B4aRKXmgOV,2016-10-07,0.000216,0.467,219347,0.946,0.00926,1,0.412,-3.995,1,0.0482,129.89,4,https://api.spotify.com/v1/tracks/2OV1oB6LQWNw7kTOHU7Bua,audio_features,spotify:track:2OV1oB6LQWNw7kTOHU7Bua,0.789
I Know,6b2mfHMqWCA74XmUuVJm8r,2019-11-08T09:32:05Z,Post Malone,246dkjvS1zLTtiykXe5h60,dfw rap,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,2019-09-06,0.497,0.666,141413,0.603,0,1,0.112,-5.671,1,0.0763,102.94,4,https://api.spotify.com/v1/tracks/6b2mfHMqWCA74XmUuVJm8r,audio_features,spotify:track:6b2mfHMqWCA74XmUuVJm8r,0.262
White Shadows,0WWz2AaqxLoO0fa9ou6Fqc,2019-11-08T09:00:34Z,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,permanent wave,X&Y,4E7bV0pzG0LciBSWTszra6,2005-06-07,0.00521,0.492,328220,0.783,0.0361,8,0.0951,-8.997,0,0.0483,127.437,4,https://api.spotify.com/v1/tracks/0WWz2AaqxLoO0fa9ou6Fqc,audio_features,spotify:track:0WWz2AaqxLoO0fa9ou6Fqc,0.26
Georgia,3XukKy28kqKFl52GiCUSFo,2019-11-07T12:04:53Z,Kevin Abstract,07EcmJpfAday8xGkslfanE,hip hop,ARIZONA BABY,6wi40lIjhukePWyXRKY7qO,2019-04-25,0.729,0.664,219467,0.522,0.000126,8,0.0935,-9.677,1,0.11,134.047,4,https://api.spotify.com/v1/tracks/3XukKy28kqKFl52GiCUSFo,audio_features,spotify:track:3XukKy28kqKFl52GiCUSFo,0.289
Baby Boy,5K7dEG6yDQ981HO7kFMVqm,2019-11-07T12:03:09Z,Kevin Abstract,07EcmJpfAday8xGkslfanE,hip hop,ARIZONA BABY,6wi40lIjhukePWyXRKY7qO,2019-04-25,0.666,0.334,211669,0.485,0.00418,5,0.14,-8.838,1,0.076,169.434,4,https://api.spotify.com/v1/tracks/5K7dEG6yDQ981HO7kFMVqm,audio_features,spotify:track:5K7dEG6yDQ981HO7kFMVqm,0.436
SUNNY,6C1wn08cac9wcvJvGtuHi1,2019-11-07T11:49:45Z,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,boy band,SATURATION II,0XnqQzdSFAml08XZoRt1St,2017-08-25,0.866,0.504,170693,0.659,0,4,0.273,-5.111,1,0.0336,79.996,4,https://api.spotify.com/v1/tracks/6C1wn08cac9wcvJvGtuHi1,audio_features,spotify:track:6C1wn08cac9wcvJvGtuHi1,0.431
Slow Cheetah,06wTEKL2rSrSaOjFtgG8fj,2019-11-05T21:32:38Z,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,alternative rock,Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,2006-05-09,0.082,0.39,319933,0.344,0.000141,1,0.0715,-7.804,1,0.0376,178.102,4,https://api.spotify.com/v1/tracks/06wTEKL2rSrSaOjFtgG8fj,audio_features,spotify:track:06wTEKL2rSrSaOjFtgG8fj,0.244
Young Folks,2f14Vwn28w1soYnolluueL,2019-11-05T21:30:47Z,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,alternative dance,Electronic Beats Collectables Volume 1 Digital,3IwEf97aLsY6O517SFJiLa,2007-10-19,0.0128,0.672,278720,0.857,0.0009,0,0.16,-4.915,1,0.038,138.153,4,https://api.spotify.com/v1/tracks/2f14Vwn28w1soYnolluueL,audio_features,spotify:track:2f14Vwn28w1soYnolluueL,0.685
Without Me,7kpafSrf0xBPFSyR1AziSO,2019-11-04T14:21:18Z,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,edmonton indie,Another One,73A5i6uEMBa2qpGDKdZu3u,2015-07-08,0.494,0.515,177196,0.583,0.248,1,0.271,-7.612,1,0.0403,161.737,4,https://api.spotify.com/v1/tracks/7kpafSrf0xBPFSyR1AziSO,audio_features,spotify:track:7kpafSrf0xBPFSyR1AziSO,0.578
Chamber Of Reflection,1MJ5f5EYBC92ADD6xcz7nb,2019-11-04T13:56:03Z,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,edmonton indie,Salad Days,1l9d1Zj9Iv2eOcdObVhdMy,2014-04-01,0.263,0.537,231724,0.558,0.91,11,0.102,-8.678,1,0.0929,131.037,4,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,audio_features,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,0.505
My Old Man,2bbWBkiq2vH4Y7pjE0qYcW,2019-11-04T12:55:58Z,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,edmonton indie,My Old Man,0AE1SLDT85k4c61rxvmaYv,2017-02-06,0.649,0.663,221653,0.578,0.37,1,0.0985,-11.515,1,0.0333,149.272,4,https://api.spotify.com/v1/tracks/2bbWBkiq2vH4Y7pjE0qYcW,audio_features,spotify:track:2bbWBkiq2vH4Y7pjE0qYcW,0.849
One Another,7DhkhPPRsRtmjoVzTzGLJQ,2019-11-04T12:46:34Z,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,edmonton indie,This Old Dog,7nUB5er2UpBMraUXK2wWRj,2017-05-05,0.196,0.82,166213,0.579,0.184,5,0.113,-9.601,1,0.0279,104.928,4,https://api.spotify.com/v1/tracks/7DhkhPPRsRtmjoVzTzGLJQ,audio_features,spotify:track:7DhkhPPRsRtmjoVzTzGLJQ,0.847
This River Is Wild,6bhs4IsdCiZ3MkHEvSCKfk,2019-11-01T19:20:46Z,The Killers,0C0XlULifJtAgn6ZNCW2eu,modern rock,Sam's Town,4o3RJndRhHxkieQzQGhmbw,2006-10-02,0.000836,0.376,278000,0.89,0.00151,3,0.152,-4.286,1,0.0852,140.677,4,https://api.spotify.com/v1/tracks/6bhs4IsdCiZ3MkHEvSCKfk,audio_features,spotify:track:6bhs4IsdCiZ3MkHEvSCKfk,0.296
Golden Skans,7kcyCnpHm1BZGB9Wc7MCZH,2019-11-01T16:58:13Z,Klaxons,2qlAMLpUyBjZgnzuFXXZXI,alternative dance,Myths Of The Near Future,48vhHQCCrjnqOzBMpJgpUX,2007,0.000418,0.463,165120,0.836,7.38e-06,2,0.25,-2.776,0,0.0381,141.955,4,https://api.spotify.com/v1/tracks/7kcyCnpHm1BZGB9Wc7MCZH,audio_features,spotify:track:7kcyCnpHm1BZGB9Wc7MCZH,0.713
Mardy Bum,3geFzA6VBSNZUTmV3bCry6,2019-11-01T13:24:51Z,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,garage rock,"Whatever People Say I Am, That's What I'm Not",0ndGMh4twJNzPpr5XtHTR2,2006-02-21,0.0288,0.634,175440,0.599,0,2,0.197,-5.447,1,0.0365,112.215,4,https://api.spotify.com/v1/tracks/3geFzA6VBSNZUTmV3bCry6,audio_features,spotify:track:3geFzA6VBSNZUTmV3bCry6,0.312
Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,2019-10-31T18:38:02Z,Russ,1z7b1Pr1rSlvWRzsW3HOrS,hawaiian hip hop,ZOO,48Kac3ieDtt9OSp9Fm4g9e,2018-09-07,0.0991,0.716,226693,0.729,0,5,0.0842,-6.313,1,0.117,131.975,4,https://api.spotify.com/v1/tracks/4ve2uzqdwnHr20G5YgMMqr,audio_features,spotify:track:4ve2uzqdwnHr20G5YgMMqr,0.276
Let Me Down Easy,7agb5nfoSRJFU06JoWvbFI,2019-10-30T14:50:23Z,Gang of Youths,142YBUGmLWCJigFLzgguf8,australian hip hop,Go Farther in Lightness,3As4X2CFDOOtbeXA6iksV0,2017-10-13,0.22,0.672,319347,0.899,0.302,2,0.142,-6.878,1,0.0323,139.01,4,https://api.spotify.com/v1/tracks/7agb5nfoSRJFU06JoWvbFI,audio_features,spotify:track:7agb5nfoSRJFU06JoWvbFI,0.927
"Hell, Yeah",3nOi7ba91njKhrSVfXL8N9,2019-10-29T17:46:07Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Broken Machine (Deluxe),0r7wrRVD77lNrD9t2QgZrq,2017-09-08,0.776,0.636,186600,0.373,1.84e-05,4,0.3,-11.993,1,0.037,114.88,4,https://api.spotify.com/v1/tracks/3nOi7ba91njKhrSVfXL8N9,audio_features,spotify:track:3nOi7ba91njKhrSVfXL8N9,0.375
Particles,1W2TYUenzUdOOuATtQIWS2,2019-10-29T17:40:27Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Broken Machine (Deluxe),0r7wrRVD77lNrD9t2QgZrq,2017-09-08,0.00208,0.515,235880,0.558,0,11,0.219,-5.155,0,0.0405,153.809,4,https://api.spotify.com/v1/tracks/1W2TYUenzUdOOuATtQIWS2,audio_features,spotify:track:1W2TYUenzUdOOuATtQIWS2,0.198
Skin and Bones,6ubPFMzlIg73d1jzzWcC8B,2019-10-29T16:21:38Z,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,indie pop,Social Cues,2VuZJsJBPLwg9BeQFQle8G,2019-04-19,0.0089,0.539,196173,0.788,0,9,0.29,-3.228,0,0.0397,159.983,4,https://api.spotify.com/v1/tracks/6ubPFMzlIg73d1jzzWcC8B,audio_features,spotify:track:6ubPFMzlIg73d1jzzWcC8B,0.357
I Got,0CnRxBOItBbzq9vDgyRpXj,2019-10-29T12:38:57Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Young The Giant (Special Edition),2ww7MYrkExsljnKhcINDse,2011,0.00764,0.377,259773,0.903,9.74e-05,8,0.109,-6.423,1,0.0739,195.909,3,https://api.spotify.com/v1/tracks/0CnRxBOItBbzq9vDgyRpXj,audio_features,spotify:track:0CnRxBOItBbzq9vDgyRpXj,0.353
Follow God,2QpGZOhTCHHiKmpSO9FW4h,2019-10-29T08:29:13Z,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,chicago rap,JESUS IS KING,0FgZKfoU2Br5sHOfvZKTI9,2019-10-25,0.000248,0.529,104591,0.9,1.21e-05,1,0.0426,-3.503,1,0.418,180.291,4,https://api.spotify.com/v1/tracks/2QpGZOhTCHHiKmpSO9FW4h,audio_features,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,0.434
Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,2019-10-26T02:01:24Z,Drake,3TVXtAsR1Inumwj472S9r4,canadian hip hop,The Best In The World Pack,00HZxSA1sOS9T3nA950sg4,2019-06-15,0.101,0.831,205427,0.502,0,10,0.122,-4.045,0,0.046,100.541,4,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,audio_features,spotify:track:5ry2OE6R2zPQFDO85XkgRb,0.101
Soda,3PUnku87booODLtX6VVHwN,2019-10-22T14:59:43Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Broken Machine (Deluxe),0r7wrRVD77lNrD9t2QgZrq,2017-09-08,0.164,0.501,236307,0.506,0.000168,2,0.143,-7.24,0,0.028,74.924,4,https://api.spotify.com/v1/tracks/3PUnku87booODLtX6VVHwN,audio_features,spotify:track:3PUnku87booODLtX6VVHwN,0.144
Waiting For Your Love,6G74qUrVLFxm9WDKWMAdgy,2019-10-21T16:36:42Z,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,indie pop,Beyond the Pale / Waiting for Your Love / Complainer / 4th of July,6efdfDVDcsp1AEjOjfhao6,2019-10-18,0.0613,0.754,208627,0.672,0.00149,11,0.0959,-6.597,0,0.043,114.941,4,https://api.spotify.com/v1/tracks/6G74qUrVLFxm9WDKWMAdgy,audio_features,spotify:track:6G74qUrVLFxm9WDKWMAdgy,0.901
The Hype - Berlin,51syEzCH9UBoYeUOzvoXZi,2019-10-21T16:30:02Z,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,modern rock,The Hype (Berlin),29GQfbZF68zQAbyzKX8kq3,2019-10-16,0.218,0.717,250783,0.691,1.91e-05,0,0.208,-8.742,1,0.0564,92.011,4,https://api.spotify.com/v1/tracks/51syEzCH9UBoYeUOzvoXZi,audio_features,spotify:track:51syEzCH9UBoYeUOzvoXZi,0.452
Itch,5gWN50cMZdfdf8SbinlNHp,2019-10-21T15:05:55Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Nothing But Thieves (Deluxe),3q4BkDV5B7sczFcfrIl2a2,2015-10-16,5.71e-05,0.305,204613,0.925,0.00336,9,0.108,-3.184,1,0.0981,149.727,4,https://api.spotify.com/v1/tracks/5gWN50cMZdfdf8SbinlNHp,audio_features,spotify:track:5gWN50cMZdfdf8SbinlNHp,0.313
Tempt You (Evocatio),5Bkb5FAVkPXUNcp8B45bWS,2019-10-21T13:17:38Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Nothing But Thieves (Deluxe),3q4BkDV5B7sczFcfrIl2a2,2015-10-16,0.471,0.473,216867,0.444,3.25e-05,0,0.132,-10.369,0,0.0426,127.932,4,https://api.spotify.com/v1/tracks/5Bkb5FAVkPXUNcp8B45bWS,audio_features,spotify:track:5Bkb5FAVkPXUNcp8B45bWS,0.379
Countdowns,10lrU6CTeeFL599a4qDjGY,2019-10-21T12:50:35Z,Sleeping At Last,0MeLMJJcouYXCymQSHPn8g,ambient worship,Countdowns,0oNGm5zvg200nA1XPpVAcT,2015-08-11,0.766,0.301,227790,0.27,1.01e-06,3,0.105,-11.265,1,0.0394,88.3,3,https://api.spotify.com/v1/tracks/10lrU6CTeeFL599a4qDjGY,audio_features,spotify:track:10lrU6CTeeFL599a4qDjGY,0.187
Body,21RzyxY3EFaxVy6K4RqaU9,2019-10-20T16:45:04Z,Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,dance pop,Body,3HwBA7xp3XTbFiNzU7gjwp,2017-10-27,0.0476,0.752,163216,0.764,9.44e-05,1,0.0543,-4.399,1,0.038,121.958,4,https://api.spotify.com/v1/tracks/21RzyxY3EFaxVy6K4RqaU9,audio_features,spotify:track:21RzyxY3EFaxVy6K4RqaU9,0.582
Sorry - Acoustic,0Akytll1e5KvwNKvhqIZFn,2019-10-18T04:11:16Z,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,alternative pop rock,Broken Machine (Deluxe),0r7wrRVD77lNrD9t2QgZrq,2017-09-08,0.818,0.672,214413,0.429,5.01e-06,8,0.205,-7.364,0,0.0298,127.91,4,https://api.spotify.com/v1/tracks/0Akytll1e5KvwNKvhqIZFn,audio_features,spotify:track:0Akytll1e5KvwNKvhqIZFn,0.482
Stan,1mggAh6xgnKUT6ukw3AU9A,2019-10-18T03:24:32Z,6LACK,4IVAbR2w4JJNJDDRFP3E83,alternative r&b,East Atlanta Love Letter,3fc97ZWLIMc1xawhxbKrh2,2018-09-14,0.821,0.333,303750,0.328,0.000173,3,0.127,-9.144,1,0.0401,92.889,1,https://api.spotify.com/v1/tracks/1mggAh6xgnKUT6ukw3AU9A,audio_features,spotify:track:1mggAh6xgnKUT6ukw3AU9A,0.152
Superposition,3LG7mtWGvsOdo9s3EWKZbA,2019-10-17T15:32:09Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Superposition,6VQnwBtEu1EKITujcBMiDt,2019-01-17,0.147,0.654,226448,0.601,0.00527,7,0.0931,-9.006,1,0.0343,169.955,4,https://api.spotify.com/v1/tracks/3LG7mtWGvsOdo9s3EWKZbA,audio_features,spotify:track:3LG7mtWGvsOdo9s3EWKZbA,0.354
Soulfight - Live At Harvest The Music,2j0qBijDAchse2ybahN4B5,2019-10-17T15:07:16Z,The Revivalists,5kuJibJcwOC53s3OkoGMRA,indie folk,City Of Sound,4JDqQfZIz0y4j5BYmPlnX2,2014-03-04,0.25,0.327,555307,0.703,1.36e-05,7,0.432,-6.02,1,0.0426,125.802,4,https://api.spotify.com/v1/tracks/2j0qBijDAchse2ybahN4B5,audio_features,spotify:track:2j0qBijDAchse2ybahN4B5,0.314
"Fire, Ready, Aim",3I8Ri6tLa4QA11MMdZywtM,2019-10-15T11:23:31Z,Green Day,7oPftvlwr6VrsViSDV7fJY,permanent wave,Father of All...,1xIgeQeVlMe5fcAVpRjkaP,2019-10-09,3.22e-05,0.448,112940,0.925,0,11,0.392,-3.839,1,0.045,156.053,4,https://api.spotify.com/v1/tracks/3I8Ri6tLa4QA11MMdZywtM,audio_features,spotify:track:3I8Ri6tLa4QA11MMdZywtM,0.917
Anagram,5jFUr4cSK8mjK4xX7O5Dcl,2019-10-14T18:42:37Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Mind Over Matter,3cSzKBfylctgJwqorcNEo2,2014-01-17,0.0312,0.504,294240,0.718,1.76e-05,7,0.0946,-5.871,1,0.0277,90.05,1,https://api.spotify.com/v1/tracks/5jFUr4cSK8mjK4xX7O5Dcl,audio_features,spotify:track:5jFUr4cSK8mjK4xX7O5Dcl,0.357
Crystallized,4x5TZd8GnB3UbK80ovO4TU,2019-10-14T18:37:09Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Mind Over Matter,3cSzKBfylctgJwqorcNEo2,2014-01-17,0.0362,0.478,240520,0.879,0,0,0.182,-3.765,1,0.0396,162.918,4,https://api.spotify.com/v1/tracks/4x5TZd8GnB3UbK80ovO4TU,audio_features,spotify:track:4x5TZd8GnB3UbK80ovO4TU,0.582
Paralysis,0rCQ3XMP1YSOUR030S8h9J,2019-10-14T18:31:42Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Mind Over Matter,3cSzKBfylctgJwqorcNEo2,2014-01-17,0.00327,0.527,275907,0.9,0,0,0.0437,-5.128,1,0.0458,117.972,4,https://api.spotify.com/v1/tracks/0rCQ3XMP1YSOUR030S8h9J,audio_features,spotify:track:0rCQ3XMP1YSOUR030S8h9J,0.338
In My Home,6SKMkabAEE7AhVu1cimQgs,2019-10-14T18:30:19Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Mind Over Matter,3cSzKBfylctgJwqorcNEo2,2014-01-17,0.00153,0.358,219987,0.874,5.23e-05,0,0.0653,-4.814,1,0.0408,174.009,3,https://api.spotify.com/v1/tracks/6SKMkabAEE7AhVu1cimQgs,audio_features,spotify:track:6SKMkabAEE7AhVu1cimQgs,0.299
Nothing's Over,7lLAOmWJXM9csJkg3yKrph,2019-10-11T14:35:54Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Home of the Strange,3PYk8e7eo2t5CA1Y3AvhaG,2016-08-12,0.00899,0.681,264147,0.738,0.00161,7,0.15,-6.286,1,0.0321,111.015,4,https://api.spotify.com/v1/tracks/7lLAOmWJXM9csJkg3yKrph,audio_features,spotify:track:7lLAOmWJXM9csJkg3yKrph,0.365
Art Exhibit,3XqdYTHbYWw2haLim9Kwfc,2019-10-11T14:32:05Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Home of the Strange,3PYk8e7eo2t5CA1Y3AvhaG,2016-08-12,0.463,0.49,243640,0.48,2.27e-06,8,0.135,-9.949,1,0.0374,149.819,3,https://api.spotify.com/v1/tracks/3XqdYTHbYWw2haLim9Kwfc,audio_features,spotify:track:3XqdYTHbYWw2haLim9Kwfc,0.221
Don't Overdose and Drive,2t2WL5SXmnjA9UPSeiUOGn,2019-10-11T14:08:12Z,Happy.,40mwE0EKsKcxbGdUSxkwUg,socal pop punk,Don't Overdose and Drive,5CxyTZiReRNbpfIUMdSNLO,2018-02-20,0.000233,0.383,160682,0.765,0.00998,2,0.293,-6.565,1,0.0357,175.852,4,https://api.spotify.com/v1/tracks/2t2WL5SXmnjA9UPSeiUOGn,audio_features,spotify:track:2t2WL5SXmnjA9UPSeiUOGn,0.357
GO GO,7IKGO3n7OEnPUWTbwHE9oo,2019-10-10T08:25:35Z,Matt and Kim,4MSMDY0ClgWqXApU53I1L1,brooklyn indie,GO GO,4MtsKTX1Xms3xUJufFTRIA,2019-10-04,0.0253,0.699,143360,0.822,0.0422,1,0.0679,-5.366,1,0.0774,74.975,4,https://api.spotify.com/v1/tracks/7IKGO3n7OEnPUWTbwHE9oo,audio_features,spotify:track:7IKGO3n7OEnPUWTbwHE9oo,0.745
Brother's Keeper,2tXxLxP92HeYt4nojiDn7g,2019-10-07T17:56:43Z,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,indie pop,Mirror Master,6blMxezujKgPe8HjHNveuG,2018-10-12,0.00269,0.705,250493,0.816,0.00185,7,0.0969,-3.617,0,0.0488,120.019,4,https://api.spotify.com/v1/tracks/2tXxLxP92HeYt4nojiDn7g,audio_features,spotify:track:2tXxLxP92HeYt4nojiDn7g,0.615
Mona Lisa (When The World Comes Down),2m7FsggaXs6rGElWLbgQUS,2019-10-03T12:08:24Z,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,modern rock,When The World Comes Down,3BCMpDOcQlbCZpf5vnTadZ,2008-01-01,0.302,0.628,194800,0.461,6.65e-06,7,0.0973,-10.196,1,0.0257,128.227,4,https://api.spotify.com/v1/tracks/2m7FsggaXs6rGElWLbgQUS,audio_features,spotify:track:2m7FsggaXs6rGElWLbgQUS,0.37
Pyro,0umDVf77ygI5RiVp9OvNDj,2019-10-03T10:16:26Z,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,modern rock,Come Around Sundown (Expanded Edition),5xFZ4iElFbUFtOGX4lvdTM,2010-10-19,0.00757,0.365,250533,0.606,0.052,1,0.103,-7.174,0,0.0415,114.995,4,https://api.spotify.com/v1/tracks/0umDVf77ygI5RiVp9OvNDj,audio_features,spotify:track:0umDVf77ygI5RiVp9OvNDj,0.191
