danceability, energy, key, loudness, mode, speechiness, acousticness, instrumentalness, liveness, valence, tempo, type, id, uri, track_href, analysis_url, duration_ms, time_signature
0.461,0.472,6,-7.496,0,0.0347,0.394,0.00142,0.0833,0.556,129.365,audio_features,1gvuB9KKhnqhKwHbK7IrXo,spotify:track:1gvuB9KKhnqhKwHbK7IrXo,https://api.spotify.com/v1/tracks/1gvuB9KKhnqhKwHbK7IrXo,https://api.spotify.com/v1/audio-analysis/1gvuB9KKhnqhKwHbK7IrXo,320627,4
0.499,0.924,8,-3.469,1,0.0336,0.00815,0.0,0.3,0.83,157.811,audio_features,5QpOyRrkCQVIj15KlRumaH,spotify:track:5QpOyRrkCQVIj15KlRumaH,https://api.spotify.com/v1/tracks/5QpOyRrkCQVIj15KlRumaH,https://api.spotify.com/v1/audio-analysis/5QpOyRrkCQVIj15KlRumaH,151827,4
0.607,0.344,7,-16.762,1,0.0885,0.00158,0.926,0.11,0.554,135.418,audio_features,4yuIcsKiUh5LCLluKivbgM,spotify:track:4yuIcsKiUh5LCLluKivbgM,https://api.spotify.com/v1/tracks/4yuIcsKiUh5LCLluKivbgM,https://api.spotify.com/v1/audio-analysis/4yuIcsKiUh5LCLluKivbgM,146520,3
0.538,0.459,9,-8.07,1,0.0301,0.767,2.2e-06,0.15,0.855,103.149,audio_features,31DbaM6D46tpT0szeiLLRk,spotify:track:31DbaM6D46tpT0szeiLLRk,https://api.spotify.com/v1/tracks/31DbaM6D46tpT0szeiLLRk,https://api.spotify.com/v1/audio-analysis/31DbaM6D46tpT0szeiLLRk,134347,4
0.358,0.909,11,-4.923,0,0.111,0.00143,0.0665,0.289,0.43,154.74,audio_features,24s679RUbT4oEznIGBdyCI,spotify:track:24s679RUbT4oEznIGBdyCI,https://api.spotify.com/v1/tracks/24s679RUbT4oEznIGBdyCI,https://api.spotify.com/v1/audio-analysis/24s679RUbT4oEznIGBdyCI,137947,4
0.567,0.791,8,-4.838,1,0.0408,0.000203,0.46,0.0642,0.575,93.003,audio_features,2yGDnbtk7w6vyBwQEUAVu1,spotify:track:2yGDnbtk7w6vyBwQEUAVu1,https://api.spotify.com/v1/tracks/2yGDnbtk7w6vyBwQEUAVu1,https://api.spotify.com/v1/audio-analysis/2yGDnbtk7w6vyBwQEUAVu1,280787,4
0.567,0.791,8,-4.838,1,0.0408,0.000203,0.46,0.0642,0.575,93.003,audio_features,2yGDnbtk7w6vyBwQEUAVu1,spotify:track:2yGDnbtk7w6vyBwQEUAVu1,https://api.spotify.com/v1/tracks/2yGDnbtk7w6vyBwQEUAVu1,https://api.spotify.com/v1/audio-analysis/2yGDnbtk7w6vyBwQEUAVu1,280787,4
0.733,0.659,2,-5.684,0,0.0844,0.143,0.00309,0.0788,0.455,95.011,audio_features,3XUyz3ttsUfHcqLGJV0Xds,spotify:track:3XUyz3ttsUfHcqLGJV0Xds,https://api.spotify.com/v1/tracks/3XUyz3ttsUfHcqLGJV0Xds,https://api.spotify.com/v1/audio-analysis/3XUyz3ttsUfHcqLGJV0Xds,267000,4
0.74,0.677,10,-6.858,0,0.188,0.0491,5.42e-06,0.0732,0.395,95.63,audio_features,1FEVD3JEFqwFTLTpn5Inza,spotify:track:1FEVD3JEFqwFTLTpn5Inza,https://api.spotify.com/v1/tracks/1FEVD3JEFqwFTLTpn5Inza,https://api.spotify.com/v1/audio-analysis/1FEVD3JEFqwFTLTpn5Inza,227613,4
0.216,0.182,0,-15.656,1,0.0412,0.829,0.915,0.0919,0.189,109.942,audio_features,02D1U19c9Ytjv9TFW8lhYl,spotify:track:02D1U19c9Ytjv9TFW8lhYl,https://api.spotify.com/v1/tracks/02D1U19c9Ytjv9TFW8lhYl,https://api.spotify.com/v1/audio-analysis/02D1U19c9Ytjv9TFW8lhYl,394187,4
0.437,0.611,7,-5.728,1,0.0296,0.00669,0.0,0.143,0.256,143.964,audio_features,5gA3MBVPhVRUqdUbZ0LAbZ,spotify:track:5gA3MBVPhVRUqdUbZ0LAbZ,https://api.spotify.com/v1/tracks/5gA3MBVPhVRUqdUbZ0LAbZ,https://api.spotify.com/v1/audio-analysis/5gA3MBVPhVRUqdUbZ0LAbZ,307320,4
0.367,0.913,7,-7.164,1,0.0644,0.0126,0.000158,0.229,0.478,167.18,audio_features,0b4lnFjDakwXzicvpvVkFb,spotify:track:0b4lnFjDakwXzicvpvVkFb,https://api.spotify.com/v1/tracks/0b4lnFjDakwXzicvpvVkFb,https://api.spotify.com/v1/audio-analysis/0b4lnFjDakwXzicvpvVkFb,311562,4
0.551,0.53,8,-9.671,1,0.0442,0.895,0.365,0.545,0.319,84.158,audio_features,1yfLVjHYdg9r8Aq9fA4P5u,spotify:track:1yfLVjHYdg9r8Aq9fA4P5u,https://api.spotify.com/v1/tracks/1yfLVjHYdg9r8Aq9fA4P5u,https://api.spotify.com/v1/audio-analysis/1yfLVjHYdg9r8Aq9fA4P5u,92027,4
0.492,0.669,3,-5.854,1,0.0274,0.0297,4.77e-05,0.117,0.118,100.012,audio_features,6zAJTeFfZyGNYCi9GI0TuH,spotify:track:6zAJTeFfZyGNYCi9GI0TuH,https://api.spotify.com/v1/tracks/6zAJTeFfZyGNYCi9GI0TuH,https://api.spotify.com/v1/audio-analysis/6zAJTeFfZyGNYCi9GI0TuH,285293,4
0.335,0.567,1,-11.015,0,0.0735,0.0311,0.78,0.316,0.645,129.6,audio_features,5PjaShYUWrp2PJzPaTqBQg,spotify:track:5PjaShYUWrp2PJzPaTqBQg,https://api.spotify.com/v1/tracks/5PjaShYUWrp2PJzPaTqBQg,https://api.spotify.com/v1/audio-analysis/5PjaShYUWrp2PJzPaTqBQg,207093,3
0.591,0.186,0,-13.073,1,0.0331,0.295,0.229,0.523,0.624,84.336,audio_features,3IDKJi0pqqb8WoNvyfrDLK,spotify:track:3IDKJi0pqqb8WoNvyfrDLK,https://api.spotify.com/v1/tracks/3IDKJi0pqqb8WoNvyfrDLK,https://api.spotify.com/v1/audio-analysis/3IDKJi0pqqb8WoNvyfrDLK,125211,4
0.699,0.243,7,-17.398,0,0.826,0.792,0.0,0.353,0.568,81.634,audio_features,7j5JaoZdSVXBFQoQAwztp7,spotify:track:7j5JaoZdSVXBFQoQAwztp7,https://api.spotify.com/v1/tracks/7j5JaoZdSVXBFQoQAwztp7,https://api.spotify.com/v1/audio-analysis/7j5JaoZdSVXBFQoQAwztp7,213293,4
0.858,0.64,10,-7.538,0,0.226,0.0211,0.00113,0.17,0.717,99.104,audio_features,2cZJry7N1XbzUYwIPQLYsV,spotify:track:2cZJry7N1XbzUYwIPQLYsV,https://api.spotify.com/v1/tracks/2cZJry7N1XbzUYwIPQLYsV,https://api.spotify.com/v1/audio-analysis/2cZJry7N1XbzUYwIPQLYsV,264640,4
0.644,0.837,6,-3.677,1,0.232,0.102,0.0,0.12,0.824,92.087,audio_features,6nDCq4anjhI77MAG5zan9t,spotify:track:6nDCq4anjhI77MAG5zan9t,https://api.spotify.com/v1/tracks/6nDCq4anjhI77MAG5zan9t,https://api.spotify.com/v1/audio-analysis/6nDCq4anjhI77MAG5zan9t,107562,4
0.364,0.695,7,-8.277,1,0.0303,0.25,0.0022,0.169,0.179,90.709,audio_features,1apAf6yB17vNh4LjtXKAWl,spotify:track:1apAf6yB17vNh4LjtXKAWl,https://api.spotify.com/v1/tracks/1apAf6yB17vNh4LjtXKAWl,https://api.spotify.com/v1/audio-analysis/1apAf6yB17vNh4LjtXKAWl,544453,4
0.778,0.482,9,-8.348,1,0.0738,0.000306,0.844,0.0788,0.702,77.99,audio_features,3HLYjbIQDqbWw6iPpv4wey,spotify:track:3HLYjbIQDqbWw6iPpv4wey,https://api.spotify.com/v1/tracks/3HLYjbIQDqbWw6iPpv4wey,https://api.spotify.com/v1/audio-analysis/3HLYjbIQDqbWw6iPpv4wey,130360,4
0.72,0.845,1,-6.556,0,0.0304,0.5,0.0,0.174,0.851,105.975,audio_features,39JoI9kLBaOiszMbGPUfR6,spotify:track:39JoI9kLBaOiszMbGPUfR6,https://api.spotify.com/v1/tracks/39JoI9kLBaOiszMbGPUfR6,https://api.spotify.com/v1/audio-analysis/39JoI9kLBaOiszMbGPUfR6,219867,4
0.458,0.849,11,-6.267,1,0.051,0.000913,0.000649,0.0756,0.88,128.615,audio_features,2WN5zfs1gI8a2cp8A13EX3,spotify:track:2WN5zfs1gI8a2cp8A13EX3,https://api.spotify.com/v1/tracks/2WN5zfs1gI8a2cp8A13EX3,https://api.spotify.com/v1/audio-analysis/2WN5zfs1gI8a2cp8A13EX3,157387,4
0.457,0.116,10,-19.48,1,0.0605,0.994,3.68e-06,0.118,0.156,94.958,audio_features,3GOsydLa4QhDuxJ7P7Ggwf,spotify:track:3GOsydLa4QhDuxJ7P7Ggwf,https://api.spotify.com/v1/tracks/3GOsydLa4QhDuxJ7P7Ggwf,https://api.spotify.com/v1/audio-analysis/3GOsydLa4QhDuxJ7P7Ggwf,144067,4
0.524,0.531,4,-10.911,1,0.0366,0.576,0.000412,0.0625,0.605,90.098,audio_features,4mwWIFF1aGXx2oLHGRbtPf,spotify:track:4mwWIFF1aGXx2oLHGRbtPf,https://api.spotify.com/v1/tracks/4mwWIFF1aGXx2oLHGRbtPf,https://api.spotify.com/v1/audio-analysis/4mwWIFF1aGXx2oLHGRbtPf,335427,4
0.597,0.439,9,-7.126,1,0.0258,0.0502,0.000129,0.19,0.127,127.89,audio_features,3W93koK957HaoaNHyA3dTm,spotify:track:3W93koK957HaoaNHyA3dTm,https://api.spotify.com/v1/tracks/3W93koK957HaoaNHyA3dTm,https://api.spotify.com/v1/audio-analysis/3W93koK957HaoaNHyA3dTm,321093,3
0.661,0.902,8,-4.159,0,0.0647,0.0629,0.0,0.448,0.658,93.983,audio_features,4X7POBqDt9gt3XBsIrpoUa,spotify:track:4X7POBqDt9gt3XBsIrpoUa,https://api.spotify.com/v1/tracks/4X7POBqDt9gt3XBsIrpoUa,https://api.spotify.com/v1/audio-analysis/4X7POBqDt9gt3XBsIrpoUa,216933,4
0.581,0.546,8,-9.752,1,0.0322,0.119,0.000253,0.117,0.203,123.034,audio_features,2CgNphUVBB3xruIkjRCtyt,spotify:track:2CgNphUVBB3xruIkjRCtyt,https://api.spotify.com/v1/tracks/2CgNphUVBB3xruIkjRCtyt,https://api.spotify.com/v1/audio-analysis/2CgNphUVBB3xruIkjRCtyt,228573,4
0.649,0.438,4,-8.14,0,0.0252,0.877,0.00784,0.0894,0.738,130.99,audio_features,5a4b2IRbCb3fwOeUAISWnt,spotify:track:5a4b2IRbCb3fwOeUAISWnt,https://api.spotify.com/v1/tracks/5a4b2IRbCb3fwOeUAISWnt,https://api.spotify.com/v1/audio-analysis/5a4b2IRbCb3fwOeUAISWnt,151373,4
0.416,0.984,4,-3.308,0,0.168,8.17e-06,0.0133,0.392,0.317,141.954,audio_features,3sa04MWD0FcOorbzuGfaTZ,spotify:track:3sa04MWD0FcOorbzuGfaTZ,https://api.spotify.com/v1/tracks/3sa04MWD0FcOorbzuGfaTZ,https://api.spotify.com/v1/audio-analysis/3sa04MWD0FcOorbzuGfaTZ,352013,4
0.74,0.742,2,-6.097,1,0.408,0.0148,0.0,0.0834,0.845,167.996,audio_features,5patG8HZGgaRFpprq6efGk,spotify:track:5patG8HZGgaRFpprq6efGk,https://api.spotify.com/v1/tracks/5patG8HZGgaRFpprq6efGk,https://api.spotify.com/v1/audio-analysis/5patG8HZGgaRFpprq6efGk,354894,4
0.683,0.839,2,-9.74,0,0.0471,0.00935,0.0,0.326,0.854,130.013,audio_features,72P2OtVOvL4wB4tmE5rydX,spotify:track:72P2OtVOvL4wB4tmE5rydX,https://api.spotify.com/v1/tracks/72P2OtVOvL4wB4tmE5rydX,https://api.spotify.com/v1/audio-analysis/72P2OtVOvL4wB4tmE5rydX,149333,4
0.379,0.643,7,-6.226,0,0.0469,0.808,0.156,0.161,0.882,174.833,audio_features,0F9Ar5jwOlkCjW6qfljvWn,spotify:track:0F9Ar5jwOlkCjW6qfljvWn,https://api.spotify.com/v1/tracks/0F9Ar5jwOlkCjW6qfljvWn,https://api.spotify.com/v1/audio-analysis/0F9Ar5jwOlkCjW6qfljvWn,155453,4
0.281,0.217,0,-12.448,1,0.0373,0.955,0.896,0.129,0.0843,81.86,audio_features,609iqt3EjChJDBGPVDSY2q,spotify:track:609iqt3EjChJDBGPVDSY2q,https://api.spotify.com/v1/tracks/609iqt3EjChJDBGPVDSY2q,https://api.spotify.com/v1/audio-analysis/609iqt3EjChJDBGPVDSY2q,274987,4
0.616,0.837,0,-7.849,1,0.0464,0.0308,0.0,0.281,0.934,152.151,audio_features,5wMRc0NR4LFgZvQmMO5flm,spotify:track:5wMRc0NR4LFgZvQmMO5flm,https://api.spotify.com/v1/tracks/5wMRc0NR4LFgZvQmMO5flm,https://api.spotify.com/v1/audio-analysis/5wMRc0NR4LFgZvQmMO5flm,168640,4
0.709,0.284,11,-15.65,0,0.122,0.439,0.0133,0.105,0.719,94.494,audio_features,19kjdOtZQMaspzwj64Llaa,spotify:track:19kjdOtZQMaspzwj64Llaa,https://api.spotify.com/v1/tracks/19kjdOtZQMaspzwj64Llaa,https://api.spotify.com/v1/audio-analysis/19kjdOtZQMaspzwj64Llaa,164827,4
0.238,0.855,2,-6.513,1,0.11,0.00264,0.88,0.11,0.0765,127.34,audio_features,5rQNbL0suySPwfvLmqyLMK,spotify:track:5rQNbL0suySPwfvLmqyLMK,https://api.spotify.com/v1/tracks/5rQNbL0suySPwfvLmqyLMK,https://api.spotify.com/v1/audio-analysis/5rQNbL0suySPwfvLmqyLMK,608747,4
0.517,0.401,5,-9.382,1,0.0308,0.608,0.0,0.69,0.608,117.918,audio_features,3fX1QmTw2tGdi9aATL3tzl,spotify:track:3fX1QmTw2tGdi9aATL3tzl,https://api.spotify.com/v1/tracks/3fX1QmTw2tGdi9aATL3tzl,https://api.spotify.com/v1/audio-analysis/3fX1QmTw2tGdi9aATL3tzl,235040,4
0.603,0.571,7,-9.604,1,0.0287,0.707,0.000239,0.102,0.806,109.452,audio_features,5TKNsBVnFIh7QpMmOXNCIr,spotify:track:5TKNsBVnFIh7QpMmOXNCIr,https://api.spotify.com/v1/tracks/5TKNsBVnFIh7QpMmOXNCIr,https://api.spotify.com/v1/audio-analysis/5TKNsBVnFIh7QpMmOXNCIr,119667,4
0.661,0.395,0,-8.569,1,0.0285,0.34,0.0,0.308,0.378,120.012,audio_features,20Zun53qcb6odTf4VrTP6e,spotify:track:20Zun53qcb6odTf4VrTP6e,https://api.spotify.com/v1/tracks/20Zun53qcb6odTf4VrTP6e,https://api.spotify.com/v1/audio-analysis/20Zun53qcb6odTf4VrTP6e,152834,4
0.63,0.561,0,-7.226,1,0.0338,0.909,0.0,0.32,0.598,130.061,audio_features,7w3fgmmYWLPI8url0fVztV,spotify:track:7w3fgmmYWLPI8url0fVztV,https://api.spotify.com/v1/tracks/7w3fgmmYWLPI8url0fVztV,https://api.spotify.com/v1/audio-analysis/7w3fgmmYWLPI8url0fVztV,182893,4
0.392,0.171,0,-11.581,1,0.0291,0.87,0.824,0.0971,0.207,95.568,audio_features,6NM2J6ZP7nVRNZbC59BUFb,spotify:track:6NM2J6ZP7nVRNZbC59BUFb,https://api.spotify.com/v1/tracks/6NM2J6ZP7nVRNZbC59BUFb,https://api.spotify.com/v1/audio-analysis/6NM2J6ZP7nVRNZbC59BUFb,318284,4
0.229,0.19,2,-19.575,1,0.0317,0.665,0.000641,0.679,0.671,99.494,audio_features,3Y4igJXBeTRZXMKw17mzBu,spotify:track:3Y4igJXBeTRZXMKw17mzBu,https://api.spotify.com/v1/tracks/3Y4igJXBeTRZXMKw17mzBu,https://api.spotify.com/v1/audio-analysis/3Y4igJXBeTRZXMKw17mzBu,64293,1
0.477,0.81,0,-10.023,1,0.0411,0.00602,0.309,0.125,0.0681,158.982,audio_features,41cqFvJ9jsxrWMRTHY0Li4,spotify:track:41cqFvJ9jsxrWMRTHY0Li4,https://api.spotify.com/v1/tracks/41cqFvJ9jsxrWMRTHY0Li4,https://api.spotify.com/v1/audio-analysis/41cqFvJ9jsxrWMRTHY0Li4,218500,4
0.775,0.571,2,-7.735,0,0.0368,0.45,0.00298,0.0537,0.899,129.402,audio_features,3k5bUzwfsIepP3QOeWt9Oh,spotify:track:3k5bUzwfsIepP3QOeWt9Oh,https://api.spotify.com/v1/tracks/3k5bUzwfsIepP3QOeWt9Oh,https://api.spotify.com/v1/audio-analysis/3k5bUzwfsIepP3QOeWt9Oh,350627,4
0.606,0.541,4,-5.969,1,0.0273,0.291,0.936,0.109,0.41,129.934,audio_features,0aYVYzQwOAZpbit81KpeWC,spotify:track:0aYVYzQwOAZpbit81KpeWC,https://api.spotify.com/v1/tracks/0aYVYzQwOAZpbit81KpeWC,https://api.spotify.com/v1/audio-analysis/0aYVYzQwOAZpbit81KpeWC,257093,4
0.653,0.459,7,-10.709,1,0.0298,0.69,0.956,0.113,0.241,130.023,audio_features,0Zx0hbTpKHJuTOJdNAeW46,spotify:track:0Zx0hbTpKHJuTOJdNAeW46,https://api.spotify.com/v1/tracks/0Zx0hbTpKHJuTOJdNAeW46,https://api.spotify.com/v1/audio-analysis/0Zx0hbTpKHJuTOJdNAeW46,225067,4
0.199,0.108,7,-14.717,1,0.0441,0.991,0.00584,0.118,0.073,172.411,audio_features,6MNetdGCpQGPRLNVfNPJWJ,spotify:track:6MNetdGCpQGPRLNVfNPJWJ,https://api.spotify.com/v1/tracks/6MNetdGCpQGPRLNVfNPJWJ,https://api.spotify.com/v1/audio-analysis/6MNetdGCpQGPRLNVfNPJWJ,198987,4
0.444,0.853,11,-7.655,0,0.454,0.162,0.0,0.337,0.507,143.964,audio_features,2w3EADRyOqqLnKNpm56sGR,spotify:track:2w3EADRyOqqLnKNpm56sGR,https://api.spotify.com/v1/tracks/2w3EADRyOqqLnKNpm56sGR,https://api.spotify.com/v1/audio-analysis/2w3EADRyOqqLnKNpm56sGR,325973,4
0.763,0.666,8,-5.979,1,0.21,0.407,0.0,0.0598,0.843,98.022,audio_features,0suHXGpOots4RRN4YR7Z14,spotify:track:0suHXGpOots4RRN4YR7Z14,https://api.spotify.com/v1/tracks/0suHXGpOots4RRN4YR7Z14,https://api.spotify.com/v1/audio-analysis/0suHXGpOots4RRN4YR7Z14,213160,4
0.759,0.731,10,-9.914,0,0.0617,0.0623,0.71,0.0267,0.789,93.96,audio_features,4DYXZSukAAeFpnAFKS6K6d,spotify:track:4DYXZSukAAeFpnAFKS6K6d,https://api.spotify.com/v1/tracks/4DYXZSukAAeFpnAFKS6K6d,https://api.spotify.com/v1/audio-analysis/4DYXZSukAAeFpnAFKS6K6d,249520,4
0.539,0.904,0,-9.6,1,0.073,0.684,0.834,0.888,0.823,151.643,audio_features,6WYURnC7VzYnDkRbKea1Wc,spotify:track:6WYURnC7VzYnDkRbKea1Wc,https://api.spotify.com/v1/tracks/6WYURnC7VzYnDkRbKea1Wc,https://api.spotify.com/v1/audio-analysis/6WYURnC7VzYnDkRbKea1Wc,235463,4
0.608,0.634,5,-10.903,0,0.326,0.835,3.02e-06,0.387,0.716,156.641,audio_features,1AHqmaQSYj05K1BsI3oxDL,spotify:track:1AHqmaQSYj05K1BsI3oxDL,https://api.spotify.com/v1/tracks/1AHqmaQSYj05K1BsI3oxDL,https://api.spotify.com/v1/audio-analysis/1AHqmaQSYj05K1BsI3oxDL,209307,4
0.539,0.313,0,-18.632,1,0.0488,0.619,5.19e-05,0.0885,0.655,113.382,audio_features,0syGvHKlEBXQjtgPnHGU8x,spotify:track:0syGvHKlEBXQjtgPnHGU8x,https://api.spotify.com/v1/tracks/0syGvHKlEBXQjtgPnHGU8x,https://api.spotify.com/v1/audio-analysis/0syGvHKlEBXQjtgPnHGU8x,121107,4
0.694,0.205,9,-20.951,1,0.947,0.666,0.0,0.655,0.749,96.706,audio_features,3ZoJFvEK085mccxIqMC79E,spotify:track:3ZoJFvEK085mccxIqMC79E,https://api.spotify.com/v1/tracks/3ZoJFvEK085mccxIqMC79E,https://api.spotify.com/v1/audio-analysis/3ZoJFvEK085mccxIqMC79E,129867,3
0.821,0.948,1,-6.7,1,0.0384,0.107,0.874,0.61,0.607,126.003,audio_features,1nn2pR26WrmfIvDGvxYb0S,spotify:track:1nn2pR26WrmfIvDGvxYb0S,https://api.spotify.com/v1/tracks/1nn2pR26WrmfIvDGvxYb0S,https://api.spotify.com/v1/audio-analysis/1nn2pR26WrmfIvDGvxYb0S,501080,4
0.661,0.256,1,-12.358,0,0.0307,0.791,0.00281,0.108,0.379,79.998,audio_features,15tQ27wsUHcrSJ6RofG0zp,spotify:track:15tQ27wsUHcrSJ6RofG0zp,https://api.spotify.com/v1/tracks/15tQ27wsUHcrSJ6RofG0zp,https://api.spotify.com/v1/audio-analysis/15tQ27wsUHcrSJ6RofG0zp,173560,4
0.637,0.673,7,-11.585,1,0.0369,0.532,0.539,0.693,0.552,108.824,audio_features,05c7sMuXVGYzrj4vR35Fqz,spotify:track:05c7sMuXVGYzrj4vR35Fqz,https://api.spotify.com/v1/tracks/05c7sMuXVGYzrj4vR35Fqz,https://api.spotify.com/v1/audio-analysis/05c7sMuXVGYzrj4vR35Fqz,199213,4
0.573,0.344,4,-12.952,0,0.0511,0.843,9.03e-06,0.157,0.936,142.394,audio_features,53YF0AvBq4ebN4qJJ1xGFp,spotify:track:53YF0AvBq4ebN4qJJ1xGFp,https://api.spotify.com/v1/tracks/53YF0AvBq4ebN4qJJ1xGFp,https://api.spotify.com/v1/audio-analysis/53YF0AvBq4ebN4qJJ1xGFp,141507,1
0.725,0.688,1,-7.944,1,0.0298,0.585,0.0,0.196,0.64,100.046,audio_features,4ThjevxQ1eI6tuH8HUBvCw,spotify:track:4ThjevxQ1eI6tuH8HUBvCw,https://api.spotify.com/v1/tracks/4ThjevxQ1eI6tuH8HUBvCw,https://api.spotify.com/v1/audio-analysis/4ThjevxQ1eI6tuH8HUBvCw,182267,4
0.344,0.418,4,-13.52,0,0.03,0.18,0.813,0.0771,0.251,172.501,audio_features,1WQGfFQJM40mS8uVUPdG6T,spotify:track:1WQGfFQJM40mS8uVUPdG6T,https://api.spotify.com/v1/tracks/1WQGfFQJM40mS8uVUPdG6T,https://api.spotify.com/v1/audio-analysis/1WQGfFQJM40mS8uVUPdG6T,144600,4
0.844,0.698,8,-5.165,1,0.0558,0.0435,0.0,0.296,0.905,141.395,audio_features,4LUVzuVmFhFfrsTK89shy0,spotify:track:4LUVzuVmFhFfrsTK89shy0,https://api.spotify.com/v1/tracks/4LUVzuVmFhFfrsTK89shy0,https://api.spotify.com/v1/audio-analysis/4LUVzuVmFhFfrsTK89shy0,102707,3
0.535,0.94,2,-7.023,1,0.0798,0.63,4.74e-05,0.405,0.768,124.433,audio_features,2Sb4Iivp4mxKrEyhyNnqZJ,spotify:track:2Sb4Iivp4mxKrEyhyNnqZJ,https://api.spotify.com/v1/tracks/2Sb4Iivp4mxKrEyhyNnqZJ,https://api.spotify.com/v1/audio-analysis/2Sb4Iivp4mxKrEyhyNnqZJ,139093,4
0.79,0.753,6,-6.06,1,0.245,0.0127,0.0,0.067,0.665,92.514,audio_features,4nZAnZLLJM63L7ngNqbGtT,spotify:track:4nZAnZLLJM63L7ngNqbGtT,https://api.spotify.com/v1/tracks/4nZAnZLLJM63L7ngNqbGtT,https://api.spotify.com/v1/audio-analysis/4nZAnZLLJM63L7ngNqbGtT,130693,4
0.89,0.78,10,-3.868,0,0.301,0.0181,0.0,0.117,0.819,104.001,audio_features,41VSf81LyFy9xeVSgjk8tD,spotify:track:41VSf81LyFy9xeVSgjk8tD,https://api.spotify.com/v1/tracks/41VSf81LyFy9xeVSgjk8tD,https://api.spotify.com/v1/audio-analysis/41VSf81LyFy9xeVSgjk8tD,188373,4
0.656,0.665,0,-6.905,1,0.0278,0.122,3.63e-05,0.113,0.68,97.913,audio_features,18gOncB2HPEcZh0kVv6yEW,spotify:track:18gOncB2HPEcZh0kVv6yEW,https://api.spotify.com/v1/tracks/18gOncB2HPEcZh0kVv6yEW,https://api.spotify.com/v1/audio-analysis/18gOncB2HPEcZh0kVv6yEW,231373,4
0.515,0.153,9,-10.276,1,0.0463,0.974,2.23e-05,0.11,0.217,142.134,audio_features,10JQ1Wl8RWQlyKzIrclJ2z,spotify:track:10JQ1Wl8RWQlyKzIrclJ2z,https://api.spotify.com/v1/tracks/10JQ1Wl8RWQlyKzIrclJ2z,https://api.spotify.com/v1/audio-analysis/10JQ1Wl8RWQlyKzIrclJ2z,259853,4
0.543,0.742,8,-7.457,0,0.0396,0.0959,0.0724,0.216,0.0724,119.934,audio_features,4U6nBFlreiD4vYVhGO8vf6,spotify:track:4U6nBFlreiD4vYVhGO8vf6,https://api.spotify.com/v1/tracks/4U6nBFlreiD4vYVhGO8vf6,https://api.spotify.com/v1/audio-analysis/4U6nBFlreiD4vYVhGO8vf6,281227,4
0.528,0.273,1,-8.392,1,0.114,0.373,0.0,0.0428,0.339,175.396,audio_features,0lZAh2R7Q1FuUQyO7KYNXm,spotify:track:0lZAh2R7Q1FuUQyO7KYNXm,https://api.spotify.com/v1/tracks/0lZAh2R7Q1FuUQyO7KYNXm,https://api.spotify.com/v1/audio-analysis/0lZAh2R7Q1FuUQyO7KYNXm,198267,3
0.726,0.469,0,-9.167,0,0.0332,0.22,0.0,0.127,0.378,96.992,audio_features,7lnmu2zuQJw2VK7ukTKNuQ,spotify:track:7lnmu2zuQJw2VK7ukTKNuQ,https://api.spotify.com/v1/tracks/7lnmu2zuQJw2VK7ukTKNuQ,https://api.spotify.com/v1/audio-analysis/7lnmu2zuQJw2VK7ukTKNuQ,231933,4
0.856,0.246,7,-16.211,1,0.0562,0.969,0.0101,0.336,0.933,105.123,audio_features,2VooNFRp2SeLU2pepLaGmv,spotify:track:2VooNFRp2SeLU2pepLaGmv,https://api.spotify.com/v1/tracks/2VooNFRp2SeLU2pepLaGmv,https://api.spotify.com/v1/audio-analysis/2VooNFRp2SeLU2pepLaGmv,152027,4
0.516,0.582,0,-9.263,1,0.0364,0.488,0.000627,0.0847,0.613,179.744,audio_features,02ygXm7oduvyLITzgNpW3M,spotify:track:02ygXm7oduvyLITzgNpW3M,https://api.spotify.com/v1/tracks/02ygXm7oduvyLITzgNpW3M,https://api.spotify.com/v1/audio-analysis/02ygXm7oduvyLITzgNpW3M,247747,4
0.552,0.343,11,-7.049,1,0.0322,0.678,0.0,0.0822,0.39,125.54,audio_features,1i7WmxH8DxDQAivevTNAn9,spotify:track:1i7WmxH8DxDQAivevTNAn9,https://api.spotify.com/v1/tracks/1i7WmxH8DxDQAivevTNAn9,https://api.spotify.com/v1/audio-analysis/1i7WmxH8DxDQAivevTNAn9,218973,4
0.593,0.606,10,-5.871,1,0.0245,0.813,5.71e-06,0.2,0.634,95.254,audio_features,0b7XMnRQW1uokw92v0fqDe,spotify:track:0b7XMnRQW1uokw92v0fqDe,https://api.spotify.com/v1/tracks/0b7XMnRQW1uokw92v0fqDe,https://api.spotify.com/v1/audio-analysis/0b7XMnRQW1uokw92v0fqDe,238015,4
0.303,0.316,0,-8.596,1,0.0286,0.414,5.87e-06,0.162,0.0662,67.718,audio_features,0nrulNpiXCeOsf4QXyhPOo,spotify:track:0nrulNpiXCeOsf4QXyhPOo,https://api.spotify.com/v1/tracks/0nrulNpiXCeOsf4QXyhPOo,https://api.spotify.com/v1/audio-analysis/0nrulNpiXCeOsf4QXyhPOo,157547,4
