acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,arstist_id,artist_name,genre,name
0.785,0.533,412613.0,0.429,5CcAkJMkqpx7vwyYq1CQQd,0.799,5.0,0.0982,-10.413,0.0,0.0323,91.473,4.0,0.543,3uaHfXYx9Fh4HjqMbrWn5S,Joshua Redman,Jazz,As This Moment Slips Away
0.252,0.642,149032.0,0.869,2Q8fFORnsDE6I3RNvSLXSf,0.0288,6.0,0.0708,-5.271,0.0,0.0452,123.91,4.0,0.376,4j5KBTO4tk7up54ZirNGvK,NERVO,EDM,Gotta Be You
0.0561,0.587,220141.0,0.648,4ZTTUAjJCd4NMZmIU7RB4c,0.0,11.0,0.115,-6.927,0.0,0.0439,144.028,4.0,0.281,4AVFqumd2ogHFlRbKIjp1t,Alesso,EDM,Midnight (feat. Liam Payne)
0.383,0.58,149200.0,0.745,1Gx6oQEiS4h5e7ltUDN1jc,0.0,8.0,0.25,-4.915,0.0,0.048,150.103,4.0,0.612,5ChF3i92IPZHduM7jN3dpg,Nicky Romero,EDM,Nights With You
0.00598,0.743,175082.0,0.801,68UW3plyDDNg1dkNIZRezJ,2.46e-05,5.0,0.178,-4.097,0.0,0.0343,121.965,4.0,0.381,5X4LWwbUFNzPkEas04uU82,DVBBS,EDM,Tinted Eyes (feat. blackbear & 24kGoldn)
0.0336,0.523,229149.0,0.861,2ldAdghnrO34HPcZ0IWfTu,0.0,0.0,0.144,-3.447,1.0,0.0644,127.049,4.0,0.346,4D75GcNG95ebPtNvoNVXhz,Afrojack,EDM,Ten Feet Tall
0.406,0.791,169911.0,0.738,1T4U8Q2DRfs6OUg8DEsRZf,0.00826,0.0,0.159,-5.197,1.0,0.0732,123.927,4.0,0.666,1l2ekx5skC4gJH8djERwh1,Don Diablo,EDM,Bad
0.0282,0.674,212773.0,0.932,3oZoXyU0SkDldgS7AcN4y4,0.71,11.0,0.684,-4.424,0.0,0.0859,101.033,4.0,0.728,5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,EDM,Get Low
0.00893,0.574,199000.0,0.955,2cGnOx17iac6m7R5YDUZac,0.016,10.0,0.23,-4.929,0.0,0.0385,120.037,4.0,0.148,4YLQaW1UU3mrVetC8gNkg5,3LAU,EDM,Everything
0.074,0.552,193918.0,0.74,6Q0cy1jCa8EpvT6hd9rrs9,0.0,2.0,0.113,-2.335,1.0,0.124,97.049,4.0,0.601,1LOB7jTeEV14pHai6EXSzF,Cash Cash,EDM,Too Late (feat. Wiz Khalifa & Lukas Graham)
0.0546,0.753,175082.0,0.749,7pDdE5FLqcNCvjxzRzm80r,4.39e-06,6.0,0.166,-5.214,1.0,0.0314,121.988,4.0,0.589,6i1GVNJCyyssRwXmnaeEFH,Syn Cole,EDM,Breathe (feat. kaspara)
0.169,0.762,193640.0,0.665,5Qnk8vP5g9l5SDQKU3qyYQ,0.0,11.0,0.103,-6.92,0.0,0.0471,115.946,4.0,0.961,4uiMn2g0pgTrhN096QJhbp,Borgeous,EDM,Leave
0.00166,0.554,201260.0,0.864,3rnBqIIoxOpQ0p9BeW3NT4,0.0,2.0,0.119,-4.403,1.0,0.0889,126.975,4.0,0.305,3XINWZaloea97SIRiyTJxX,DubVision,EDM,Back To Life
0.0454,0.627,166774.0,0.871,4NfNmtFPQwR7IYoKeBErOp,0.00501,7.0,0.462,-6.307,0.0,0.0618,128.05,4.0,0.222,00sAT5YX8W3xNd1EuqyHw9,Dada Life,EDM,This Time (Never Be Alone Again)
0.00127,0.78,187662.0,0.916,2mUnxSunvs3Clvtpq3FtGo,0.193,1.0,0.0611,-4.773,1.0,0.0699,126.006,4.0,0.426,6TQj5BFPooTa08A7pk8AQ1,Kaskade,EDM,Flip Reset
0.0186,0.703,203510.0,0.837,5fbSIKNisMBlP1tXxjziJb,0.000161,9.0,0.0576,-4.933,0.0,0.234,106.051,4.0,0.68,1IELhvOMg5VQlU7syRm6CS,CAZZETTE,EDM,She Wants Me Dead
0.00415,0.488,203721.0,0.914,10EpXLXKHmNSVKvX7A5hg8,0.0,6.0,0.158,-2.875,0.0,0.223,172.187,4.0,0.222,521qvhdobR0GzhvU6TFw76,Tritonal,EDM,Getaway - Koven Remix
0.0915,0.53,172520.0,0.765,3G5uRLGcytBVNMtUSSKFyO,0.00108,1.0,0.225,-3.151,1.0,0.0357,127.987,4.0,0.113,4xnMDfgEmXZEEDdITKcGuE,Audien,EDM,Never Letting Go - Edit
0.000435,0.639,165000.0,0.925,1M0hRg4ccFGMqi00ITrxNv,0.942,6.0,0.341,-5.408,0.0,0.036,128.003,4.0,0.183,1V3VTM7VspiQjcmRhC010n,Quintino,EDM,Switch Back
0.129,0.702,185714.0,0.844,73AA7MGpI602u0T9SyL6uu,4.31e-05,6.0,0.139,-4.739,1.0,0.0508,126.036,4.0,0.788,53cQZtWDwDJwVCNZlfJ6Qk,Laidback Luke,EDM,Rolling Stone
0.0736,0.485,221273.0,0.724,5jyUBKpmaH670zrXrE0wmO,0.0,9.0,0.0631,-4.633,0.0,0.0521,128.045,4.0,0.433,6hyMWrxGBsOx6sWcVj1DqP,Sebastian Ingrosso,EDM,Reload - Radio Edit
0.0374,0.612,202148.0,0.888,1iaLcGW8ffLMPFSLSGn0Zs,6.95e-05,3.0,0.123,-3.796,1.0,0.0603,127.92,4.0,0.189,0XqFDQJjqW5PfhfBCb53LR,Sick Individuals,EDM,Symphony
0.16,0.699,191500.0,0.933,3TjE3A8tLih7KBwKJ03Htl,5.62e-06,10.0,0.196,-3.504,0.0,0.175,123.91,4.0,0.646,4gJCFxvqKc43Ifk0UIBB42,Madison Mars,EDM,New Vibe Who Dis (feat. Little League)
0.0288,0.699,211975.0,0.883,3MOECVkNshqHYTPt5DZcdN,0.0,5.0,0.817,-3.226,0.0,0.219,127.961,4.0,0.499,6VD4UEUPvtsemqD3mmTqCR,Deorro,EDM,Five More Hours - Deorro x Chris Brown
0.0107,0.744,184687.0,0.866,3rgTS3933lMWoPiN6CW4qY,0.0537,9.0,0.528,-4.834,1.0,0.106,128.027,4.0,0.302,2wX6xSig4Rig5kZU6ePlWe,KSHMR,EDM,Kids (feat. MKLA)
0.00216,0.614,200308.0,0.9,5nL37VWupPA5kKngjR4FFa,0.000556,4.0,0.376,-4.682,0.0,0.0492,129.956,4.0,0.201,6BrvowZBreEkXzJQMpL174,Hardwell,EDM,Bella Ciao - Mix Cut
0.0113,0.55,170079.0,0.899,57e4WsTr1CQjKqMkeuAaHS,9.65e-05,5.0,0.137,-3.284,0.0,0.0458,125.85,4.0,0.408,1rSGNXhhYuWoq9BEz5DZGO,ARTY,EDM,Save Me Tonight
0.00452,0.678,156000.0,0.908,512MWs3jFUvUTdj2X4eM07,0.0152,8.0,0.107,-5.07,0.0,0.0606,129.971,4.0,0.32,6xQvQwZQQuq9R3TdPNbcR8,Bassjackers,EDM,Run Away
0.0205,0.801,166933.0,0.985,3wLPRjw2XQpmowqXUXb3UF,6.86e-06,7.0,0.297,-2.69,1.0,0.0647,127.99,4.0,0.72,1pbHrVayIcVpHI9z97u4bK,Bingo Players,EDM,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit
0.00561,0.653,198095.0,0.945,665AK0ovB11McZRwfa852G,0.915,5.0,0.439,-2.634,1.0,0.096,126.093,4.0,0.325,0daugAjUgbJSqdlyYNwIbT,Vicetone,EDM,Astronomia
0.484,0.635,187640.0,0.882,55eFVWZ4lLq8kbJ0VwSfA4,1.11e-05,5.0,0.107,-4.654,1.0,0.0605,129.951,4.0,0.549,4FqPRilb0Ja0TKG3RS3y4s,Steve Angello,EDM,Show Me Love (feat. Robin S.)
0.0412,0.595,163861.0,0.934,65wbyeJhi63hHlm1r3ZTY5,0.000368,10.0,0.147,-5.479,0.0,0.0641,101.223,1.0,0.272,22bukBZvUppuwQwmDz75Gz,Sander van Doorn,EDM,Spotlight
0.00903,0.74,153697.0,0.674,1XFHbzTikXks9CsMq4v8Q3,0.238,11.0,0.154,-4.374,1.0,0.0476,126.017,4.0,0.231,47BEc2RoW53owMyxacXWdV,Yves V,EDM,Not So Bad (feat. Emie)
0.00156,0.581,186240.0,0.888,18kYsXi1YDzYfbDhUCLGJ3,0.000112,2.0,0.0988,-6.369,0.0,0.0382,124.96,4.0,0.291,53YSn9tHwGJ6bq5P0gGoYo,Firebeatz,EDM,Bad Habit
0.00383,0.647,198774.0,0.932,27zK2lkAiqFw7y113I94H5,1.5e-06,11.0,0.0574,-3.515,1.0,0.0824,114.991,4.0,0.374,77AiFEVeAVj2ORpC85QVJs,Steve Aoki,EDM,Just Hold On
0.0357,0.668,192197.0,0.726,7aAWrDRy3T52A95bDNfdlO,1.55e-06,9.0,0.232,-4.922,0.0,0.0537,127.97,4.0,0.684,4mHAu7NX2UNsnGXjviBD9e,Brooks,EDM,Voices (feat. TZAR)
0.00304,0.671,288880.0,0.827,7bJUkF96TYazaRp8ZH3Ars,0.00285,9.0,0.35,-2.907,1.0,0.0531,127.98,4.0,0.564,0Cd6nHYwecCNM1sVEXKlYr,Krewella,EDM,Alive
0.0275,0.646,203000.0,0.741,6h5PAsRni4IRlxWr6uDPTP,0.0,5.0,0.312,-4.973,0.0,0.034,123.077,4.0,0.571,2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,EDM,More Than You Know
0.0948,0.7,180000.0,0.776,3ZGNMXx9DZaAxlMA0Gmj9D,3.4e-06,1.0,0.277,-4.706,0.0,0.0279,124.057,4.0,0.466,12SPNXi0aDpFt0rMVbmLrr,Jay Hardway,EDM,Running To You
0.0798,0.473,192726.0,0.862,3Ukb1tpAsQOdUSVKAW94Cj,3.87e-06,8.0,0.111,-4.156,1.0,0.0803,150.031,4.0,0.233,5CdJjUi9f0cVgo9nFuJrFa,Adventure Club,EDM,High Like This
0.0205,0.822,158735.0,0.916,4Ik06IuDcAgXZ0xbydo9I8,0.0112,1.0,0.0746,-4.692,1.0,0.0558,124.03,4.0,0.894,7GMot9WvBYqhhJz92vhBp6,EDX,EDM,I Found You (Neptune)
0.0022,0.582,192867.0,0.894,0MOiv7WTXCqvm89lVCf9C8,0.0223,8.0,0.0664,-6.298,1.0,0.041,125.946,4.0,0.0694,5fahUm8t5c0GIdeTq0ZaG8,Otto Knows,EDM,Million Voices - Radio Edit
0.0223,0.545,187511.0,0.839,3SWT9eHwRgEnVTzqE6yDiA,0.0,1.0,0.0714,-4.24,1.0,0.0468,127.987,4.0,0.276,1XLjkBxFokuDTlHt0mQkRe,Thomas Gold,EDM,Wildest Dream
0.00385,0.699,239213.0,0.737,77w8cBOdasP7aNcPD9Dec8,0.000471,1.0,0.0392,-6.724,1.0,0.0368,124.981,4.0,0.543,1N9n8MSxrr4Emhb566493b,Morgan Page,EDM,The Longest Road - deadmau5 Remix Edit
0.00943,0.638,165958.0,0.834,4M61DpNzoLws32l7tvAbYL,0.0204,7.0,0.323,-5.284,0.0,0.0363,124.978,4.0,0.438,1vo8zHmO1KzkuU9Xxh6J7W,MOTi,EDM,Push It Right
0.0272,0.727,179217.0,0.912,7qZOnik9K8Mv987ccBjwwj,0.000443,8.0,0.118,-3.594,0.0,0.0377,126.023,4.0,0.671,3IpvVrP3VLhruTmnququq7,Mike Williams,EDM,Wait Another Day
0.11,0.614,213169.0,0.832,1MlAkYV0nbRKWhhfvTt3zc,0.0,11.0,0.185,-3.419,0.0,0.0522,129.038,4.0,0.429,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,EDM,Don't You Worry Child - Radio Edit
0.0662,0.719,166992.0,0.701,0xsZyK1iL6WO8WEzVdjySp,0.121,1.0,0.0978,-9.846,0.0,0.0414,122.034,4.0,0.136,4CuipEvwcoQggmCV8jpKF9,Michael Calfan,EDM,No Lie
0.00521,0.609,165441.0,0.885,4yRS1DM5gRtXCd6HThwqDK,1.15e-05,0.0,0.336,-5.469,1.0,0.0642,124.959,4.0,0.76,5nki7yRhxgM509M5ADlN1p,Oliver Heldens,EDM,Gecko (Overdrive) - Radio Edit
0.479,0.733,147840.0,0.859,02itaCXOdC54J0ISjqqFAp,0.0645,9.0,0.105,-5.03,0.0,0.033,124.948,4.0,0.52,6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,EDM,All Around The World (La La La)
0.00129,0.741,152581.0,0.914,32WWrdQZInfRE7XcmnuIC4,0.00174,5.0,0.166,-2.622,1.0,0.0391,128.948,4.0,0.712,7dc6hUwyuIhrZdh80eaCEE,Fedde Le Grand,EDM,Let Me Think About It (Celebration Mix) - Radio Edit
0.0343,0.61,164776.0,0.756,7v0YOHYFHd6oUSvXsEtzTH,1.71e-05,7.0,0.263,-8.808,0.0,0.0742,134.034,4.0,0.223,37awA8DFCAnCCL7aqYbDnD,Blasterjaxx,EDM,Symphony
0.0026,0.395,189000.0,0.895,7KhERRrfuXupx4E88SFXRr,0.000343,6.0,0.15,-4.933,0.0,0.0493,160.07,4.0,0.185,2rTo8KIkBTFjQS7VvaKYQ4,W&W,EDM,Rave Love
0.00108,0.524,305786.0,0.601,5WSL7UTa38jMWoBzObD4BD,0.601,0.0,0.398,-13.399,0.0,0.0335,139.972,4.0,0.314,7muzHifhMdnfN1xncRLOqk,Flux Pavilion,EDM,I Can't Stop
0.0129,0.567,192838.0,0.738,6KddlPfPQ0L8MyffEpo63p,7.27e-05,0.0,0.207,-6.03,0.0,0.154,121.936,4.0,0.432,0DdDnziut7wOo6cAYWVZC5,KREAM,EDM,Water (feat. ZOHARA)
0.000316,0.872,190000.0,0.687,3kPehpAFW5keiaMoEWWKA2,0.0133,1.0,0.166,-5.689,1.0,0.0813,123.019,4.0,0.767,1xNmvlEiICkRlRGqlNFZ43,Axwell,EDM,Nobody Else - A-Trak Remix
0.0205,0.614,207999.0,0.921,09sKH3nKtVZ6ovDReYRAu0,9.67e-06,2.0,0.119,-4.199,1.0,0.0625,127.964,4.0,0.427,10hGPIDZi33LRaYRIq3Bh4,Dimitri Vangelis & Wyman,EDM,Coming Home
0.00292,0.478,226867.0,0.818,54ZPmGE1uOG9IYoUBSRSp7,0.00789,4.0,0.438,-5.076,1.0,0.0377,127.953,4.0,0.163,1bpzpALZwOoKXzwMg2i8WB,Dirty South,EDM,City Of Dreams - Radio Edit
0.108,0.852,177923.0,0.791,3TyQxCzbQeYWNCW4UrIE0j,0.000342,10.0,0.132,-4.413,0.0,0.0864,130.001,4.0,0.469,3gk0OYeLFWYupGFRHqLSR7,Showtek,EDM,Pum Pum
0.0575,0.741,223504.0,0.667,1louJpMmzEicAn7lzDalPW,0.0,10.0,0.106,-5.445,1.0,0.134,112.956,4.0,0.595,7DMveApC7UnC2NPfPvlHSU,Cheat Codes,EDM,No Promises (feat. Demi Lovato)
0.011,0.648,182000.0,0.927,46lyJh9GYmWsHez3EsvmAx,0.0,1.0,0.162,-3.633,1.0,0.049,126.037,4.0,0.361,4mrBetqy378Jf1y6NLszlx,VINAI,EDM,Rise Up (feat. Vamero)
0.00478,0.589,159677.0,0.876,5ijDq4SioO6LGGeAIZu6W9,0.0,0.0,0.301,-4.584,0.0,0.0533,123.95,4.0,0.254,2vUCVkeZjzDcaoX4gagHdV,Julian Jordan,EDM,Let Me Be The One
0.158,0.8,140012.0,0.66,4NexTaCZZ7Ehnf03A6SVjt,0.02,0.0,0.14,-4.903,1.0,0.158,117.923,4.0,0.634,4sTQVOfp9vEMCemLw50sbu,Galantis,EDM,Dandelion
0.00354,0.924,155000.0,0.69,7tqS7Ywfkz6zVy3aWzip0W,0.00435,11.0,0.329,-5.499,0.0,0.0662,125.959,4.0,0.592,4FCzCS0KEgb0rgySWINItO,CID,EDM,Jumpin'
0.00539,0.341,167000.0,0.824,6djDjm3FGt1G3NUTfbrhu6,0.548,10.0,0.0847,-6.278,1.0,0.0365,106.534,4.0,0.175,7e1BNCygl2Gf7CX8LrByPv,Ummet Ozcan,EDM,Wonderful Days
0.171,0.753,184732.0,0.657,09IStsImFySgyp0pIQdqAc,0.0,7.0,0.112,-3.061,1.0,0.0449,107.01,4.0,0.437,2qxJFvFYMEDqd7ui6kSAcq,Zedd,EDM,The Middle
0.251,0.422,297782.0,0.677,27YD36FUikKxbp3bKSiKGZ,3.55e-06,11.0,0.16,-5.76,1.0,0.0365,150.131,4.0,0.146,6fcTRFpz0yH79qSKfof7lp,Seven Lions,EDM,First Time (feat. Dylan Matthew)
0.453,0.444,328507.0,0.35,786ymAh5BmHoIpvjyrvjXk,0.109,9.0,0.0824,-7.194,1.0,0.0483,95.979,3.0,0.0973,3dz0NnIZhtKKeXZxLOxCam,Porter Robinson,EDM,Goodbye To A World
0.0703,0.729,159536.0,0.788,3GYlQmwfBDo7imFyGPhrl7,0.0,10.0,0.115,-4.832,0.0,0.0908,118.039,4.0,0.857,73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,EDM,Say My Name
0.0096,0.749,162295.0,0.882,4Cap1RS0GtXa6dP5Cgdbk1,0.000636,6.0,0.117,-5.551,0.0,0.0517,122.122,4.0,0.53,1PFc84GHTYPL0G12JHh9Mc,Dannic,EDM,Let You Down
0.17,0.622,144910.0,0.802,2FGh2ref26EwA3Z5st5oHb,0.0,9.0,0.263,-4.969,0.0,0.167,124.859,4.0,0.764,4xgFgBZ7CRtgtHcziClOwQ,Moguai,EDM,Hold On (feat. Cheat Codes) - 2020 Edit
0.113,0.597,173571.0,0.785,7gq9Mo03Zr417T2C5sgR03,0.0,4.0,0.336,-3.219,0.0,0.04,126.002,4.0,0.575,2QMCcKIPHnjQaPPgoEst88,Matisse & Sadko,EDM,Don’t Tell Me
0.0214,0.448,234012.0,0.911,4alnYO7vhfEvNarX4SgBch,0.0,1.0,0.059,-3.095,1.0,0.0408,127.127,4.0,0.255,2J80qXI4NHKpq5RT3xUF7V,Third Party,EDM,Take Me Away
0.0946,0.751,176517.0,0.659,4WRZjx6NQDQQbfe98Peg8T,0.0,6.0,0.0945,-4.642,1.0,0.099,118.021,4.0,0.532,5wwneIFdawNgQ7GvKK29Z3,Lucas & Steve,EDM,Perfect (feat. Haris)
0.0311,0.434,202154.0,0.668,1QAo8RyNwS1O6d93dGQ6xi,0.0,11.0,0.497,-4.808,0.0,0.0359,129.803,4.0,0.281,6WGE3kO8ULME2ErBcOksSR,KAAZE,EDM,I Should Have Walked Away
0.00955,0.591,200748.0,0.839,0lPZ8UNB5bmvhn7ba8faJi,0.0,1.0,0.117,-4.271,0.0,0.0416,106.992,4.0,0.228,6roDXEmZ6AARdOUv6x5U2v,Felix Cartal,EDM,Mine
0.00236,0.554,264614.0,0.665,6zaKKRt9aMDO0uWxGI5ONc,0.499,4.0,0.22,-7.106,1.0,0.0591,129.103,4.0,0.128,3534yWWzmxx8NbKVoNolsK,Wolfgang Gartner,EDM,Battlestations
0.0503,0.759,163216.0,0.774,2fCUI41zhGk9isZnOMfxSP,4.02e-05,1.0,0.056,-4.408,1.0,0.0381,121.969,4.0,0.596,6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,EDM,Body
0.00565,0.796,158280.0,0.607,2RhKxrhti1jd1Krzh968Cb,0.00231,0.0,0.0716,-6.114,1.0,0.0409,125.053,4.0,0.566,1bj5GrcLom5gZFF5t949Xl,Martin Solveig,EDM,Intoxicated - Radio Edit
0.0188,0.601,182400.0,0.591,2bCjaF7cRm53Wdq9RtkYJu,0.0766,5.0,0.126,-7.407,0.0,0.0337,150.044,4.0,0.37,67qogtRNI0GjUr8PlaG6Zh,Zeds Dead,EDM,Neck And Neck - DNMO Remix
3.97e-05,0.617,328253.0,0.617,4ua0IepBEISCWwF8dTJvcU,0.0598,8.0,0.253,-6.941,1.0,0.122,127.996,4.0,0.517,2CIMQHirSU0MQqyYHq0eOx,deadmau5,EDM,Ghosts 'n' Stuff
0.000722,0.613,185918.0,0.771,1LuFyappyEFGybt2qzLNDp,0.0,0.0,0.59,-6.056,1.0,0.0469,130.004,4.0,0.41,5FWi1mowu6uiU2ZHwr1rby,Feed Me,EDM,Love Is All I Got
0.00338,0.569,190155.0,0.896,7uThJgXBvoLf7ajaj1D4Fa,0.958,1.0,0.0633,-3.114,1.0,0.0489,128.083,4.0,0.118,15xvsJMf8phaNa1LYvL9Qv,John Dahlbäck,EDM,Raven
0.0263,0.786,168937.0,0.887,0fbXFYtHPpq5fVNRGjxZrC,0.812,11.0,0.338,-3.886,0.0,0.0518,126.982,4.0,0.682,5Aw0IGM5JS3FuTgtRsDWGA,Chocolate Puma,EDM,Scrub The Ground (feat. DJ Funk)
0.0485,0.746,174933.0,0.846,3R6dPfF2yBO8mHySW1XDAa,0.0,9.0,0.195,-2.432,1.0,0.048,114.955,4.0,0.403,4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,EDM,Solo Dance
0.194,0.805,321649.0,0.858,6HTJZ0TQJVMSKkUGzAOe2h,7.89e-06,0.0,0.256,-3.067,1.0,0.105,97.033,4.0,0.523,4YXycRbyyAE0wozTk7QMEq,Matoma,EDM,Old Thing Back (feat. Ja Rule and Ralph Tresvant)
0.0685,0.588,216393.0,0.83,5VrSVEkPSHpWOn3stPrGWE,0.0,2.0,0.116,-5.206,1.0,0.0423,122.002,4.0,0.225,0DRf6JJDQnRnz0Yp209CmH,Stadiumx,EDM,Know You Better
0.493,0.387,188361.0,0.571,6oJn6CVEELRmAMOYypSu4P,0.0,7.0,0.106,-6.354,0.0,0.0402,152.906,5.0,0.555,0Ye4nfYAA91T1X56gnlXAA,Mako,EDM,Breathe
0.00427,0.597,171360.0,0.837,1xNcBAoUw8Hz6LqK2jt4Ff,0.00115,10.0,0.839,-6.518,1.0,0.375,126.342,4.0,0.447,5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,EDM,Call on Me - Radio Mix
0.025,0.668,204613.0,0.764,3ArdPRbscsYB2uI70AzpuG,0.0,8.0,0.314,-4.277,0.0,0.0487,106.036,4.0,0.685,4pb4rqWSoGUgxm63xmJ8xc,Madeon,EDM,All My Friends
0.0607,0.667,168726.0,0.823,5LOJdJPzuevskkoAtLj8hb,0.0,7.0,0.0771,-3.797,1.0,0.0673,127.903,4.0,0.35,2vVNxGBvKRQMWwI5c8KmYh,Tujamo,EDM,Lonely
0.000117,0.536,272078.0,0.944,0QIYINh2AwmOmdu8CRYvlw,0.00345,1.0,0.353,-3.029,1.0,0.0867,174.031,4.0,0.589,2DuJi13MWHjRHrqRUwk8vH,Knife Party,EDM,Bonfire
0.414,0.798,164000.0,0.62,6f3Slt0GbA2bPZlz0aIFXN,0.0192,8.0,0.112,-7.079,0.0,0.232,120.031,4.0,0.235,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,EDM,The Business
0.153,0.725,230400.0,0.918,03IxJiB8ZOH9hEQZF5mCNY,0.0328,10.0,0.113,-4.912,0.0,0.0676,125.009,4.0,0.201,5ttgIeUVka6FLyi00Uu5h8,Jauz,EDM,Feel The Volume
0.0321,0.741,166694.0,0.715,29W5NNWGKY7ednK04SkZsK,0.0,0.0,0.0779,-5.428,1.0,0.0633,123.879,4.0,0.332,5WdqBAQhGFCrZvBKXiPIu7,The Him,EDM,Tragic (feat. Amber Van Day)
0.00882,0.59,174811.0,0.677,6tTPc9BEDYExwIEg8QGxvL,0.000147,0.0,0.157,-5.395,1.0,0.0577,184.573,4.0,0.304,5iNrZmtVMtYev5M9yoWpEq,Seeb,EDM,Unfamiliar
0.000969,0.827,211777.0,0.696,2UYhCz40fGREF576lPMtQ2,0.199,1.0,0.111,-5.565,1.0,0.0478,102.011,4.0,0.374,47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,EDM,DJ Turn It Up
0.00261,0.625,223338.0,0.969,6Pkqfsx6tipFO4qpwkuRYz,0.944,0.0,0.694,-4.016,0.0,0.124,126.017,4.0,0.217,03MVmfitJTVJIxYmObhQn9,Dyro,EDM,Bombai
0.00131,0.509,201231.0,0.919,2PSEa6CJkdwM96iLo7hkZQ,0.0,8.0,0.54,-3.587,0.0,0.0792,130.072,4.0,0.311,3fjs4zbBFxEFFe8Wyojo0G,Elephante,EDM,Dynasty
0.0729,0.547,185410.0,0.892,4xn4YAElrG4MzTIuwYhpp9,1.84e-05,0.0,0.308,-1.591,1.0,0.0745,122.078,4.0,0.745,06cLuOP0p7VAnBnqil1eWX,Swanky Tunes,EDM,I'll Live On
0.00871,0.547,193911.0,0.789,4mEILaBM7bKZqKAun5tABu,0.0,8.0,0.1,-5.619,1.0,0.042,129.916,4.0,0.345,3hyEbRtp617pNCuuQjyOmc,Lost Kings,EDM,When We Were Young
0.0225,0.632,183414.0,0.575,2CPqh63wRVscbceKcPxwvv,1.81e-06,5.0,0.104,-6.478,1.0,0.029,90.037,4.0,0.188,6lB8vOoI4DRrrVxXwuV19c,Mike Perry,EDM,The Ocean (feat. Shy Martin)
0.0467,0.824,210547.0,0.745,7dsImih2L25fa6qjNphBI7,3.29e-05,11.0,0.198,-5.49,0.0,0.0755,125.013,4.0,0.888,5Igpc9iLZ3YGtKeYfSrrOE,Chris Lake,EDM,Turn off the Lights
0.0139,0.875,165738.0,0.929,6YbT1i8K4r7TQs8rFbcxWS,0.00416,5.0,0.0942,-2.608,0.0,0.188,126.013,4.0,0.509,6eUtrZgzxqbV7zMxzN3Sz2,twoloud,EDM,Bonkers
0.0857,0.57,239853.0,0.763,6jq6rcOikCZAmjliAgAmfT,2.49e-06,1.0,0.0932,-4.137,1.0,0.0573,150.088,4.0,0.43,0jNDKefhfSbLR9sFvcPLHo,San Holo,EDM,Light
0.00169,0.502,256500.0,0.981,76I3PmbGZazzNlEwlp1y85,0.5,1.0,0.154,-1.569,1.0,0.0613,150.018,4.0,0.213,0ycHhPwPvoaO4VGzmMnXGq,Zomboy,EDM,Lone Wolf
0.659,0.859,144391.0,0.558,4ga4WvRNhMsIL38pkBbnIN,0.324,7.0,0.124,-8.991,0.0,0.0902,114.978,4.0,0.357,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,EDM,Pressure (feat. Tove Lo)
0.00283,0.746,155864.0,0.989,4D5uw4lzpyBIwA54NmjFND,0.0515,4.0,0.056,-1.382,1.0,0.0732,127.971,4.0,0.0499,53UXMZxwzQyV4j7tZaVF58,Sandro Silva,EDM,Epic - Garmiani Remix
0.0401,0.737,210001.0,0.681,5cz0T1Q8AmpY18TDLAe2ja,0.0011,10.0,0.31,-10.063,0.0,0.0536,124.023,4.0,0.799,1KpCi9BOfviCVhmpI4G2sY,Tchami,EDM,Praise (feat. Gunna)
0.239,0.795,151475.0,0.783,27ITlhgZIx0ZYwaLYYDBsi,2.93e-06,6.0,0.0488,-4.715,0.0,0.0773,122.98,4.0,0.864,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,EDM,LOVELIFE (with Jeremih)
0.000518,0.528,223448.0,0.983,6mNMp0g3zkg1K7uBpn07zl,0.000324,8.0,0.18,-3.133,1.0,0.146,144.981,4.0,0.141,6M7RdR9ZP52h2mfNLmiHtU,Good Times Ahead,EDM,Red Lips (feat. Sam Bruno) - Skrillex Remix
0.041,0.432,250286.0,0.781,66hayvUbTotekKU3H4ta1f,4.21e-06,4.0,0.0789,-4.038,0.0,0.0567,139.432,4.0,0.197,1HxJeLhIuegM3KgvPn8sTa,Jack Ü,EDM,Where Are Ü Now (with Justin Bieber)
0.0277,0.628,268817.0,0.814,22y2mqIBERBviZF0fa86iw,2.34e-05,1.0,0.138,-5.743,1.0,0.1,125.016,4.0,0.107,2n7USVO8fO8FF8zq4kG2N1,Mat Zo,EDM,Colours
0.00248,0.494,180469.0,0.847,2rPJcL8gQauA2nBdRyNZZL,0.0,0.0,0.0502,-3.996,0.0,0.0537,129.909,4.0,0.148,5lXf3xjcLx6BmYMY6TvczJ,Paris Blohm,EDM,Alive
