acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,arstist_id,artist_name,genre,name
0.227,0.632,203000.0,0.743,4pqPBrTkC6DuGCi3l7nAo5,0.00115,10.0,0.138,-6.785,1.0,0.0342,119.521,4.0,0.726,5HUFo8AH9ZILmlyKFfEMNP,Jerry Cantrell,Rock,Cut You In
0.000519,0.258,221470.0,0.978,6rF4s1wwsOa2EZF5MF6D3B,0.000363,8.0,0.218,-4.208,1.0,0.172,132.862,4.0,0.28,1l9I7G8J8AnMScWQwlNJ4M,Goodbye June,Rock,Oh No
0.0232,0.538,196467.0,0.797,5XJJ6g33rLqikFsSORTsJB,0.0,11.0,0.0852,-6.458,0.0,0.0345,135.525,4.0,0.868,7DruTvBV7owt1aSAZHsU58,Viola Beach,Rock,Boys That Sing
0.0955,0.417,189293.0,0.686,0Z57YWES04xGh3AImDz6Qr,0.0287,7.0,0.0989,-6.484,1.0,0.0373,204.113,4.0,0.625,2kGBy2WHvF0VdZyqiVCkDT,Father John Misty,Rock,Real Love Baby
0.05,0.578,216733.0,0.515,5kcQEPksJHTOLQ4In5oGN2,0.0268,11.0,0.119,-9.541,1.0,0.0347,112.879,4.0,0.302,58etTNn7xmsQZhjnfjpAXL,Porno for Pyros,Rock,Pets
0.579,0.611,134800.0,0.47,6UkMcAA19lTdjs22jtB7o2,0.0,4.0,0.581,-9.135,1.0,0.0356,85.527,4.0,0.97,5hW4L92KnC6dX9t7tYM4Ve,Joni Mitchell,Rock,Big Yellow Taxi
0.000117,0.575,223867.0,0.881,28TcG73tbc4iGrGBFjiBnR,2.69e-05,9.0,0.147,-13.012,1.0,0.0357,132.127,4.0,0.699,4CzUzn54Cp9TQr6a7JIlMZ,Manowar,Rock,Kings of Metal
0.000397,0.5,216218.0,0.732,3aMyQSDW0DJ7LTOkrd29hU,0.0554,5.0,0.0759,-3.578,0.0,0.0418,169.9,4.0,0.637,4hf3caW9H8uFwwbv5pFjcg,Jake Bugg,Rock,All I Need
0.119,0.606,302827.0,0.794,15mZo1Kah03g8CTLbSsWrr,7.16e-06,0.0,0.125,-7.168,1.0,0.0291,105.813,4.0,0.584,5TnuP42pw475UrjjeabtwZ,The Waterboys,Rock,The Whole of the Moon - 2004 Remaster
0.00155,0.398,264880.0,0.86,1agVrzicFWExgEiAtk8lmr,0.683,7.0,0.154,-4.574,1.0,0.0663,138.09,4.0,0.564,10n5lhNDoSMUHWLlnST1yw,Slade,Rock,Cum on Feel the Noize
0.286,0.688,210480.0,0.375,3Mmt6Xk0H6VR92PEp6x3hP,0.0,4.0,0.133,-9.601,1.0,0.0535,83.635,4.0,0.45,5OfhOoKunSnuubxxRML8J3,Mr. Big,Rock,To Be With You - 2010 Remastered Version
0.0417,0.801,163253.0,0.795,6QgjcU0zLnzq5OrUoSZ3OK,0.000113,1.0,0.0717,-5.115,0.0,0.0504,79.028,4.0,0.754,4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,Rock,Feel It Still
0.136,0.355,333813.0,0.922,1kZgY32eQdvYVm42l3Vcon,0.0138,0.0,0.265,-7.331,0.0,0.103,126.937,4.0,0.276,3N1B1g6JtIgd6ClRkzD4yT,Savatage,Rock,Hall of the Mountain King
0.477,0.444,218560.0,0.339,2dINjMxChoALja13fOn99R,0.00664,4.0,0.112,-13.156,0.0,0.0273,72.637,4.0,0.297,7Lf3LOZp3U3u2f6cWMd3AH,Paul Weller,Rock,You Do Something To Me
0.000918,0.291,221693.0,0.758,3yNoEJifUJdly8ucYoWRwl,6.84e-06,1.0,0.291,-12.103,1.0,0.0556,80.601,4.0,0.446,5fwaejlOHVBAw1KhIPPaQe,Venom,Rock,Black Metal
0.00139,0.516,195717.0,0.85,37mfTcSlX60JtAvAETytGs,0.0,4.0,0.296,-3.909,0.0,0.0706,120.324,4.0,0.583,0Raaw7kr1Vzat4ZvHzjsJR,I DONT KNOW HOW BUT THEY FOUND ME,Rock,Choke
0.00513,0.613,200720.0,0.916,2sj6GcmUjD4R3o5JMk72jj,4.3e-05,8.0,0.228,-3.49,1.0,0.0753,122.068,4.0,0.527,1aOt6LvXOV6I8dv1A5Diia,DON BROCO,Rock,Everybody
0.00236,0.48,214107.0,0.795,74KI6d8jEM2zwOAo3luayU,0.0,4.0,0.189,-6.408,0.0,0.0421,114.674,4.0,0.432,0EyuKHE1AeE9lWUF8mzKVp,Fuel,Rock,Shimmer
4.79e-05,0.354,152707.0,0.941,2x5FYXo5rL4Phmn3UPdkK3,0.66,1.0,0.331,-6.984,1.0,0.0737,131.442,4.0,0.569,7LuYiSXiWs86rwWJjEEgB9,Mudhoney,Rock,Touch Me I'm Sick
0.0139,0.444,282507.0,0.911,7DuRbuweGD2cpGN74cpPAF,0.00955,11.0,0.0868,-6.117,0.0,0.0398,106.437,4.0,0.556,1m0B9ak05G0jqDY4ACLhQu,DOWN,Rock,Stone the Crow
0.00593,0.599,207000.0,0.915,3FmsKw8ie3KLC5273nH6wD,0.00943,4.0,0.484,-2.087,0.0,0.0664,119.004,4.0,0.59,6oFs3qk4VepIVFdoD4jmsy,PVRIS,Rock,Dead Weight
0.0682,0.61,232200.0,0.637,5cwN1htZyoWqZCc33f3RfE,6.12e-06,0.0,0.284,-6.574,1.0,0.0238,79.955,4.0,0.609,6dgwEwnK0YtDfS9XhRwBTG,Broken Bells,Rock,The High Road
0.156,0.328,464280.0,0.553,4uJSCrI7r0usNJ3aaHAuC6,0.412,6.0,0.0985,-6.252,1.0,0.0267,159.959,4.0,0.322,0ybFZ2Ab08V8hueghSXm6E,Opeth,Rock,Windowpane
0.00189,0.509,264707.0,0.774,1BExV8JprNJLvLeDE9qdEW,0.000549,6.0,0.143,-4.054,1.0,0.0338,116.529,4.0,0.0824,5KDIH2gF0VpelTqyQS7udb,Staind,Rock,It's Been Awhile
0.0109,0.327,277000.0,0.905,41Z2joQXOwZRBB8V6zk0A8,0.000379,11.0,0.292,-3.3,0.0,0.0611,113.137,4.0,0.437,0IBAqjHG8DSaD7PPCGnGiZ,Babyshambles,Rock,Fuck Forever
0.088,0.673,183525.0,0.716,6IY3cC281mz9q0bViUEldz,0.00256,8.0,0.209,-4.982,0.0,0.0291,97.925,4.0,0.727,1UfzhwcOR4yfX7yHTPfC9m,Joywave,Rock,It's A Trip!
0.00161,0.445,187880.0,0.907,55Fpeuuc2sbQiy74eA1gTt,0.0,11.0,0.403,-3.894,0.0,0.0773,165.069,4.0,0.71,06bDwgCHeMAwhgI8il4Y5k,Set It Off,Rock,Wolf in Sheep's Clothing
0.000579,0.532,493933.0,0.941,5CPXR6lDTvngxtmMZxnWmC,0.0527,9.0,0.15,-9.025,1.0,0.0465,102.198,4.0,0.278,2aaLAng2L2aWD2FClzwiep,Dream Theater,Rock,Pull Me Under
0.208,0.429,211067.0,0.668,0WNGPpmWqzPnk0psUhJ3SX,0.0,4.0,0.538,-7.539,0.0,0.044,77.737,4.0,0.398,6ysQi6NI88X627t2srsWz6,Mott The Hoople,Rock,All the Young Dudes
0.155,0.587,153133.0,0.994,5kz9GDBTX846OXwqWoyKzF,0.0734,2.0,0.0319,-5.61,1.0,0.045,151.941,4.0,0.481,2mG8HHQ9S9kcbjcrb5N1FE,The Go-Go's,Rock,We Got The Beat
0.00457,0.34,386707.0,0.783,16QnLXMeLa6EMBM7qxnI6t,0.000153,1.0,0.0812,-6.235,1.0,0.0394,81.932,4.0,0.312,4UjiBRkTw9VmvDZiJZKPJ7,Heaven & Hell,Rock,Bible Black
0.0644,0.828,257800.0,0.492,0ofHAoxe9vBkTCp2UQIavz,0.00428,0.0,0.128,-9.744,1.0,0.0276,120.151,4.0,0.789,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,Rock,Dreams - 2004 Remaster
0.0916,0.729,240333.0,0.356,5r2z0FHOoFI06GZEVGDjzM,0.0905,6.0,0.052,-13.743,0.0,0.0347,95.026,4.0,0.392,6Jrj26oAY96EEC2lqC6fua,Squeeze,Rock,Tempted
0.148,0.587,392293.0,0.758,3KVaG9ITsX3jC9khEF7fDx,0.000381,7.0,0.368,-4.934,1.0,0.0561,138.129,4.0,0.598,0RMOWaq3zw0fdgvaGRMcdA,Scott Weiland,Rock,Barbarella
9.86e-05,0.625,235672.0,0.928,0zQlcVSjsJ1136uI1acaqQ,0.00207,1.0,0.0937,-3.054,1.0,0.0316,98.024,4.0,0.456,6WMo39FU3nrpSz3qMgRKug,Black Stone Cherry,Rock,Again
0.866,0.623,265587.0,0.44,4gi81cgaU0Xmek1IuOENM5,0.0675,5.0,0.0891,-8.216,1.0,0.0348,86.726,4.0,0.802,0tgaHqkU1p7QhBUIzKXVU9,The Marcus King Band,Rock,Rita Is Gone
0.000342,0.537,179813.0,0.882,1pHP4JeQV9wDx87D6qH9hD,9.06e-05,0.0,0.12,-2.306,1.0,0.0403,145.729,4.0,0.81,3hozsZ9hqNq7CoBGYNlFTz,OK Go,Rock,Here It Goes Again
0.00281,0.446,204520.0,0.915,1BwhFXqoIsePt21WyWIttb,3.87e-05,9.0,0.218,-6.221,1.0,0.141,190.013,4.0,0.398,2eam0iDomRHGBypaDQLwWI,Bleachers,Rock,I Wanna Get Better
5.58e-05,0.459,293973.0,0.8,0bdWQe19IhWYNwZYZRDMvS,0.000795,2.0,0.148,-4.151,1.0,0.0285,95.229,4.0,0.332,416gMRzj1LnFJvSBF5PO2R,Chickenfoot,Rock,Oh Yeah
0.116,0.426,299333.0,0.534,7ekj86VgKXB5XFTwVYnTQP,0.00932,7.0,0.188,-7.477,1.0,0.0295,119.306,4.0,0.133,1rXr1ZnvbRoYBaedIl9v4v,Drive-By Truckers,Rock,Goddamn Lonely Love
0.206,0.457,235947.0,0.559,20wnO4hGXbWvIPDEmED8gM,0.0,10.0,0.193,-5.17,1.0,0.027,156.907,3.0,0.41,1km0R7wy712AzLkA1WjKET,Biffy Clyro,Rock,Space
0.0281,0.567,185587.0,0.65,3NNkJwiHucP5QyUEAIMXra,4.03e-06,0.0,0.107,-6.924,1.0,0.0325,97.279,4.0,0.146,4WlSvDKaq1PA2Nr7cCIPxX,Stephen Stills,Rock,Love the One You're With
0.887,0.519,196133.0,0.337,3VyJGPYr2DF9gdBNosSao4,0.0113,2.0,0.13,-15.215,1.0,0.0333,87.926,4.0,0.523,5GUVj2b1lJ4DolQyHlzyaO,Blind Faith,Rock,Can't Find My Way Home
0.262,0.405,208667.0,0.592,1qTfHUVPsZTnrmvwQrAQdW,0.021,11.0,0.166,-12.309,1.0,0.0698,82.736,4.0,0.659,01hRNr3yF5bYnPq4wZ88iI,Tommy James & The Shondells,Rock,Crimson & Clover - Single Version; Mono
0.0404,0.394,239881.0,0.654,65T1aY3I9qfNUDVAnaM9bq,6.96e-05,3.0,0.112,-8.243,1.0,0.0346,135.188,4.0,0.264,7EGwUS3c5dXduO4sMyLWC5,Houndmouth,Rock,Sedona
0.0404,0.358,229960.0,0.804,7G83ZwD2msTtFaBQExc8QB,0.0,0.0,0.111,-8.534,1.0,0.302,91.842,3.0,0.625,3WPKDlucMsXH6FC1XaclZC,Suicidal Tendencies,Rock,Institutionalized
0.00164,0.545,256947.0,0.905,0cuq829zRNq4AEdmDJA4aw,1.95e-06,7.0,0.0532,-10.732,1.0,0.0648,103.574,4.0,0.826,2PSiyldxmJze7xiqbz658m,Spin Doctors,Rock,Two Princes
0.181,0.365,248053.0,0.767,6crBy2sODw2HS53xquM6us,0.000856,9.0,0.0942,-6.185,0.0,0.0681,94.174,4.0,0.422,1XpDYCrUJnvCo9Ez6yeMWh,Tenacious D,Rock,Tribute
0.0171,0.377,314747.0,0.813,7mQgJx5mfCuI6o8elrYCKg,0.114,0.0,0.323,-4.231,1.0,0.0448,165.012,4.0,0.265,161AC1AVRkIGIMxyj5djFQ,Clutch,Rock,Electric Worry
0.0794,0.453,236160.0,0.655,0ll8uFnc0nANY35E0Lfxvg,7.61e-06,9.0,0.0849,-4.22,1.0,0.0259,172.012,4.0,0.368,53A0W3U0s8diEn9RhXQhVz,Keane,Rock,Somewhere Only We Know
0.000682,0.427,211925.0,0.813,4n9etEslPpaQ2RBggFQZXr,0.279,2.0,0.045,-6.166,0.0,0.0708,161.947,4.0,0.434,1ShwUjKIwQRaUJij7jgRhp,The Night Café,Rock,Mixed Signals - EP Version
0.491,0.321,212600.0,0.625,1yKah8BCP3Vgq2tPBOLKL0,5.08e-05,2.0,0.345,-5.219,0.0,0.0302,107.338,4.0,0.777,2ScuQMRWThcifBRIvNDFDC,John Mayall & The Bluesbreakers,Rock,All Your Love - Stereo
0.209,0.563,267933.0,0.592,11bD1JtSjlIgKgZG2134DZ,5.08e-05,9.0,0.132,-4.571,1.0,0.0276,104.016,4.0,0.136,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,Rock,Chasing Cars
0.374,0.441,141000.0,0.684,6ebxt3Iylxe0GcEuUGlIvb,0.000848,9.0,0.108,-7.495,0.0,0.031,199.001,4.0,0.971,6OiHleP2bHM18dXq4aZQWt,The Coral,Rock,Dreaming of You
0.000679,0.428,302360.0,0.947,34LXW73avo8xz0NLiVuiow,0.0563,10.0,0.262,-8.516,0.0,0.0751,102.335,4.0,0.223,0exvkfkATkqWOJgugTjJhP,Metal Church,Rock,Metal Church
0.00238,0.387,198080.0,0.929,40i81AcCCxiVEFUWElcjZC,7.22e-06,7.0,0.314,-4.825,0.0,0.161,180.359,4.0,0.591,5r9uIJCoquVtEkCkvcn8Ez,Get Scared,Rock,Sarcasm
0.315,0.323,227627.0,0.839,1nmZ8yqKkfooOuYvtFctDp,0.000313,1.0,0.348,-7.35,1.0,0.0503,136.232,4.0,0.543,1bdytLV3FPjyhfrb6BhMej,Asia,Rock,Heat Of The Moment
0.0701,0.546,238120.0,0.572,7ziicmUOzWXAkdPriOmFk9,0.000731,5.0,0.079,-13.104,1.0,0.0319,113.312,4.0,0.529,5fScAXreYFnuqwOgBsJgSd,The Charlatans,Rock,The Only One I Know
0.142,0.628,318373.0,0.455,01nLKbpSV14KyZwujAPRgV,0.693,7.0,0.135,-12.436,1.0,0.0427,102.09,4.0,0.858,5hAhrnb0Ch4ODwWu4tsbpi,Yo La Tengo,Rock,Autumn Sweater
0.00532,0.408,272666.0,0.953,5aeIj88MLdekYvObw5Yisk,0.0,7.0,0.338,-3.883,1.0,0.226,177.94,4.0,0.291,0lVlNsuGaOr9vMHCZIAKMt,Machine Head,Rock,Is There Anybody out There?
0.902,0.561,236307.0,0.327,3bHhUEOTIbezeZ856R0BX5,0.000469,11.0,0.111,-10.835,0.0,0.0327,161.858,4.0,0.298,0mXTJETA4XUa12MmmXxZJh,Eddie Vedder,Rock,Society
0.267,0.699,247613.0,0.579,1VPUpUwtbpoRVXt0txVU0w,0.00602,1.0,0.452,-6.504,1.0,0.0416,109.948,4.0,0.128,02seUFsFQP7TH4hLrTj77o,Nathaniel Rateliff & The Night Sweats,Rock,S.O.B.
0.605,0.669,231173.0,0.388,1wAqhAF1dynDjMy7m5CSSE,0.144,0.0,0.0905,-11.547,1.0,0.0306,130.016,4.0,0.645,4LG4Bs1Gadht7TCrMytQUO,The Shins,Rock,New Slang
0.00233,0.577,205000.0,0.807,5tORtBzHUAnNrIw5Ql3kHZ,0.000257,2.0,0.0755,-9.281,1.0,0.0449,114.921,4.0,0.891,2hnzQ6eCFkxUIPsVcsdj8A,The Georgia Satellites,Rock,Keep Your Hands to Yourself
0.493,0.45,233173.0,0.442,12q3V8ShACq2PSWINMc2rC,0.00564,9.0,0.134,-12.718,0.0,0.0353,208.282,4.0,0.812,319yZVtYM9MBGqmSQnMyY6,Carole King,Rock,It's Too Late
0.766,0.597,203613.0,0.271,1oht5GevPN9t1T3kG1m1GO,0.0119,5.0,0.0933,-17.293,1.0,0.0394,76.271,4.0,0.338,0vn7UBvSQECKJm2817Yf1P,James Taylor,Rock,Fire and Rain - 2019 Remaster
0.0599,0.527,334467.0,0.636,1eLlVfMDZF6AIKk4p8sjZ2,0.843,5.0,0.204,-12.888,0.0,0.0347,83.101,4.0,0.607,30uiS1n3uIGXJEYFR1GVDy,The Brian Jonestown Massacre,Rock,Anemone
0.16,0.712,167893.0,0.7,7t3q3ZixlUHoHM03juk2VJ,0.0,7.0,0.0586,-3.272,1.0,0.0318,99.996,4.0,0.723,0wOej91SVqB1zcYkW6xUtA,Pale Waves,Rock,Fall to Pieces
0.0564,0.55,335240.0,0.618,1sUTfgduT0WIQO8kXKXxLC,2.62e-05,7.0,0.0937,-9.822,1.0,0.0307,78.61,4.0,0.429,6h2bWHWTJL38N8dqocVaif,Jon Bon Jovi,Rock,"Blaze Of Glory - From ""Young Guns II"" Soundtrack"
0.216,0.598,178840.0,0.564,3Z4ZuDrY684IFTBz2ze708,0.000204,0.0,0.277,-6.454,1.0,0.032,147.619,4.0,0.43,3i9hP422d2KMjaupTzBNVS,The Spencer Davis Group,Rock,Gimme Some Lovin' - Single Mix
0.013,0.612,171880.0,0.824,5v4OkFH0TJ6W1hCFxyn0px,0.0,7.0,0.288,-4.758,1.0,0.0478,82.017,4.0,0.586,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,Rock,parents
0.0306,0.544,212693.0,0.917,6g48vpikqU2atsrDXdGzKo,5.32e-06,5.0,0.064,-6.086,1.0,0.0788,140.639,4.0,0.642,1BBIIH0h76KN8gYeXFcPjR,Corrosion Of Conformity,Rock,Clean My Wounds
0.156,0.682,178000.0,0.683,57RA3JGafJm5zRtKJiKPIm,2.32e-05,8.0,0.273,-6.444,0.0,0.0287,120.023,4.0,0.64,0NIPkIjTV8mB795yEIiPYL,Wallows,Rock,Are You Bored Yet? (feat. Clairo)
0.352,0.492,352667.0,0.556,31tcl0qFuCZshOkjv66lmX,0.0141,6.0,0.111,-9.93,0.0,0.0361,76.45,4.0,0.448,2gFsmDBM0hkoZPmrO5EdyO,Tedeschi Trucks Band,Rock,Midnight in Harlem
0.197,0.627,232400.0,0.802,4jhsuQCUCJKA5f0bXb6XdJ,0.784,0.0,0.404,-8.432,1.0,0.0348,126.283,4.0,0.867,7Fo8TAyGJr4VmhE68QamMf,Talk Talk,Rock,It's My Life - 1997 Remaster
0.0143,0.632,253800.0,0.893,1XT5kxg6Tk0ukCO2vBQN4v,5.24e-06,7.0,0.0741,-6.04,1.0,0.0455,149.97,4.0,0.773,2qT62DYO8Ajb276vUJmvhz,XTC,Rock,Making Plans For Nigel
0.846,0.588,332960.0,0.149,69uJi5QsBtqlYkGURTBli8,9.65e-05,7.0,0.236,-16.728,0.0,0.0319,124.689,4.0,0.113,4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,Rock,I Can't Make You Love Me
0.00343,0.591,232053.0,0.959,2j02RtZz6v53FRw4oWliZf,0.0,6.0,0.068,-3.074,1.0,0.164,130.017,4.0,0.426,1B0155rdv175D1tQ8VH7Oy,FEVER 333,Rock,BURN IT
0.00201,0.15,228147.0,0.859,0WSa1sucoNRcEeULlZVQXj,0.194,4.0,0.387,-2.827,0.0,0.0595,170.527,5.0,0.354,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,Rock,Can You Feel My Heart
0.000926,0.158,223933.0,0.572,69Yia3qCLw6N9U80WhLwLn,0.893,7.0,0.144,-6.293,0.0,0.0346,79.176,3.0,0.347,4f5V3PQ66nIrBCqugJtaGn,Death,Rock,Voice of the Soul
0.0233,0.574,181268.0,0.624,1GU6oaDhWaypMzfP51BYKo,0.0,6.0,0.504,-4.239,0.0,0.039,142.09,4.0,0.555,458aS6ALc3QkzwfR5USt34,The Wrecks,Rock,Fvck Somebody
0.0021,0.592,329733.0,0.767,48UPSzbZjgc449aqz8bxox,0.00165,9.0,0.127,-2.788,0.0,0.027,96.483,4.0,0.328,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,Rock,Californication
0.00226,0.557,253307.0,0.833,5PZK7nZBsKjSkXDszKrJ1W,3.25e-06,10.0,0.161,-4.559,1.0,0.0663,125.205,4.0,0.815,14Gi3Uph96lpNB3utkoVAD,Hard-FI,Rock,Hard to Beat
0.0301,0.606,231600.0,0.62,1qwno7xb5mJe71xtMS6jl2,0.0916,0.0,0.167,-5.005,1.0,0.0298,88.984,4.0,0.543,0pCNk4D3E2xtszsm6hMsWr,K.Flay,Rock,High Enough
0.182,0.661,266333.0,0.818,1c9dnQbOzw01ID7X2IsYOE,0.000995,2.0,0.0527,-5.9,1.0,0.0291,147.544,4.0,0.79,5RNFFojXkPRmlJZIwXeKQC,Bryan Ferry,Rock,Slave To Love
0.000238,0.21,171960.0,0.882,3D8KAebbZgAFdVjTrsNgOI,0.671,0.0,0.318,-6.942,0.0,0.111,169.758,4.0,0.329,2TRtXTjjmyzK5oUGec1Gv8,Girlschool,Rock,Race with the Devil
0.121,0.579,216467.0,0.654,2jPCbFrFlyGbKgblxub8Lm,3.62e-06,1.0,0.0673,-12.421,0.0,0.0553,129.537,4.0,0.616,1zxDewzd2j1ZdSBGaYcr0y,The Outfield,Rock,Your Love
0.195,0.61,347520.0,0.788,5hc71nKsUgtwQ3z52KEKQk,0.0142,0.0,0.153,-5.724,1.0,0.0585,101.045,4.0,0.472,3mIj9lX2MWuHmhNCA7LSCW,The 1975,Rock,Somebody Else
3.48e-05,0.351,170893.0,0.929,10CL95IWr1AhnWxWvD3aDE,0.00335,6.0,0.239,-8.732,0.0,0.0394,198.764,4.0,0.737,1WsfEkSfrPIhy1lK7ZLRRH,Rose Tattoo,Rock,Nice Boys
0.22,0.639,176467.0,0.704,5dUFfk2cwD8GiJPS03mYN0,0.0872,7.0,0.0849,-5.818,1.0,0.0659,162.983,4.0,0.645,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,Rock,Campus
0.16,0.609,294987.0,0.923,2pX4FpOgwItRVPPUFdRcxA,4.73e-06,9.0,0.295,-3.908,1.0,0.0338,115.996,4.0,0.961,6GI52t8N5F02MxU0g5U69P,Santana,Rock,Smooth (feat. Rob Thomas)
7.73e-06,0.358,203413.0,0.93,5ppRGoTTMfQtFcmeZqwaAK,1.28e-06,7.0,0.191,-3.389,1.0,0.0715,142.011,4.0,0.309,6VDAPUov4yNDHyQlPqrpNH,The Dead Daisies,Rock,Fortunate Son
2.23e-05,0.353,255733.0,0.898,6W21LNLz9Sw7sUSNWMSHRu,0.105,2.0,0.39,-5.877,1.0,0.052,103.293,4.0,0.525,3RNrq3jvMZxD9ZyoOZbQOD,Korn,Rock,Freak On a Leash
0.416,0.764,170667.0,0.48,5XTdMVT5i5qcfyTXWxhxVZ,0.316,0.0,0.107,-13.63,1.0,0.0819,110.175,4.0,0.705,1QB4oo4JbSRdxNyidIuD0W,Jim Morrison,Rock,Ghost Song
0.00201,0.577,203054.0,0.83,3OZfyZHECqT3q48x5ct2yh,1.52e-05,11.0,0.372,-5.589,0.0,0.0838,94.029,4.0,0.585,4AzAfQNuAyKOFG4DZMsdAo,The Snuts,Rock,Elephants
0.0731,0.639,145801.0,0.776,4poqovyJtmlKMDnSz6QwsE,1.97e-06,9.0,0.18,-4.61,1.0,0.0829,160.101,4.0,0.267,4UhExRgMW9QR7oNmTI2lPG,Arrested Youth,Rock,The Kid I Used to Know
0.00657,0.196,374360.0,0.866,67wiIvRCnoDwUYc54k614B,0.00147,6.0,0.238,-4.857,1.0,0.0535,76.537,4.0,0.262,4Ros83hWMCi68biw25Xyxg,Slash's Snakepit,Rock,Beggars & Hangers-On
0.00821,0.461,220537.0,0.897,4GssB27iJeqmfGxS94Tfij,0.0,3.0,0.0965,-3.982,0.0,0.092,165.107,4.0,0.358,2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,Rock,Popular Monster
0.0224,0.398,232960.0,0.782,2OaXmeYBJ0hcTmS3kxjJOx,0.0684,7.0,0.0912,-7.944,1.0,0.0322,144.965,4.0,0.806,0S7Zur2g8YhqlzqtlYStli,Television,Rock,See No Evil
0.601,0.543,253747.0,0.696,3xRzUblYGZhVs52fMjii7R,0.215,7.0,0.384,-4.572,1.0,0.0426,92.15,4.0,0.849,6vYg01ZFt1nREsUDMDPUYX,The Record Company,Rock,Off The Ground
0.513,0.484,411387.0,0.554,29FQEJUtBAnxWEkux39d7I,0.00207,4.0,0.0533,-7.064,0.0,0.0324,121.619,4.0,0.235,4UXJsSlnKd7ltsrHebV79Q,Nick Cave & The Bad Seeds,Rock,O Children
0.148,0.779,247787.0,0.516,48XkVAagIoQHCsOlJtXUd5,0.0,10.0,0.0492,-6.467,0.0,0.0521,120.026,4.0,0.715,7sOR7gk6XUlGnxj3p9F54k,half•alive,Rock,still feel.
0.184,0.731,236920.0,0.738,3L7RtEcu1Hw3OXrpnthngx,0.0,9.0,0.214,-8.125,0.0,0.0377,117.656,4.0,0.958,1aX2dmV8XoHYCOQRxjPESG,The Human League,Rock,Don't You Want Me
0.000121,0.579,174200.0,0.685,4UdONZMZRNR3qhLTEbPYLI,3.16e-05,11.0,0.166,-6.058,1.0,0.026,95.187,4.0,0.679,52pNByiBWx6SVMMqqcCA74,The Magic Gang,Rock,How Can I Compete
0.0115,0.505,216973.0,0.71,6N1EjQjnvhOjFrF6oUmGPa,2.58e-06,2.0,0.0977,-10.853,1.0,0.0371,138.907,4.0,0.771,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,Rock,Summer Of '69
0.703,0.341,288133.0,0.234,31nItlXwgCCFpttS50Rbxf,0.000674,8.0,0.108,-12.307,1.0,0.0423,176.463,3.0,0.167,60ht0hWRy1yjUDfNsLuHuP,Lucinda Williams,Rock,Fruits Of My Labor
0.0846,0.658,193373.0,0.717,2bzUVEvpZ7At5cYz1kOLI9,0.0022,1.0,0.12,-4.257,0.0,0.0633,133.074,4.0,0.595,4Ui2kfOqGujY81UcPrb5KE,HAIM,Rock,Gasoline (feat. Taylor Swift)
0.000564,0.627,153267.0,0.861,6YwYfxEFDUZZ1xX5vlBYmF,0.0,1.0,0.0312,-1.856,1.0,0.0509,122.133,4.0,0.623,3xByNj8XW17oW0wsJhgzYL,Slaves,Rock,Cheer Up London
0.0187,0.358,286173.0,0.653,1Z3AeK6jb61WSFd4ioBXgf,0.00341,6.0,0.082,-6.902,1.0,0.0312,147.484,4.0,0.289,0izuxzrsDHNMOpTZKDVdWW,Todd Lemoine,Rock,168
0.109,0.604,180413.0,0.655,7LZN7FkxHZk6maiN6NdI2i,0.0019,9.0,0.125,-7.088,1.0,0.0273,115.038,4.0,0.59,75dQReiBOHN37fQgWQrIAJ,Local Natives,Rock,Dark Days
0.0819,0.546,220707.0,0.895,4O4Z8VFczL8MxIOmqVWc1b,1.42e-05,9.0,0.0768,-7.189,1.0,0.0579,174.089,4.0,0.494,3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins,Rock,Footloose
0.0339,0.557,185733.0,0.54,6dGnYIeXmHdcikdzNNDMm2,0.00248,9.0,0.179,-10.484,1.0,0.0347,129.171,4.0,0.394,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,Rock,Here Comes The Sun - Remastered 2009
0.288,0.648,172733.0,0.861,2rNNrLzOOG4n4yMiNSy8dQ,0.0,1.0,0.136,-4.178,1.0,0.0686,130.073,4.0,0.419,1Tdg7NIdyWx9icE2GNZzxk,SAINT PHNX,Rock,Death of Me
0.0212,0.7,297587.0,0.864,5rX6C5QVvvZB7XckETNych,0.0,7.0,0.0956,-3.629,1.0,0.0283,102.997,4.0,0.887,7dOBabd5O4CvKrg4iriHTM,Kid Rock,Rock,All Summer Long
6.54e-05,0.426,216000.0,0.868,05qCCJQJiOwvPQBb7akf1R,0.0,1.0,0.0723,-3.702,1.0,0.047,149.042,4.0,0.402,3WfJ1OtrWI7RViX9DMyEGy,Mayday Parade,Rock,Jamie All Over
