acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,arstist_id,artist_name,name
0.418,0.841,162803.0,0.593,5uEYRdEIh9Bo4fpjDd4Na9,0.0,1.0,0.124,-7.846,1.0,0.0379,124.917,4.0,0.808,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Goosebumps - Remix
0.321,0.677,198082.0,0.696,4iJyoBOLtHqaGxP12qzhQI,0.0,0.0,0.42,-6.181,1.0,0.119,90.03,4.0,0.464,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon)
0.185,0.601,153190.0,0.741,6I3mqTwhRpn34SLVafSH7G,2.91e-05,2.0,0.415,-5.569,1.0,0.0478,153.96,4.0,0.441,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,Ghost
0.0847,0.841,243837.0,0.728,6gBFPUFcJLzWGx4lenP6h2,0.0,7.0,0.149,-3.37,1.0,0.0484,130.049,4.0,0.43,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,goosebumps
0.345,0.832,132833.0,0.534,1VLtjHwRWOVJiE5Py7JxoQ,0.0,1.0,0.165,-7.813,0.0,0.253,93.924,4.0,0.116,6AgTAQt8XS6jRWi4sX7w49,Polo G,Martin & Gina
0.21,0.448,208907.0,0.838,45S5WTQEGOB1VHr1Q4FuPl,0.000131,4.0,0.131,-5.257,0.0,0.0557,139.863,4.0,0.254,6KImCVD70vtIoJWnq6nGn3,Harry Styles,Golden
0.0769,0.671,165820.0,0.529,4VXIryQMWpIdGgYR4TrjT1,0.000335,0.0,0.0856,-7.226,1.0,0.307,161.989,4.0,0.203,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,All Girls Are The Same
0.316,0.755,176960.0,0.578,1IIKrJVP1C9N7iPtG6eOsK,0.0,0.0,0.25,-8.932,0.0,0.145,94.148,4.0,0.581,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,Go Crazy
0.0319,0.722,165507.0,0.588,1diS6nkxMQc3wwC4G1j0bh,0.0,6.0,0.183,-5.932,1.0,0.0544,134.01,4.0,0.59,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,We're Good
0.145,0.808,210800.0,0.745,7FIWs0pqAYbP91WWM0vlTQ,0.0,10.0,0.292,-5.26,0.0,0.342,165.995,4.0,0.829,7dGJo4pcD2V6oG8kP0tJRR,Eminem,Godzilla (feat. Juice WRLD)
0.519,0.879,243463.0,0.574,2HYvkdq6lpFXkVz9Tfqi8r,8.76e-06,10.0,0.144,-5.602,0.0,0.391,144.911,4.0,0.346,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,Big Gangsta
0.157,0.487,181688.0,0.74,2rPHUAeUPbNgTmK18FPTiZ,0.0,6.0,0.612,-4.973,1.0,0.0944,73.779,4.0,0.522,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,GO (feat. Juice WRLD)
0.524,0.449,198371.0,0.465,3FAJ6O0NOHQV8Mc5Ri6ENp,1.02e-06,0.0,0.303,-8.964,1.0,0.0791,89.087,3.0,0.543,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,Heartbreak Anniversary
0.0206,0.965,222523.0,0.485,1zLBsSVxETQOfINOLYvT5m,0.0237,2.0,0.0655,-8.784,1.0,0.191,124.025,4.0,0.312,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,GIRL LIKE ME
0.173,0.539,214693.0,0.615,6u3CPnFMKANYgfdiifFOiJ,0.0056,1.0,0.144,-8.746,0.0,0.252,163.924,4.0,0.493,3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,"Gravity (feat. Tyler, The Creator)"
0.235,0.748,144533.0,0.551,472vIK1ldetTxRxG3ovaiY,0.0,11.0,0.119,-6.12,1.0,0.0349,103.953,4.0,0.66,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,Glad You Exist
0.369,0.614,234347.0,0.68,6foY66mWZN0pSRjZ408c00,1.84e-06,6.0,0.115,-4.58,1.0,0.0289,149.959,4.0,0.707,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,Whiskey Glasses
0.259,0.889,180522.0,0.496,2IRZnDFmlqMuOrYOLnZZyc,0.0,4.0,0.252,-6.365,0.0,0.0905,86.003,4.0,0.544,20sxb77xiYeusSH8cVdatc,Meek Mill,Going Bad (feat. Drake)
0.659,0.753,116256.0,0.659,1A8990rtwHQ417l3yADe5t,0.0,8.0,0.098,-9.671,1.0,0.416,146.022,4.0,0.459,6AgTAQt8XS6jRWi4sX7w49,Polo G,GNF (OKOKOK)
0.125,0.782,188344.0,0.559,2mt1IqcFyY1zmYZT8Q3xw9,0.0,6.0,0.385,-7.106,0.0,0.0767,129.992,1.0,0.685,2cFrymmkijnjDg9SS92EPM,blackbear,hot girl bummer
0.422,0.658,278180.0,0.294,7zFXmv6vqI4qOt4yGf3jYZ,5.2e-05,4.0,0.0749,-8.533,0.0,0.0321,74.038,4.0,0.358,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,Get You (feat. Kali Uchis)
0.0743,0.695,218902.0,0.343,35RJhm1pEovTBwnNR0zWad,1.04e-06,5.0,0.107,-10.798,1.0,0.0432,85.84,4.0,0.229,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,GREECE (feat. Drake)
0.00471,0.779,192804.0,0.705,7eX3um6NpOQKWJMGCi97XD,0.0,6.0,0.0971,-5.891,0.0,0.163,140.005,4.0,0.196,5f7VJjfbwm532GiveGC0ZK,Lil Baby,Real As It Gets (feat. EST Gee)
0.00815,0.688,164580.0,0.647,25zlnOAzbVoOzIeXSvQFf1,1.65e-05,2.0,0.095,-7.258,1.0,0.19,88.834,4.0,0.195,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,Got It On Me
0.237,0.83,173711.0,0.585,6Im9k8u9iIzKMrmV7BWtlF,0.0,0.0,0.248,-6.476,1.0,0.094,109.978,4.0,0.485,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,34+35
0.0332,0.754,198973.0,0.449,6DCZcSspjsKoFjzjrWoCdn,8.29e-05,7.0,0.552,-9.211,1.0,0.109,77.169,4.0,0.357,3TVXtAsR1Inumwj472S9r4,Drake,God's Plan
0.468,0.737,172325.0,0.802,35mvY5S1H3J2QZyna3TFe0,0.0,0.0,0.0931,-4.771,1.0,0.0878,144.015,4.0,0.682,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,positions
0.72,0.498,179080.0,0.235,4ZLzoOkj0MPWrTLvooIuaa,0.0,1.0,0.144,-16.541,0.0,0.188,118.917,4.0,0.0895,4qIVPF0s71ZYW3qzhu5GkF,Kina,Get You The Moon (feat. Snøw)
0.0277,0.92,165726.0,0.833,4PklAHGXT5ityno3IA8SKd,0.0,1.0,0.0596,-3.18,1.0,0.253,141.034,4.0,0.645,6AgTAQt8XS6jRWi4sX7w49,Polo G,Go Stupid
0.328,0.701,194088.0,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,4.0,0.562,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,bad guy
0.821,0.739,146390.0,0.522,4vHNeBWDQpVCmGbaccrRzi,0.00124,7.0,0.233,-12.304,0.0,0.151,138.263,4.0,0.619,4iMO20EPodreIaEl8qW66y,Still Woozy,Goodie Bag
0.0758,0.809,144349.0,0.638,6cQ08IpBxxfGcSKxqE3NmB,0.0,1.0,0.15,-7.268,0.0,0.257,117.982,4.0,0.392,6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign)
0.621,0.512,178147.0,0.58,4TCc369aRPRubv1m8R1TBG,1.72e-05,3.0,0.513,-6.658,0.0,0.029,159.847,3.0,0.303,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,Got What I Got
0.931,0.421,177922.0,0.0952,34xTFwjPQ1dC6uJmleno7x,0.000201,6.0,0.126,-12.561,1.0,0.0479,109.698,4.0,0.0773,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,Godspeed
0.0174,0.311,168086.0,0.607,2pn8dNVSpYnAtlKFC8Q0DJ,0.0,1.0,0.131,-6.578,1.0,0.11,188.7,4.0,0.286,3eVa5w3URK5duf6eyVDbu9,ROSÉ,On The Ground
0.456,0.548,174853.0,0.653,0t3ZvGKlmYmVsDzBJAXK8C,0.0,5.0,0.103,-3.875,1.0,0.081,150.068,4.0,0.163,246dkjvS1zLTtiykXe5h60,Post Malone,Goodbyes (feat. Young Thug)
0.0969,0.573,271387.0,0.545,7vgTNTaEz3CsBZ1N4YQalM,0.0,7.0,0.329,-4.247,0.0,0.0288,83.378,4.0,0.297,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,Ghost Town
0.146,0.706,223253.0,0.558,2tJulUYLDKOg9XrtVkMgcJ,0.0,2.0,0.118,-7.237,0.0,0.0593,110.443,4.0,0.227,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,Grenade
0.0706,0.676,237735.0,0.609,5yY9lUy8nbvjM1Uyo1Uqoc,0.0,2.0,0.152,-5.831,0.0,0.481,142.037,4.0,0.508,1RyvyyTE3xzB2ZywiAwp0i,Future,Life Is Good (feat. Drake)
0.0159,0.718,213107.0,0.691,6ihL9TjfRjadfEePzXXyVF,0.0,4.0,0.0627,-6.44,1.0,0.0387,100.008,4.0,0.552,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,Gives You Hell
0.00473,0.731,139461.0,0.675,7kDUspsoYfLkWnZR7qwHZl,0.0,5.0,0.141,-5.134,0.0,0.0434,124.939,4.0,0.298,6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,my ex's best friend (with blackbear)
0.107,0.731,177847.0,0.65,6cjSh516BbrNUs213jDAGm,0.0,0.0,0.124,-5.286,1.0,0.271,154.968,4.0,0.605,5CiGnKThu5ctn9pBxv7DGa,benny blanco,Graduation (with Juice WRLD)
0.629,0.735,220488.0,0.449,4wVOKKEHUJxHCFFNUWDn0B,0.0,10.0,0.113,-7.507,1.0,0.347,122.947,4.0,0.0397,3TVXtAsR1Inumwj472S9r4,Drake,Chicago Freestyle (feat. Giveon)
0.0195,0.629,207627.0,0.696,1PS1QMdUqOal0ai3Gt7sDQ,0.0,1.0,0.0554,-5.572,0.0,0.348,93.034,4.0,0.623,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,Gold Digger
0.349,0.511,239836.0,0.566,285pBltuF7vW8TeWk8hdRR,0.0,6.0,0.34,-7.23,0.0,0.2,83.903,4.0,0.218,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,Lucid Dreams
0.853,0.794,342040.0,0.32,1DWZUa5Mzf2BwzpHtgbHPY,0.134,1.0,0.112,-12.92,0.0,0.173,174.088,4.0,0.241,4LLpKhyESsyAXpc4laK94U,Mac Miller,Good News
0.0852,0.897,145543.0,0.662,78QR3Wp35dqAhFEc2qAGjE,0.0,1.0,0.534,-6.903,0.0,0.292,112.511,4.0,0.389,5f7VJjfbwm532GiveGC0ZK,Lil Baby,Drip Too Hard (Lil Baby & Gunna)
0.81,0.847,120000.0,0.448,0j8ppsOOawdPCJnSTcXgOy,1.35e-05,0.0,0.325,-10.14,1.0,0.416,79.975,4.0,0.488,5IbEL2xjRtKsunfmsahLuO,$NOT,GOSHA
0.00161,0.614,105176.0,0.937,7bCfHiRcfUjG0YVVNUL7Ve,0.00136,1.0,0.103,-7.443,1.0,0.115,84.98,4.0,0.386,7yntSJ6uojO3z6GFUVwhAW,CORPSE,E-GIRLS ARE RUINING MY LIFE!
0.022,0.91,276333.0,0.444,4knL4iPxPOZjQzTUlELGSY,0.0,1.0,0.137,-8.126,0.0,0.344,149.953,4.0,0.53,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,Rake It Up (feat. Nicki Minaj)
0.0303,0.872,172853.0,0.785,5uVjUTstAPE3lhgjNSVGUB,0.0,1.0,0.0798,-5.463,1.0,0.153,95.991,4.0,0.723,1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,Rakata
0.518,0.656,271093.0,0.462,18a9EGG4xhRELv7bgAw5hb,0.000137,11.0,0.091,-14.072,0.0,0.0373,116.049,4.0,0.642,6P7H3ai06vU1sGvdpBwDmE,Steely Dan,Rikki Don't Lose That Number
0.126,0.878,172987.0,0.933,3wAbP40X5P9EVWkwmszInb,0.0,1.0,0.531,-3.093,0.0,0.277,154.006,4.0,0.601,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,Rake It Up - Diplo & Party Favor Remix
0.0561,0.853,227600.0,0.606,3WkibOpDF7cQ5xntM1epyf,0.0,0.0,0.313,-4.596,1.0,0.0713,94.759,4.0,0.654,5EvFsr3kj42KNv97ZEnqij,Shaggy,It Wasn't Me
0.061,0.795,186067.0,0.523,5dNfHmqgr128gMY2tc5CeJ,0.0,1.0,0.0914,-7.165,1.0,0.0423,133.024,4.0,0.855,2mxe0TnaNL039ysAj51xPQ,R. Kelly,Ignition - Remix
0.0195,0.527,92716.0,0.935,4iKJyzLR23h9B4qXypuDe2,0.00183,2.0,0.206,-3.81,0.0,0.471,110.181,4.0,0.144,3uL4UpqShC4p2x1dJutoRW,Ghostemane,Rake
0.00207,0.782,127530.0,0.913,7a1NQysQEr9RVwCjZMz3Tn,0.0,6.0,0.342,-3.215,0.0,0.0955,149.994,4.0,0.212,4OYIkXBBN6ET96coWyWAXh,Germ,Rukus
0.00228,0.288,196053.0,0.696,2VDxMrYLnQy8NdsKCzbdnO,0.0228,7.0,0.295,-7.315,1.0,0.0436,136.531,4.0,0.167,3p0vuGnsU3JN0ZVBLiJwmp,Dead Ghosts,Roky Said
0.21,0.782,156595.0,0.506,3t569VeQIiD2MqsSCbRKkx,3.95e-05,11.0,0.2,-11.192,1.0,0.331,94.431,4.0,0.333,6O1vRHWVGKJTnWuJmItnsx,Rio Da Yung Og,R3kless
0.819,0.654,240000.0,0.235,4jnO4ztskhv3YkqgFnewtD,0.0,2.0,0.0891,-11.292,0.0,0.159,88.903,4.0,0.061,3iri9nBFs9e4wN7PLIetAw,gnash,feelings fade
0.113,0.904,144260.0,0.889,0fPJmuCrbCWzGgwPhnCpNV,0.00508,6.0,0.361,-3.797,1.0,0.0932,98.016,4.0,0.761,0IUvQ8DrCymt5IHywZsda2,John Eric,Raka Taka Taka
0.0289,0.9,171870.0,0.938,0jEewMPhKF81T4XGsrZiq4,0.126,11.0,0.218,-5.216,1.0,0.294,94.995,4.0,0.357,3Hrqjumb6WHg2aAUHJHLND,LSDREAM,REKT
0.00333,0.575,90363.0,0.646,2entJQOlgT4FDZryfncs6L,0.0,6.0,0.0961,-6.071,0.0,0.047,97.966,4.0,0.816,5ZcXM1KFH6hhLoBIdgCnap,Miura Jam,Rakuen (Dr. Stone)
0.936,0.137,123799.0,0.0308,7wKteYGjLxGYGYw45SFCS0,0.953,5.0,0.126,-30.158,1.0,0.0411,83.557,4.0,0.0389,19muc2M3JSNOXolYB1Z2Eh,Raku-Nu,दुनिया के सपने
0.581,0.79,247455.0,0.74,2oNRoniEFnPdaCfkOQ9m0C,0.000165,10.0,0.523,-7.505,0.0,0.168,133.526,4.0,0.948,5FVBduYaeVBb6JIghza7v6,Santhosh Narayanan,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")"
0.587,0.675,137459.0,0.354,5iyi1leXGvXDOiyt28f8HP,0.169,2.0,0.386,-14.607,0.0,0.0391,120.05,4.0,0.123,1csp9v9FfSxU0LcBtfWFCb,Tibeauthetraveler,Rakuyou
0.39,0.808,133895.0,0.646,2JNQ9v4arowDvvi328CWMO,2.25e-06,7.0,0.103,-9.305,1.0,0.226,95.016,4.0,0.626,7q836WTO8OHUS85E2RyxxA,Rucci,Windows Down
0.996,0.391,152231.0,0.00241,3Se2ifaSm69Np4OtyaNNKa,0.949,7.0,0.134,-30.569,1.0,0.079,67.191,4.0,0.388,57Mmf69hQyTIEZxSCo4k5H,Réka Ioescu,Endymion
0.56,0.865,95347.0,0.598,7k9o4v6mtbPVEl9ezk6nvf,0.0,9.0,0.241,-9.97,1.0,0.484,89.995,4.0,0.604,1o1PHuHxm4jsoDv383oTZY,Kwyd,rek
0.525,0.476,127676.0,0.501,7E4yGBTLJkGe720AaW0mmn,0.79,0.0,0.105,-14.632,0.0,0.0308,112.77,4.0,0.0831,4BaLCd3jxHYVzyfVl6xwHw,Tree Blossom,Reked Life
0.0984,0.621,256133.0,0.481,0DBIL8arX0Zo6eAuxNIpik,0.0,11.0,0.241,-8.016,1.0,0.0371,65.004,4.0,0.679,2mxe0TnaNL039ysAj51xPQ,R. Kelly,Bump n' Grind
0.0716,0.835,330600.0,0.571,6w1DBbA8akxHPiBQ6nAyJq,0.0,8.0,0.0604,-4.771,0.0,0.102,138.038,4.0,0.902,2mxe0TnaNL039ysAj51xPQ,R. Kelly,I'm a Flirt Remix (feat. T.I. & T-Pain)
0.506,0.717,252933.0,0.583,6OSmeoh8kXhCfz9WqvzDoJ,0.0,1.0,0.0821,-5.008,1.0,0.146,139.76,4.0,0.816,2mxe0TnaNL039ysAj51xPQ,R. Kelly,Same Girl (with Usher)
0.432,0.393,107369.0,0.23,2bS0HSSNAzutwQ8RiPRRcB,0.944,4.0,0.131,-13.362,0.0,0.0409,90.469,4.0,0.309,5MiBitkaueZuGFz3c8ofGb,Gikorko,Rukia
0.0386,0.478,240202.0,0.898,2Jfq4EYkZUdg0d3m0uRnQr,0.000235,9.0,0.229,-5.921,0.0,0.1,156.922,4.0,0.477,5qvrAlKjc0Sqrqz6v2wBGk,JT Music,Rekindled
0.0107,0.747,317933.0,0.68,5Nn2Dj7OQsGL6pgQ9iIzPp,0.803,1.0,0.0964,-6.187,1.0,0.0346,93.804,4.0,0.594,1O3ZOjqFLEnbpZexcRjocn,RJD2,Ghostwriter
0.612,0.671,161819.0,0.438,2mHp4X0GDuzKr5ovAMHdpQ,0.0,7.0,0.0947,-7.804,1.0,0.103,131.92,4.0,0.854,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,Know No Better (feat. DaBaby)
0.112,0.653,160191.0,0.524,6tDDoYIxWvMLTdKpjFkc1B,0.0,11.0,0.203,-9.016,0.0,0.0502,83.97,4.0,0.553,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,telepatía
0.00786,0.637,162399.0,0.69,7a53HqqArd4b9NF4XAmlbI,0.0,1.0,0.124,-4.057,0.0,0.0405,129.857,4.0,0.457,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,Kings & Queens
0.65,0.709,160000.0,0.548,1tkg4EHVoqnhR6iFEXb60y,1.59e-06,10.0,0.133,-8.493,1.0,0.353,83.995,4.0,0.543,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,What You Know Bout Love
0.00664,0.545,233933.0,0.865,6ZOBP3NvffbU4SZcrnt1k6,1.1e-05,11.0,0.168,-5.708,0.0,0.0286,99.009,4.0,0.543,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,Kryptonite
0.213,0.662,161385.0,0.413,27OeeYzk6klgBh83TSvGMA,0.0,0.0,0.134,-7.357,1.0,0.0299,93.005,4.0,0.467,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,WITHOUT YOU
0.0485,0.669,139729.0,0.629,6aHoPULNO7pSL2ZfUY0bU8,0.0,1.0,0.346,-6.032,0.0,0.0657,125.935,4.0,0.683,2SJhf6rTOU53g8yBdAjPby,SoFaygo,Knock Knock
0.737,0.495,158324.0,0.333,137mSruegm1u6x9NvwiagR,0.0,4.0,0.112,-10.109,0.0,0.0288,99.757,4.0,0.37,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,Unstable (feat. The Kid LAROI)
0.535,0.877,151249.0,0.607,1SF8piqsZWn86DajVKih8F,0.0,10.0,0.138,-7.818,0.0,0.15,127.055,4.0,0.773,7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,Kacey Talk
0.127,0.595,174406.0,0.543,6F2r4HgpJnvKDmkN6JEN6J,0.0,11.0,0.0975,-8.149,1.0,0.038,99.928,4.0,0.109,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,As I Am (feat. Khalid)
0.0185,0.758,193387.0,0.712,2q4rjDy9WhaN3o9MvDbO21,0.0,7.0,0.0677,-3.781,1.0,0.112,149.998,4.0,0.795,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,Kiss Me Thru The Phone
0.934,0.351,200186.0,0.296,0u2P5u6lvoDfwTYjAADbn4,0.0,4.0,0.095,-10.109,0.0,0.0333,115.284,4.0,0.12,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,lovely (with Khalid)
0.326,0.753,145078.0,0.68,0kEZlJh4mK1QRfb3CT5LPk,4.15e-05,5.0,0.423,-7.092,0.0,0.0349,105.977,4.0,0.192,1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,Kill Yourself (Part III)
0.432,0.715,203173.0,0.584,0b2IVjeD268pYd7VUhmtKI,1.41e-06,8.0,0.095,-8.231,1.0,0.0296,90.99,4.0,0.609,6yJCxee7QumYr820xdIsjo,Zac Brown Band,Knee Deep (feat. Jimmy Buffett)
0.221,0.7,140526.0,0.722,3tjFYV6RSFtuktYl3ZtYcq,0.0,7.0,0.272,-3.558,0.0,0.0369,90.989,4.0,0.756,6fWVd57NKTalqvmjRd2t8Z,24kGoldn,Mood (feat. iann dior)
0.145,0.79,181436.0,0.694,0TrPqhAMoaKUFLR7iYDokf,0.00252,9.0,0.281,-7.726,0.0,0.0708,103.007,4.0,0.508,6LuN9FCkKOj5PcnpouEgny,Khalid,Know Your Worth
0.584,0.357,198040.0,0.425,4xqrdfXkTW4T0RauPLv3WA,0.0,5.0,0.322,-7.301,1.0,0.0333,102.078,3.0,0.27,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,Heather
0.00064,0.375,176387.0,0.93,33SNO8AaciGbNaQFkxvPrW,0.0,2.0,0.318,-2.631,1.0,0.0561,147.124,4.0,0.491,6KImCVD70vtIoJWnq6nGn3,Harry Styles,Kiwi
0.0115,0.64,216320.0,0.74,6K4t31amVTZDgR3sKmwUJJ,0.00678,4.0,0.167,-4.083,1.0,0.0284,116.879,4.0,0.785,5INjqkS1o8h1imAzPqGZBb,Tame Impala,The Less I Know The Better
0.00076,0.451,302840.0,0.931,1jJci4qxiYcOHhQR247rEU,0.0049,9.0,0.361,-3.871,1.0,0.0719,122.961,4.0,0.172,0SwO7SWeDHJijQ3XNS7xEE,MGMT,Kids
0.0439,0.877,172185.0,0.677,43BlKpJcSrC9AsJ3F1DKg9,0.0,5.0,0.0986,-4.969,0.0,0.356,144.941,4.0,0.627,3hcs9uc56yIGFCSy9leWe7,Lil Durk,Still Trappin' (with King Von)
0.00125,0.359,282653.0,0.981,7GonnnalI2s19OCQO1J7Tf,0.00236,7.0,0.284,-3.622,0.0,0.303,178.98,4.0,0.271,0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,Kickstart My Heart
0.0689,0.632,167903.0,0.595,6ft4hAq6yde8jPZY2i5zLr,0.0,8.0,0.209,-7.644,0.0,0.0401,124.114,4.0,0.435,0xRXCcSX89eobfrshSVdyu,MEDUZA,Paradise (feat. Dermot Kennedy)
0.0578,0.329,282206.0,0.444,1170VohRSx6GwE6QDCHPPH,0.0352,1.0,0.113,-9.973,1.0,0.0417,162.279,4.0,0.225,6p2HnfM955TI1bX34dkLnI,The Backseat Lovers,Kilby Girl
0.0266,0.466,313573.0,0.833,59WN2psjkt1tyaxjspN8fp,0.0,7.0,0.0327,-4.215,1.0,0.304,88.785,4.0,0.661,2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,Killing In The Name
0.0469,0.727,191406.0,0.626,5f1joOtoMeyppIcJGZQvqJ,2.58e-05,7.0,0.126,-8.415,1.0,0.0726,86.97,4.0,0.322,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,Be Like That - feat. Swae Lee & Khalid
0.0119,0.584,221426.0,0.911,6y4GYuZszeXNOXuBFsJlos,0.0,5.0,0.119,-3.515,0.0,0.09,92.502,4.0,0.606,58oPVy7oihAEXE0Ott6JOf,Eve,Kaikai Kitan
0.371,0.558,180387.0,0.559,7KA4W4McWYRpgf0fWsJZWB,7.49e-06,6.0,0.109,-9.222,1.0,0.0959,78.558,4.0,0.62,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",See You Again (feat. Kali Uchis)
0.145,0.733,239600.0,0.71,7w87IxuO7BDcJ3YUqCyMTT,0.115,5.0,0.0956,-5.849,0.0,0.0292,127.975,4.0,0.965,7gP3bB2nilZXLfPHJhMdvc,Foster The People,Pumped Up Kicks
0.186,0.548,272394.0,0.532,5FVd6KXrgO9B3JPmC8OPst,0.000263,5.0,0.217,-7.596,1.0,0.0323,85.03,4.0,0.405,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,Do I Wanna Know?
0.0488,0.599,184524.0,0.742,49UDOG8DoBajXTJSTqfRMg,0.32,11.0,0.0916,-6.886,1.0,0.0419,131.014,4.0,0.493,1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,Kyoto
0.0279,0.765,298773.0,0.29,0Q0IVlqMV64kNLlwjPj0Hl,0.0,4.0,0.571,-17.117,0.0,0.139,92.409,4.0,0.506,2WKdxPFRD7IqZvlIAvhMgY,Fugees,Killing Me Softly With His Song
0.591,0.864,244973.0,0.495,4wCmqSrbyCgxEXROQE6vtV,0.000133,0.0,0.0992,-7.036,1.0,0.037,129.062,4.0,0.72,2AsusXITU8P25dlRNhcAbG,Gotye,Somebody That I Used To Know
3.81e-05,0.403,236293.0,0.965,1IT0WQk5J8NsaeII8ktdlZ,0.000276,6.0,0.341,-2.238,1.0,0.0964,112.363,4.0,0.431,4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,King For A Day
0.482,0.829,200310.0,0.527,6tZ3b7ik1QDXFAZlXib0YZ,0.0,6.0,0.631,-6.644,0.0,0.367,116.079,4.0,0.475,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,Kevin’s Heart
0.00776,0.63,172762.0,0.633,3Z8FwOEN59mRMxDCtb8N0A,0.0,4.0,0.0541,-7.088,1.0,0.0457,93.995,4.0,0.452,64KEffDW9EtZ1y2vBYgq8T,Marshmello,Be Kind (with Halsey)
0.0469,0.674,189933.0,0.778,4Jz4bjXeiF2SXVj9P4YfY5,0.0,0.0,0.145,-5.367,1.0,0.0376,90.01,4.0,0.816,2oX42qP5ineK3hrhBECLmj,Andy Grammer,Keep Your Head Up
0.189,0.769,159715.0,0.787,6Ozh9Ok6h4Oi1wUSLtBseN,0.0,11.0,0.129,-3.909,1.0,0.367,126.77,4.0,0.836,4r63FhuTkUYltbVAg5TQnk,DaBaby,BOP
0.00589,0.884,234693.0,0.657,0N3W5peJUQtI4eyR6GJT5O,0.0,6.0,0.154,-4.569,0.0,0.0977,107.059,4.0,0.489,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,King Kunta
0.000813,0.645,229670.0,0.705,51rXHuKN8Loc4sUlKPODgH,0.0,1.0,0.128,-5.008,1.0,0.299,137.133,4.0,0.376,28ExwzUQsvgJooOI0X1mr3,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
0.323,0.763,191050.0,0.835,6hvczQ05jc1yGlp9zhb95V,0.00221,2.0,0.225,-5.234,0.0,0.191,131.875,4.0,0.645,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,Kill This Love
0.00162,0.628,185773.0,0.639,6KfoDhO4XUWSbnyKjNp9c4,0.0,8.0,0.354,-5.46,1.0,0.0435,108.045,4.0,0.493,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,Maniac
