acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,arstist_id,artist_name,name
0.0974,0.671,170600.0,0.541,6CduUOTYsQo3j7AlxT7Jrm,0.0,1.0,0.106,-5.477,1.0,0.368,180.046,4.0,0.542,1Yss4ClgrS9sIprNlq5O3l,Yhung T.O.,Blame Em
0.0326,0.744,206420.0,0.868,69vlMrzHwATKzupwNcUPyK,0.0,1.0,0.0822,-4.524,1.0,0.047,93.037,4.0,0.586,4q3ewBCX7sLwd24euuV69X,Bad Bunny,La Santa
0.0458,0.676,161201.0,0.574,6YOhBUbuXGUFsTTOwZZ3kI,0.0,10.0,0.274,-8.595,0.0,0.317,140.167,4.0,0.387,1fqzcp3dzZD1YGQ2RT5pYs,Slimesito,Yhap
0.0861,0.685,163084.0,0.848,6NfrH0ANGmgBXyxgV2PeXt,7.14e-06,8.0,0.0783,-4.561,0.0,0.0858,179.87,4.0,0.761,4q3ewBCX7sLwd24euuV69X,Bad Bunny,La Difícil
0.126,0.819,172712.0,0.672,7lOtRlPHsSVSwoKi1U0BpX,2.07e-06,4.0,0.115,-4.494,0.0,0.325,100.127,4.0,0.373,1Yss4ClgrS9sIprNlq5O3l,Yhung T.O.,Slidin'
0.169,0.86,175918.0,0.791,4r9jkMEnArtWGH2rL2FZl0,0.000106,0.0,0.106,-4.784,1.0,0.0568,92.023,4.0,0.887,4q3ewBCX7sLwd24euuV69X,Bad Bunny,A Tu Merced
0.372,0.565,343898.0,0.459,0sPPjgqVXD58wnhwQBHLsF,2.09e-06,4.0,0.126,-10.604,1.0,0.0473,75.02,4.0,0.0946,1GDdTeLX9EAledKnHJaZ7i,We Will Worship,YHWH (Yahweh)
0.132,0.55,232496.0,0.598,5J7teKIJGtqVypgYI6sqXj,2.58e-06,11.0,0.0955,-5.402,0.0,0.0831,83.836,4.0,0.543,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Una Vez
0.0816,0.791,89488.0,0.542,1f4SXhGkHUTpd9ytxIubGM,0.857,1.0,0.085,-10.283,1.0,0.307,109.889,4.0,0.639,6qFSRydTVuBdeVBAXGFUmx,YHWH,Knowledge is Power
0.31,0.737,196500.0,0.766,4j4w4CXm6BSr0s25wAWrrX,6.63e-06,10.0,0.114,-4.242,0.0,0.0458,93.956,4.0,0.662,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Bichiyal
0.0965,0.844,176483.0,0.462,6mzOtFji2ADl8cPqRKYMZ3,0.0,8.0,0.143,-10.705,1.0,0.544,125.935,4.0,0.825,0aKS1m1pFD0WwcYo6P02HU,YungLiV,Dead Oppz
0.0852,0.705,158049.0,0.866,60jXfwJSs1C0UXANVxz9vY,0.0,1.0,0.161,-4.55,1.0,0.0565,164.117,4.0,0.198,33VENhd4NxUxZztcOX7KP2,Pacman da Gunman,Broke The Bank
0.0475,0.882,160638.0,0.612,75pQqzwgCjUOSSy5CpmAjy,5.07e-06,4.0,0.182,-6.103,1.0,0.118,147.982,4.0,0.742,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Pero Ya No
0.033,0.94,175387.0,0.826,6FbR8waHGFBh0YuEmyBkvf,0.0,0.0,0.843,-3.548,1.0,0.251,103.948,4.0,0.839,1Yss4ClgrS9sIprNlq5O3l,Yhung T.O.,Ruthless
0.267,0.85,210607.0,0.536,38RIEav39FGi86jppxO0du,3.89e-05,1.0,0.0996,-5.161,1.0,0.0599,96.029,4.0,0.505,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Ignorantes
0.0231,0.907,156500.0,0.726,1hRfeEUeSLZ2MVUQI15sOK,0.0,7.0,0.161,-5.716,1.0,0.07,100.012,4.0,0.358,33VENhd4NxUxZztcOX7KP2,Pacman da Gunman,We Up
0.092,0.761,243276.0,0.732,4NqQaovM14WR2hNPMFxgjb,0.0,4.0,0.0716,-5.469,0.0,0.0549,151.982,4.0,0.542,4q3ewBCX7sLwd24euuV69X,Bad Bunny,25/8
0.119,0.691,184250.0,0.746,6MAuc4LNtx53Z9xbH8Io0N,0.0,7.0,0.151,-3.819,1.0,0.28,179.89,4.0,0.429,33VENhd4NxUxZztcOX7KP2,Pacman da Gunman,Boss Moves
0.117,0.71,159282.0,0.81,7sOfmPd18RWp3FoCzpa7Kw,0.000132,2.0,0.154,-5.507,1.0,0.0854,92.041,4.0,0.184,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Soliá
0.0478,0.64,197304.0,0.595,29ZKAOqkfv1mY2sJo1kjG1,0.0,4.0,0.137,-6.606,0.0,0.188,89.088,4.0,0.141,4AA474G2hRfrHyGrfyDseO,Mozzy,Home to Me
0.000528,0.491,270373.0,0.984,4C5o4rt44D0eYbeCWpshiT,0.0349,10.0,0.302,-6.656,1.0,0.0635,92.537,3.0,0.222,41nB823nb3wxEI25UeGHqG,Stam1na,Yhdeksän tien päät
0.2,0.762,136893.0,0.801,5kqNIqFjijuzvVLhuY9B8j,7.04e-05,1.0,0.254,-3.661,0.0,0.0409,93.992,4.0,0.81,4q3ewBCX7sLwd24euuV69X,Bad Bunny,La Zona
0.00298,0.745,209165.0,0.467,0iNvKbry7seZx3rus7cYj8,0.0,1.0,0.0814,-9.265,1.0,0.106,95.026,4.0,0.154,0FtsMKmZEq8fBWqdSOWtqp,03 Greedo,Bacc to Bacc (feat. Yhung T.O.)
0.0732,0.81,227939.0,0.854,4saHEjXw7O1NXJOzBkUKKG,0.0,10.0,0.123,-3.999,0.0,0.254,154.083,4.0,0.879,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Está Cabrón Ser Yo
0.432,0.73,155360.0,0.504,6GT8IMG8CtWXrdjPr94FL6,0.0,1.0,0.175,-8.656,0.0,0.24,93.025,4.0,0.372,1Yss4ClgrS9sIprNlq5O3l,Yhung T.O.,On My Momma
0.602,0.631,157967.0,0.665,4MZSqgwlE71CWZ6qQ3gkKm,1.7e-06,10.0,0.152,-7.589,0.0,0.229,80.353,4.0,0.634,4q3ewBCX7sLwd24euuV69X,Bad Bunny,<3
0.0583,0.621,159184.0,0.697,2BJzssrWYKnURgJNFi0k2e,0.0,8.0,0.131,-7.011,1.0,0.309,97.906,4.0,0.611,2TImI3DW7o5MdRXJs4D37h,SOB X RBE,Can’t Go Back (feat. Yhung T.O. & YoungBoy Never Broke Again)
0.409,0.82,258280.0,0.635,0fgsKar6uBO08vzHXkTjWi,0.0,5.0,0.244,-5.749,0.0,0.0772,101.024,4.0,0.528,4q3ewBCX7sLwd24euuV69X,Bad Bunny,P FKN R
0.0577,0.675,213889.0,0.625,6NQcS5Q3lHOL7bTSeMNo6C,1.21e-06,2.0,0.116,-5.348,1.0,0.273,98.767,4.0,0.221,1Yss4ClgrS9sIprNlq5O3l,Yhung T.O.,Misunderstood
0.0869,0.683,240253.0,0.677,1V8XneTrX6kKeoxYbk4x6h,0.0,1.0,0.0998,-4.496,1.0,0.0469,156.019,4.0,0.514,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Hablamos Mañana
0.136,0.792,209906.0,0.545,4KzlNJ8UzZ9zisABxv9jB0,0.00474,8.0,0.0652,-8.774,1.0,0.0655,100.017,4.0,0.561,0h0C8mMT21p0Ixq6qO1UMH,$tupid Young,Ready For War
0.311,0.867,190207.0,0.686,5gCg2qMPzKkW4jS4dBKdDs,0.0,4.0,0.1,-5.342,1.0,0.221,139.968,4.0,0.658,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Puesto Pa' Guerrial
0.00301,0.504,215707.0,0.577,4SraXaxcjXHsrlKozb2HMt,0.846,2.0,0.248,-7.18,1.0,0.0303,124.82,4.0,0.276,4DAuhWUSCvn4FFcVpgIqY6,Cloudkicker,YHWH
0.0164,0.518,238920.0,0.904,3kVuWyZlkxcY1GSpLMXW6N,0.0,2.0,0.843,-6.461,1.0,0.0762,124.71,4.0,0.633,2eC9PRaCt7ruWG3wb6HrzF,The Yeshiva Boys Choir,Y'hey
0.969,0.17,373682.0,0.0375,06QCBd1rbfcTmic9SSbtEy,0.647,7.0,0.14,-30.581,0.0,0.041,125.989,4.0,0.0291,33Ce3TUIc2sa9ZsGXbj6dZ,kwajbasket,Yhnd9.Mnf
0.00107,0.822,168552.0,0.797,5Aq81B87P7XVqNFvveuxjy,0.0,1.0,0.316,-5.556,1.0,0.257,97.086,4.0,0.459,2TImI3DW7o5MdRXJs4D37h,SOB X RBE,"Let Em Have It (feat. DaBoii, Yhung T.O., Slimmy B & Shoreline Mafia)"
0.255,0.32,331228.0,0.621,2ox1qytb8vgalaLxrgMWke,0.0,2.0,0.0833,-4.259,1.0,0.0726,75.016,4.0,0.253,40tzRHO6w4wROAdb6Sr21l,Donald Lawrence,YHWH (The Sound of My Breathing) [feat. Jekalyn Carr] (feat. Jekalyn Carr)
0.0151,0.876,181224.0,0.357,1KcD093Y88iecFeUMSMRpj,0.0,11.0,0.107,-12.252,0.0,0.389,97.984,4.0,0.414,0ktQyBsFidxvy9e6naHXMo,Lil Weirdo,Yung Bosses
0.428,0.666,148140.0,0.534,3CpD9Iyez21bXjIfmfU2dY,0.0,6.0,0.0655,-10.681,0.0,0.457,91.842,4.0,0.579,1hJLa2xougrPDKVtVu0SAx,Yh8 Dee,No Time
0.0211,0.823,211192.0,0.693,2UQXJ2jAdmP6Vr1t1C5uAX,0.0,2.0,0.26,-6.503,1.0,0.259,101.091,4.0,0.318,5cArDHkqduJNS4bIuR1mnU,Kt Foreign,War with Me
0.012,0.429,241745.0,0.486,1WgyqQW98T40bJh7PJH2M1,0.886,5.0,0.365,-8.852,1.0,0.0328,135.015,4.0,0.0821,5FvtVMNjZKDtEiMFEvrSvJ,Yheti,Disenchanted
0.534,0.748,182045.0,0.52,6JIsgdxs4XGSJX6SVE4QEe,0.0,0.0,0.109,-9.379,0.0,0.221,92.033,4.0,0.765,0FtsMKmZEq8fBWqdSOWtqp,03 Greedo,Onna Way to the Paper (feat. Yhung T.O.)
0.0317,0.79,177813.0,0.701,4JUPEh2DVSXFGExu4Uxevz,8.06e-05,9.0,0.0311,-4.81,1.0,0.365,159.972,4.0,0.91,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,Ice Cream (with Selena Gomez)
0.604,0.657,209800.0,0.754,2oMK6wCkJ9t9sGVuUS7FXI,0.889,4.0,0.106,-6.09,1.0,0.0359,120.04,4.0,0.797,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,The Blues Night
0.15,0.741,233613.0,0.845,2v5JTeM6hSmi5wWy7jiwrI,0.0,5.0,0.174,-3.568,0.0,0.0381,129.939,4.0,0.926,2kCcBybjl3SAtIcwdWpUe3,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy)
0.71,0.641,151000.0,0.33,6gdocISj6lSnc0UdRszQPm,0.0923,4.0,0.104,-13.893,0.0,0.0537,131.946,4.0,0.124,2xvtxDNInKDV4AvGmjw6d1,Bladee,I.E.E.
0.0025,0.979,254467.0,0.792,3XVozq1aeqsJwpXrEZrDJ9,7.71e-06,2.0,0.102,-2.784,1.0,0.0388,116.012,4.0,0.583,7GXXMm3DB1VswVcuGyInUd,Vanilla Ice,Ice Ice Baby
0.482,0.364,171796.0,0.313,7IvYZPAo361r3N7pLSkGEB,0.834,4.0,0.252,-10.918,0.0,0.0869,199.99,4.0,0.0518,7xJqZn92FHmrPc6tdWfDfu,HÖNS,Remember IEEE1394
0.639,0.604,191413.0,0.541,0TCt7OFRdD8PQ6vTRQxNgQ,0.0,1.0,0.169,-7.378,0.0,0.0915,134.326,4.0,0.892,2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,"I've Got a Dream - From ""Tangled""/Soundtrack Version"
0.705,0.667,239335.0,0.696,1hKhBpRIGMD5xYigAJ7EA7,0.0308,4.0,0.111,-6.402,1.0,0.0289,102.001,4.0,0.588,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Dancing with the Blue Rabbit
0.0692,0.939,195815.0,0.438,2ZLXySbOZbdg1uLpC48zzJ,0.0,1.0,0.138,-5.857,1.0,0.126,118.007,4.0,0.625,5bgfj5zUoWpyeVatGDjn6H,K CAMP,Ice Cold
0.0171,0.814,112300.0,0.586,64FMzGUfTqZ2C6WjUTHQ8I,0.781,11.0,0.108,-14.868,0.0,0.056,109.005,4.0,0.418,7dUFvvfrLqF1x7K0endZ6y,Juan Relyx,"I Don't Want to Know, Ieee"
0.0874,0.7,289067.0,0.781,4BFMQ15vXr626UOoZL8bUI,0.00342,6.0,0.059,-8.255,0.0,0.0507,108.695,4.0,0.385,1XE70WwxhnrXNAJYQQ9ygx,Bill Medley,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack"
0.512,0.482,145634.0,0.324,3dESXy1KYrAtoEL56M4I87,0.0,7.0,0.147,-11.814,0.0,0.321,85.519,4.0,0.378,5wbmTCO7zA00E7UMZct5gs,Kyn'iee Monday,Fuck With Me
0.000595,0.851,237320.0,0.598,57QFOU3f7O0gDLadxv5z8w,0.0,0.0,0.343,-8.356,1.0,0.439,180.046,4.0,0.654,5MAp6rMiUJjRLXMWtArXRS,Dorrough Music,Ice Cream Paint Job
0.773,0.387,247283.0,0.494,1rf1PUNurtv31gNDhn5C1s,0.29,0.0,0.14,-8.581,1.0,0.0332,79.842,3.0,0.367,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Long Story Short
0.452,0.585,223760.0,0.247,3aEJMh1cXKEjgh52claxQp,8.85e-06,1.0,0.107,-12.612,1.0,0.04,127.15,4.0,0.591,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,I've Got You Under My Skin - Remastered 1998
0.925,0.464,237093.0,0.596,1oCLFvAM8KI2ZFeHiwfWWw,0.146,6.0,0.107,-7.403,0.0,0.0321,173.883,3.0,0.342,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Mama Said
0.0592,0.864,182662.0,0.488,6lJl03rkDmbmP5dtmY7MiI,0.000678,1.0,0.0837,-9.463,1.0,0.52,75.036,4.0,0.425,3u579Gdap91lMptBSdXTpf,Kash Doll,Ice Me Out
0.00283,0.741,341947.0,0.606,7pcP516l1s2g5dAZCigdi3,0.295,1.0,0.0741,-15.755,1.0,0.0642,120.255,4.0,0.553,0YJ1Yr634Ztg70YGHRKYQM,Chrissy-Ieece,Love Desire (Freestyle Dance Usa Mix)
0.877,0.695,240006.0,0.752,1eVjqQFuQl3pmaMho0g0Av,0.0105,5.0,0.103,-6.613,1.0,0.0296,130.044,4.0,0.624,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Midnight Hour
0.6,0.731,196733.0,0.779,59J3FhCGYl18G3ouDReUge,1.74e-06,11.0,0.312,-5.884,0.0,0.0658,112.2,4.0,0.817,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,I've Been Everywhere
0.868,0.564,212391.0,0.459,2JUr3lcN1DbVs16d8XrnTb,0.00671,2.0,0.0978,-7.514,1.0,0.0323,79.035,4.0,0.368,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Surreal Words
0.0675,0.762,199520.0,0.52,6muW8cSjJ3rusKJ0vH5olw,3.95e-06,5.0,0.114,-5.237,0.0,0.0959,75.047,4.0,0.0862,3KNIG74xSTc3dj0TRy7pGX,Yung Bleu,Ice On My Baby (feat. Kevin Gates) - Remix
0.896,0.569,285430.0,0.479,67BfgD8XQWNP4UFRJOzLFG,0.0407,7.0,0.118,-7.827,1.0,0.0313,86.512,4.0,0.335,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Keep It on Joe!
0.219,0.683,253227.0,0.902,6SI4JD7iyQ0rrudhCNtMv0,0.000761,1.0,0.226,-7.389,0.0,0.291,90.447,4.0,0.724,2yQf6b8hxahZaT5dHlWaB1,Raekwon,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)"
0.726,0.492,288901.0,0.64,47PRqlzqpP05hPWwZ75R22,0.00695,8.0,0.0955,-7.752,1.0,0.0402,98.881,3.0,0.335,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Shining Diamond
0.833,0.556,171467.0,0.61,2xar08Fq5xra2KKZs5Bw9j,2.22e-06,9.0,0.258,-4.729,1.0,0.213,199.373,4.0,0.665,1eYhYunlNJlDoQhtYBvPsi,Ray Charles,I've Got a Woman
0.873,0.581,260893.0,0.588,59O92XEMAqFlERSXY4dxQY,0.67,7.0,0.0646,-7.191,1.0,0.0308,104.847,4.0,0.55,0CPGvbleqNT2TWovO6yWdh,Betho Ieesus,Black Wolf
0.33,0.798,260000.0,0.744,2qOm7ukLyHUXWyR4ZWLwxA,0.000106,7.0,0.292,-5.328,0.0,0.136,82.356,4.0,0.794,3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,It Was A Good Day
0.144,0.523,294242.0,0.613,3n1DJ2hZCWKI3fNF5uIaii,7.6e-06,7.0,0.112,-6.516,1.0,0.358,84.597,4.0,0.312,5wbmTCO7zA00E7UMZct5gs,Kyn'iee Monday,W.A.M. x C.F.M.
0.08,0.813,250770.0,0.551,7bJ4mu7MHa3rHiNyKjOoSl,0.0,6.0,0.386,-7.605,0.0,0.353,124.957,4.0,0.598,3TVXtAsR1Inumwj472S9r4,Drake,Ice Melts
0.937,0.29,61000.0,0.00658,7Kzyss8uFm4u8tbarj4rfK,0.95,2.0,0.111,-36.341,1.0,0.0775,128.005,4.0,0.0258,3nKRW5HNoVc1uJNTeQ1qP3,Big Fella Gang,Fort the Ieee 802
0.00456,0.48,193547.0,0.813,1IYN3VqZzehgwh5NqnavIQ,0.0,10.0,0.229,-5.437,0.0,0.0575,120.888,4.0,0.7,13rF01aOogvnkuQXOlgTW8,TAEMIN,IDEA (理想)
0.0101,0.956,154504.0,0.805,0Xl77kJFJAzKKYjwh1jrzy,0.0,1.0,0.0979,-2.499,1.0,0.0376,127.966,4.0,0.268,5wbmTCO7zA00E7UMZct5gs,Kyn'iee Monday,Whole Lotta Gay Shit
0.023,0.89,213613.0,0.504,3wdfLVUhmX64lIyWIIEW8s,0.0,8.0,0.123,-5.444,0.0,0.123,129.969,4.0,0.222,6i392l38cR3uBPF0DbNs7S,Quality Control,Ice Tray
0.0641,0.752,176935.0,0.645,0cdiF810HxvkExdUrDGahq,0.0,10.0,0.108,-7.592,0.0,0.0833,82.993,4.0,0.466,5wbmTCO7zA00E7UMZct5gs,Kyn'iee Monday,Nommy Nom
0.994,0.591,109277.0,0.031,04FI1E17qnSiqO54mxH6Ah,0.946,1.0,0.0973,-23.892,1.0,0.057,74.688,4.0,0.558,1RlTiQLa9gLES77OPf1ymC,Pontus Holt,I Ett Hus Vid Skogens Slut
0.000127,0.667,183200.0,0.73,6RTHdtJzu2PGNTpjZezYss,0.101,5.0,0.0924,-11.422,1.0,0.0418,119.689,4.0,0.636,0LyfQWJT6nXafLPZqxe9Of,Various Artists,Love Desire (2002 Version)
0.189,0.775,256427.0,0.731,5qhlC4Rzals34zxovrPzKp,0.0,8.0,0.129,-5.446,1.0,0.134,131.105,4.0,0.821,0f5nVCcR06GX8Qikz0COtT,Omarion,Ice Box
0.0834,0.669,139690.0,0.507,4KrVCSYJZnwlytAfzI2pXD,0.0,10.0,0.103,-7.322,1.0,0.0337,74.98,4.0,0.183,5wbmTCO7zA00E7UMZct5gs,Kyn'iee Monday,ILY Marijuana
0.35,0.445,314500.0,0.157,0nO25NiPrKX64oy7lz5ZaJ,0.761,7.0,0.153,-18.2,1.0,0.0385,118.511,4.0,0.121,4ze1UwMqtSlhTgnyk8LrW3,Flatsound,I Exist I Exist I Exist
0.11,0.839,280078.0,0.502,7LRLaGjdIOMcqsklHWSG0U,0.0,1.0,0.105,-8.263,1.0,0.322,140.007,4.0,0.585,5wbmTCO7zA00E7UMZct5gs,Kyn'iee Monday,Hope They Love You Better
0.0298,0.782,196056.0,0.796,1aD1IcrYHl89PnCoLMVZO4,0.0,11.0,0.728,-4.982,0.0,0.0819,142.004,4.0,0.909,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,Iced Out Audemars (feat. Lil Wayne) - Remix
0.0211,0.889,130727.0,0.383,64bFvL2GqWePe8O1TbthFQ,4.66e-06,0.0,0.0787,-8.402,0.0,0.096,120.018,4.0,0.72,5wbmTCO7zA00E7UMZct5gs,Kyn'iee Monday,Whistling
0.336,0.632,169057.0,0.566,2swFbLA7eCNKujd0j0xXNz,0.0,6.0,0.0951,-7.158,0.0,0.0796,79.384,4.0,0.379,7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,I Expect You
0.12,0.451,159729.0,0.634,0BYlkboxsTrGZQrzCBobKL,0.0,4.0,0.174,-8.133,1.0,0.0543,147.844,4.0,0.15,1kL2dtCF73efjph3etoBAs,Pedro LaDroga,iee iee
0.000126,0.626,188600.0,0.792,3RgDvs9Jpvn3kUuaTek1R5,0.022,0.0,0.438,-2.734,1.0,0.0721,133.212,4.0,0.433,5eAWCfyUhZtHHtBdNk56l1,System Of A Down,I-E-A-I-A-I-O
0.974,0.178,43027.0,0.0997,2JmqO252YTA5VZIu0We7b3,0.00419,9.0,0.122,-12.087,1.0,0.0401,90.101,4.0,0.726,5JM6opMM7Rawt8KoQQjFMb,Walter Smetak,Iêéaóôu
0.723,0.647,125040.0,0.56,788U1Sqej9M6c4iikuDGxO,0.0,9.0,0.118,-8.809,1.0,0.0387,120.418,3.0,0.913,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,I've Just Seen A Face - Remastered 2009
0.0639,0.473,96131.0,0.903,3lUQ22ygo38KWroLYCV7yS,0.0,2.0,0.356,-5.778,1.0,0.441,82.255,4.0,0.365,3dKlBueJxuFLDE89DMpS6C,3PK artis,Ieeja
0.15,0.683,150933.0,0.607,2EsyJN3AvC3zBlkQpb119M,0.0,5.0,0.147,-5.62,0.0,0.0601,152.945,4.0,0.496,6fWVd57NKTalqvmjRd2t8Z,24kGoldn,GAMES ON YOUR PHONE
0.561,0.852,84000.0,0.4,5AqnKMGb87L7CaCtdQfAVr,0.962,0.0,0.0791,-9.656,0.0,0.0786,99.983,4.0,0.917,19nnKeOt6Vo1g0ijPcFxdu,Kawai Sprite,Game Over (Don't Stop)
0.0217,0.606,325305.0,0.57,00aqkszH1FdUiJJWvX6iEl,8.47e-06,9.0,0.301,-6.684,1.0,0.032,114.033,4.0,0.258,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,Wicked Games - Original
0.0178,0.78,115178.0,0.566,4TXLBODkXMrmdlVIRGP6w3,0.0,0.0,0.115,-5.311,0.0,0.206,149.982,4.0,0.149,3IaKn0ExWTMPqa0mscUYw3,Only The Family,Game Face
0.603,0.726,143227.0,0.408,2xyx0o4xNOLLjBSbOOdcbA,0.0,11.0,0.225,-6.606,0.0,0.0614,115.918,4.0,0.459,57LYzLEk2LcFghVwuWbcuS,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version
0.358,0.635,206811.0,0.0861,1LnvvETuCo3vqt1xC9j7J4,0.00995,11.0,0.138,-18.311,0.0,0.0755,130.146,4.0,0.0618,6DnF6PBcTSsEZuEjXpK0gX,Harris Cole,Game over!
0.842,0.397,235665.0,0.262,1dBBmAddRRIw6GwF7dPz6z,6.6e-06,0.0,0.0999,-14.608,1.0,0.0916,80.434,4.0,0.124,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,Dark But Just A Game
0.0209,0.702,188526.0,0.721,76tzDKhVle9QKpWx0apgCm,0.0,5.0,0.0571,-3.024,1.0,0.13,106.029,4.0,0.783,2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,Game Over
0.113,0.472,234215.0,0.448,2ZltjIqztEpZtafc8w0I9t,0.0,6.0,0.0914,-7.272,0.0,0.326,166.077,4.0,0.636,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,3005
0.179,0.516,129103.0,0.871,0osRJM5kvt7PnNbzpzv9Uj,3.92e-06,6.0,0.308,-6.794,1.0,0.32,73.64,4.0,0.647,34ABXKUj0gzq7R8vXjCaNj,Funkmaster Flex,Game Time
0.00959,0.658,323747.0,0.591,6VwBbL8CzPiC4QV66ay7oR,5.27e-06,9.0,0.325,-5.197,1.0,0.0309,114.078,4.0,0.326,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,Wicked Games
0.0419,0.789,199680.0,0.718,181EZx9PHq7m8KpKBFYvtB,0.0,4.0,0.343,-8.526,0.0,0.242,145.046,4.0,0.43,0fpjZvxm0K44976tkGTcdH,RamblingMike,Gamble&Proctor
0.139,0.741,133272.0,0.727,0xR81QLM70brYBSNh2ga8w,0.0,8.0,0.107,-6.448,1.0,0.1,84.988,4.0,0.631,45TgXXqMDdF8BkjA83OM7z,Rod Wave,How The Game Go
0.342,0.671,214880.0,0.501,5KqldkCunQ2rWxruMEtGh0,0.0,4.0,0.194,-13.119,1.0,0.0594,87.04,4.0,0.86,4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,The Gambler
0.194,0.515,176293.0,0.907,085lgcfCstjd3AjWDAt2OX,0.0,8.0,0.105,-3.451,0.0,0.114,157.988,4.0,0.836,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,Games
0.517,0.905,63018.0,0.474,4gqpi7nAlB29grXDh7YbzY,0.0,1.0,0.0973,-10.724,1.0,0.282,126.032,4.0,0.281,3sTskuak9yrCbVHUnoc6f1,Logan Hart,Game Tent
0.124,0.707,252026.0,0.562,5NhlpQ6BOIz3S5welptk1W,1.58e-05,0.0,0.561,-7.621,1.0,0.0305,98.094,4.0,0.418,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,Sober
0.372,0.559,170438.0,0.648,2rmtuIBWYzZZb7P2QU0QO6,0.0,10.0,0.132,-9.371,0.0,0.513,87.831,1.0,0.21,3IaKn0ExWTMPqa0mscUYw3,Only The Family,Game
0.00845,0.649,244827.0,0.589,2x0WlnmfG39ZuDmstl9xfX,0.0,2.0,0.108,-6.237,1.0,0.0558,159.073,4.0,0.151,06HL4z0CvFAxyc27GXpf02,Taylor Swift,End Game
0.26,0.557,178566.0,0.822,7jJTRLLwHQsHtBBYCCmqQR,0.0808,11.0,0.31,-4.973,0.0,0.0522,115.979,4.0,0.153,5tIkXJTex4JY7cv9mmgAZx,Ruelle,Game of Survival
0.0594,0.506,192947.0,0.745,799f6Ih1Pu4AUApMyXhxUc,0.0,8.0,0.341,-6.044,1.0,0.331,161.808,4.0,0.311,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,Bonfire
0.0208,0.72,193288.0,0.814,2gZy1KFFKUgw3IbRNhZEz3,0.00298,7.0,0.058,-4.533,1.0,0.0488,91.99,4.0,0.503,0jnsk9HBra6NMjO2oANoPY,Flo Rida,Game Time (feat. Sage the Gemini)
0.248,0.368,93307.0,0.966,7E99aG3oPQslXHHdnKFAmB,0.663,10.0,0.529,-6.984,1.0,0.073,122.243,4.0,0.323,4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,Game Of Pricks
0.154,0.71,180675.0,0.47,00GOPLxW4PGQuUYdPJh8K1,0.0,1.0,0.643,-9.33,0.0,0.142,80.027,4.0,0.581,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,IV. Sweatpants
8.05e-05,0.534,156632.0,0.957,229MM2St7SnW43nT8ADlG8,0.758,1.0,0.266,-4.025,1.0,0.0455,95.046,4.0,0.52,4YLQaW1UU3mrVetC8gNkg5,3LAU,Game Time (feat. Ninja)
0.162,0.554,297404.0,0.596,7p4vHnYXkxlzvfePJVpcTr,0.00482,7.0,0.0805,-8.214,1.0,0.13,165.728,4.0,0.255,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,Feels Like Summer
